Gene stable ID,Strand,Chromosome/scaffold name,Gene description,Gene start (bp),Gene end (bp),Transcription start site (TSS)
Zm00001eb092880,-1,2,Zm00001e009158,149088474,149091772,149091772
Zm00001eb092880,-1,2,Zm00001e009158,149088474,149091772,149091273
Zm00001eb092880,-1,2,Zm00001e009158,149088474,149091772,149091613
Zm00001eb092880,-1,2,Zm00001e009158,149088474,149091772,149091597
Zm00001eb128820,-1,3,Zm00001e123006,43835811,43836158,43836158
Zm00001eb047400,1,1,Zm00001e004720,243457268,243458465,243457268
Zm00001eb251080,1,5,Zm00001e015481,205968169,205968884,205968169
Zm00001eb017920,1,1,Zm00001e001773,63770254,63773278,63770254
Zm00001eb017920,1,1,Zm00001e001773,63770254,63773278,63770297
Zm00001eb077240,-1,2,Zm00001e007574,29635659,29637982,29637982
Zm00001eb036610,1,1,Zm00001e003668,198555527,198564742,198561339
Zm00001eb036610,1,1,Zm00001e003668,198555527,198564742,198555527
Zm00001eb036610,1,1,Zm00001e003668,198555527,198564742,198555545
Zm00001eb036610,1,1,Zm00001e003668,198555527,198564742,198555617
Zm00001eb036610,1,1,Zm00001e003668,198555527,198564742,198555708
Zm00001eb166080,1,4,Zm00001e108446,5253462,5254340,5253462
Zm00001eb423250,1,10,Zm00001e040944,122169126,122170157,122169126
Zm00001eb139870,1,3,Zm00001e018511,146736315,146740243,146736315
Zm00001eb369010,-1,8,Zm00001e028867,177276360,177279866,177279866
Zm00001eb085070,1,2,Zm00001e116999,67740989,67741708,67740989
Zm00001eb126890,-1,3,Zm00001e017164,31903238,31905350,31905297
Zm00001eb126890,-1,3,Zm00001e017164,31903238,31905350,31905350
Zm00001eb126890,-1,3,Zm00001e017164,31903238,31905350,31905288
Zm00001eb309050,1,7,Zm00001e136391,84299469,84300101,84299469
Zm00001eb404080,-1,9,Zm00001e039078,160800516,160818861,160818725
Zm00001eb404080,-1,9,Zm00001e039078,160800516,160818861,160818861
Zm00001eb359530,-1,8,Zm00001e027993,152113111,152115418,152115418
Zm00001eb261460,1,6,Zm00001e144441,12588099,12588539,12588099
Zm00001eb399580,1,9,Zm00001e038665,151548962,151553458,151548962
Zm00001eb399580,1,9,Zm00001e038665,151548962,151553458,151549024
Zm00001eb399580,1,9,Zm00001e038665,151548962,151553458,151548997
Zm00001eb203460,-1,4,Zm00001e024760,228169534,228172117,228172117
Zm00001eb413280,-1,10,Zm00001e039961,60463377,60472902,60472902
Zm00001eb117180,-1,2,Zm00001e011478,240126394,240128111,240128111
Zm00001eb334530,-1,8,Zm00001e139392,8925665,8926768,8926768
Zm00001eb035530,1,1,Zm00001e105165,194272716,194280827,194272716
Zm00001eb298700,-1,7,Zm00001e032705,2216683,2222148,2222148
Zm00001eb206640,-1,4,Zm00001e114880,243433720,243440263,243440263
Zm00001eb030540,-1,1,Zm00001e003094,169117031,169119417,169119417
Zm00001eb442220,1,scaf_519,Zm00001e042292,30490,32227,30490
Zm00001eb333590,1,8,Zm00001e025577,5827007,5850764,5827007
Zm00001eb155230,1,3,Zm00001e020006,209587919,209590813,209587919
Zm00001eb131300,-1,3,Zm00001e123557,64282171,64282602,64282602
Zm00001eb063340,-1,1,Zm00001e006246,302245371,302247634,302247634
Zm00001eb063340,-1,1,Zm00001e006246,302245371,302247634,302247611
Zm00001eb285800,1,6,Zm00001e031443,149769308,149797630,149769411
Zm00001eb285800,1,6,Zm00001e031443,149769308,149797630,149769308
Zm00001eb352200,1,8,Zm00001e027317,122366952,122370002,122366952
Zm00001eb309580,1,7,Zm00001e033788,89839317,89840588,89839317
Zm00001eb281370,1,6,Zm00001e031031,132161216,132162153,132161216
Zm00001eb301240,-1,7,Zm00001e032922,9700198,9704409,9704409
Zm00001eb319570,-1,7,Zm00001e034803,149210004,149211074,149211074
Zm00001eb254320,-1,5,Zm00001e015794,214691116,214700122,214700122
Zm00001eb091590,1,2,Zm00001e009034,139135675,139136792,139135675
Zm00001eb176380,1,4,Zm00001e022103,57670277,57681769,57670277
Zm00001eb207760,1,4,Zm00001e025194,245617830,245623535,245617830
Zm00001eb084700,1,2,Zm00001e116928,64540066,64541582,64540066
Zm00001eb012960,-1,1,Zm00001e001277,42982949,42985017,42985017
Zm00001eb353520,-1,8,Zm00001e027445,127662630,127665762,127665657
Zm00001eb353520,-1,8,Zm00001e027445,127662630,127665762,127665637
Zm00001eb353520,-1,8,Zm00001e027445,127662630,127665762,127665762
Zm00001eb287490,1,6,Zm00001e031613,155906021,155912632,155906021
Zm00001eb287490,1,6,Zm00001e031613,155906021,155912632,155906110
Zm00001eb287490,1,6,Zm00001e031613,155906021,155912632,155906235
Zm00001eb287490,1,6,Zm00001e031613,155906021,155912632,155910661
Zm00001eb313640,-1,7,Zm00001e137412,124822623,124823245,124823245
Zm00001eb256950,1,5,Zm00001e016046,220366607,220373312,220366607
Zm00001eb242470,-1,5,Zm00001e132729,171387816,171388469,171388469
Zm00001eb278940,1,6,Zm00001e030792,120928578,120932343,120928714
Zm00001eb278940,1,6,Zm00001e030792,120928578,120932343,120928578
Zm00001eb071490,-1,2,Zm00001e007012,11913362,11936797,11936797
Zm00001eb024760,-1,1,Zm00001e102734,103250969,103251295,103251295
Zm00001eb235380,1,5,Zm00001e131194,113558211,113558597,113558211
Zm00001eb439770,-1,scaf_241,Zm00001e159378,24291,28054,28054
Zm00001eb332710,1,8,Zm00001e025484,2420362,2425037,2420362
Zm00001eb154770,1,3,Zm00001e127301,207909102,207912739,207909102
Zm00001eb331120,-1,7,Zm00001e035903,183075602,183081317,183081317
Zm00001eb331120,-1,7,Zm00001e035903,183075602,183081317,183080939
Zm00001eb331120,-1,7,Zm00001e035903,183075602,183081317,183081297
Zm00001eb331120,-1,7,Zm00001e035903,183075602,183081317,183081257
Zm00001eb249800,1,5,Zm00001e133498,196957715,196958507,196957715
Zm00001eb111760,-1,2,Zm00001e011000,224419538,224432233,224432233
Zm00001eb283330,1,6,Zm00001e031206,140118689,140119607,140118689
Zm00001eb180080,-1,4,Zm00001e022499,89986023,89990417,89990417
Zm00001eb180080,-1,4,Zm00001e022499,89986023,89990417,89988540
Zm00001eb054920,1,1,Zm00001e005444,274370483,274372591,274370483
Zm00001eb033510,-1,1,Zm00001e003397,186293589,186295726,186295726
Zm00001eb033830,-1,1,Zm00001e003430,187537818,187539807,187539807
Zm00001eb141490,1,3,Zm00001e125849,153839366,153840319,153839366
Zm00001eb293320,-1,6,Zm00001e032180,171197798,171203746,171203674
Zm00001eb293320,-1,6,Zm00001e032180,171197798,171203746,171203746
Zm00001eb272840,-1,6,Zm00001e030223,95863149,95863812,95863812
Zm00001eb171000,1,4,Zm00001e021574,28230737,28235128,28230737
Zm00001eb171000,1,4,Zm00001e021574,28230737,28235128,28233667
Zm00001eb365250,1,8,Zm00001e143749,169679116,169679472,169679116
Zm00001eb251800,1,5,Zm00001e133697,208310311,208310790,208310311
Zm00001eb127070,1,3,Zm00001e122744,32620560,32621075,32620560
Zm00001eb425300,1,10,Zm00001e041109,129090320,129096445,129090320
Zm00001eb425300,1,10,Zm00001e041109,129090320,129096445,129090453
Zm00001eb129390,-1,3,Zm00001e123134,48377005,48377247,48377247
Zm00001eb404180,-1,9,Zm00001e039087,160945182,160947955,160947955
Zm00001eb229880,-1,5,Zm00001e013453,71299933,71301658,71301658
Zm00001eb297750,-1,6,Zm00001e032607,179924534,179925891,179925891
Zm00001eb067470,-1,2,Zm00001e006660,3970351,3971860,3971860
Zm00001eb384890,1,9,Zm00001e037255,82192709,82197943,82192709
Zm00001eb421780,-1,10,Zm00001e040820,115875716,115877157,115877157
Zm00001eb185710,-1,4,Zm00001e023081,152031043,152033058,152033058
Zm00001eb304710,1,7,Zm00001e033246,28308725,28313493,28308789
Zm00001eb304710,1,7,Zm00001e033246,28308725,28313493,28308725
Zm00001eb295790,-1,6,Zm00001e032419,175843449,175844981,175844981
Zm00001eb157300,-1,3,Zm00001e020208,216013218,216029722,216029722
Zm00001eb067480,-1,2,Zm00001e115211,3981151,3982204,3982204
Zm00001eb372540,1,9,Zm00001e036121,6638526,6640975,6638526
Zm00001eb216840,1,5,Zm00001e012232,12822113,12825408,12822113
Zm00001eb178130,1,4,Zm00001e022290,72330985,72345683,72331887
Zm00001eb178130,1,4,Zm00001e022290,72330985,72345683,72330985
Zm00001eb430010,1,10,Zm00001e041552,142326261,142327341,142326261
Zm00001eb238680,-1,5,Zm00001e014337,147651210,147654079,147654079
Zm00001eb238680,-1,5,Zm00001e014337,147651210,147654079,147653930
Zm00001eb290760,-1,6,Zm00001e031933,165533808,165538481,165538473
Zm00001eb290760,-1,6,Zm00001e031933,165533808,165538481,165538481
Zm00001eb224510,1,5,Zm00001e012954,42564234,42565387,42564234
Zm00001eb429310,-1,10,Zm00001e041496,141073273,141080351,141080351
Zm00001eb429310,-1,10,Zm00001e041496,141073273,141080351,141080230
Zm00001eb429310,-1,10,Zm00001e041496,141073273,141080351,141080151
Zm00001eb231910,1,5,Zm00001e013620,79664257,79666797,79664263
Zm00001eb231910,1,5,Zm00001e013620,79664257,79666797,79664257
Zm00001eb089590,1,2,Zm00001e008815,117262167,117266429,117262263
Zm00001eb089590,1,2,Zm00001e008815,117262167,117266429,117262300
Zm00001eb089590,1,2,Zm00001e008815,117262167,117266429,117262167
Zm00001eb392650,1,9,Zm00001e037997,127162423,127166269,127162425
Zm00001eb392650,1,9,Zm00001e037997,127162423,127166269,127162423
Zm00001eb392650,1,9,Zm00001e037997,127162423,127166269,127162504
Zm00001eb189810,-1,4,Zm00001e112925,170616701,170617049,170617049
Zm00001eb408000,-1,10,Zm00001e039485,9995938,9998637,9998637
Zm00001eb326800,-1,7,Zm00001e035483,172686231,172687866,172687866
Zm00001eb004890,1,1,Zm00001e000487,13373447,13374709,13373447
Zm00001eb038880,1,1,Zm00001e003880,207280269,207282075,207280502
Zm00001eb038880,1,1,Zm00001e003880,207280269,207282075,207280269
Zm00001eb076150,1,2,Zm00001e007471,26193725,26197058,26193725
Zm00001eb406200,-1,10,Zm00001e154656,3921895,3923299,3923299
Zm00001eb329380,-1,7,Zm00001e035725,179489681,179492957,179492957
Zm00001eb200230,-1,4,Zm00001e024424,207278275,207281466,207281466
Zm00001eb377160,-1,9,Zm00001e036514,21780973,21787760,21787760
Zm00001eb373960,-1,9,Zm00001e036248,12409089,12414124,12414124
Zm00001eb373960,-1,9,Zm00001e036248,12409089,12414124,12414117
Zm00001eb373960,-1,9,Zm00001e036248,12409089,12414124,12413744
Zm00001eb103330,-1,2,Zm00001e010218,201454119,201456108,201456108
Zm00001eb057830,1,1,Zm00001e107624,284918598,284919233,284918598
Zm00001eb431370,1,10,Zm00001e041698,145607642,145608964,145607642
Zm00001eb311380,-1,7,Zm00001e033984,105905412,105912502,105912502
Zm00001eb036470,1,1,Zm00001e003658,197927722,197929606,197927722
Zm00001eb192450,-1,4,Zm00001e023700,179090816,179092531,179092531
Zm00001eb102510,-1,2,Zm00001e010130,198375562,198376687,198376687
Zm00001eb079970,1,2,Zm00001e007836,40565934,40572874,40565934
Zm00001eb079970,1,2,Zm00001e007836,40565934,40572874,40566318
Zm00001eb079970,1,2,Zm00001e007836,40565934,40572874,40566113
Zm00001eb079970,1,2,Zm00001e007836,40565934,40572874,40566223
Zm00001eb398360,-1,9,Zm00001e154135,147917319,147917918,147917918
Zm00001eb273790,1,6,Zm00001e147890,100892570,100892869,100892570
Zm00001eb076270,1,2,Zm00001e007483,26528943,26532554,26528943
Zm00001eb250220,1,5,Zm00001e015394,198484997,198486424,198484997
Zm00001eb222850,1,5,Zm00001e012787,34580989,34582135,34580989
Zm00001eb442420,-1,scaf_545,Zm00001e042276,33707,34020,34020
Zm00001eb147530,-1,3,Zm00001e019239,183162579,183165091,183165091
Zm00001eb162780,1,3,Zm00001e020761,233278907,233285108,233278995
Zm00001eb162780,1,3,Zm00001e020761,233278907,233285108,233278907
Zm00001eb260460,-1,6,Zm00001e029160,8156043,8159348,8159348
Zm00001eb443020,-1,scaf_692,Zm00001e159961,26462,30223,30223
Zm00001eb398940,1,9,Zm00001e038603,149483676,149485433,149483676
Zm00001eb221110,-1,5,Zm00001e012620,26632216,26636343,26636322
Zm00001eb221110,-1,5,Zm00001e012620,26632216,26636343,26636343
Zm00001eb190530,1,4,Zm00001e023512,173617162,173620162,173617162
Zm00001eb116940,1,2,Zm00001e011457,239691024,239697579,239691036
Zm00001eb116940,1,2,Zm00001e011457,239691024,239697579,239691024
Zm00001eb116940,1,2,Zm00001e011457,239691024,239697579,239691072
Zm00001eb116940,1,2,Zm00001e011457,239691024,239697579,239691051
Zm00001eb116940,1,2,Zm00001e011457,239691024,239697579,239691064
Zm00001eb116940,1,2,Zm00001e011457,239691024,239697579,239691026
Zm00001eb235010,1,5,Zm00001e130948,103827678,103829598,103827678
Zm00001eb268200,-1,6,Zm00001e029766,61441145,61459787,61459787
Zm00001eb203890,-1,4,Zm00001e114570,230636402,230641629,230641629
Zm00001eb356460,1,8,Zm00001e027705,139681788,139686422,139681788
Zm00001eb216690,1,5,Zm00001e012221,12559516,12565346,12559644
Zm00001eb216690,1,5,Zm00001e012221,12559516,12565346,12559516
Zm00001eb315490,1,7,Zm00001e034410,133811302,133812750,133811302
Zm00001eb426070,-1,10,Zm00001e041182,131404056,131410296,131410296
Zm00001eb426070,-1,10,Zm00001e041182,131404056,131410296,131410284
Zm00001eb389280,1,9,Zm00001e037683,111339251,111341442,111339251
Zm00001eb076540,1,2,Zm00001e007510,27650552,27654431,27650560
Zm00001eb076540,1,2,Zm00001e007510,27650552,27654431,27650552
Zm00001eb438100,1,scaf_160,Zm00001e042320,56001,56638,56001
Zm00001eb142880,-1,3,Zm00001e126035,160221878,160222284,160222284
Zm00001eb091180,1,2,Zm00001e008986,134272554,134273445,134272554
Zm00001eb339480,1,8,Zm00001e026140,30517236,30520362,30517236
Zm00001eb263020,-1,6,Zm00001e029356,20086840,20092427,20092282
Zm00001eb263020,-1,6,Zm00001e029356,20086840,20092427,20092427
Zm00001eb075160,-1,2,Zm00001e007374,22927407,22941258,22941183
Zm00001eb075160,-1,2,Zm00001e007374,22927407,22941258,22941258
Zm00001eb075160,-1,2,Zm00001e007374,22927407,22941258,22941158
Zm00001eb302530,1,7,Zm00001e033040,15373708,15374736,15373708
Zm00001eb302530,1,7,Zm00001e033040,15373708,15374736,15373712
Zm00001eb191080,-1,4,Zm00001e023571,175641243,175643362,175643362
Zm00001eb191080,-1,4,Zm00001e023571,175641243,175643362,175643203
Zm00001eb191080,-1,4,Zm00001e023571,175641243,175643362,175643279
Zm00001eb059310,1,1,Zm00001e005861,289992223,289993770,289992223
Zm00001eb429810,1,10,Zm00001e041534,141986739,141987295,141986739
Zm00001eb120520,1,3,Zm00001e122016,4643698,4644791,4643698
Zm00001eb232050,1,5,Zm00001e013631,80028229,80033329,80028256
Zm00001eb232050,1,5,Zm00001e013631,80028229,80033329,80028314
Zm00001eb232050,1,5,Zm00001e013631,80028229,80033329,80028229
Zm00001eb393190,1,9,Zm00001e153662,129474867,129478143,129474867
Zm00001eb242040,1,5,Zm00001e132667,169123366,169123982,169123366
Zm00001eb115570,1,2,Zm00001e121666,236469824,236470774,236469824
Zm00001eb249230,1,5,Zm00001e015304,195424226,195426468,195424226
Zm00001eb020210,1,1,Zm00001e002012,74875098,74876617,74875098
Zm00001eb362070,-1,8,Zm00001e028243,162605920,162607906,162607906
Zm00001eb362070,-1,8,Zm00001e028243,162605920,162607906,162607828
Zm00001eb405790,1,10,Zm00001e039266,2717976,2720056,2717976
Zm00001eb189370,1,4,Zm00001e023421,168757933,168758650,168757933
Zm00001eb262570,-1,6,Zm00001e144851,18317547,18322238,18322238
Zm00001eb112070,-1,2,Zm00001e121256,225372226,225376464,225376464
Zm00001eb367560,-1,8,Zm00001e143933,174358570,174359607,174359607
Zm00001eb321030,-1,7,Zm00001e034938,153633207,153636429,153636429
Zm00001eb096070,-1,2,Zm00001e009482,170091689,170096671,170096671
Zm00001eb387130,-1,9,Zm00001e037490,100175066,100175608,100175608
Zm00001eb263420,-1,6,Zm00001e145189,21857342,21858662,21858662
Zm00001eb131570,-1,3,Zm00001e017627,67286831,67288562,67288562
Zm00001eb105800,-1,2,Zm00001e010457,209182240,209185565,209185565
Zm00001eb371220,-1,8,Zm00001e029080,181808074,181809158,181809158
Zm00001eb044820,1,1,Zm00001e004490,233673286,233677623,233673286
Zm00001eb210160,1,4,Zm00001e025429,250097447,250124793,250097447
Zm00001eb372960,-1,9,Zm00001e036159,8360060,8370652,8370617
Zm00001eb372960,-1,9,Zm00001e036159,8360060,8370652,8370652
Zm00001eb337090,1,8,Zm00001e025919,19500655,19502474,19500655
Zm00001eb388100,1,9,Zm00001e037581,105634200,105635128,105634200
Zm00001eb287900,1,6,Zm00001e031659,157588072,157593689,157588144
Zm00001eb287900,1,6,Zm00001e031659,157588072,157593689,157588072
Zm00001eb214120,1,5,Zm00001e011972,6367911,6371120,6368122
Zm00001eb214120,1,5,Zm00001e011972,6367911,6371120,6367911
Zm00001eb011570,-1,1,Zm00001e001142,37808112,37810049,37810049
Zm00001eb398890,-1,9,Zm00001e038601,149350900,149355159,149355109
Zm00001eb398890,-1,9,Zm00001e038601,149350900,149355159,149355159
Zm00001eb236570,1,5,Zm00001e014099.m1,126937189,126938590,126937191
Zm00001eb236570,1,5,Zm00001e014099.m1,126937189,126938590,126937189
Zm00001eb359420,-1,8,Zm00001e027985,151511946,151516631,151516631
Zm00001eb359420,-1,8,Zm00001e027985,151511946,151516631,151516462
Zm00001eb359420,-1,8,Zm00001e027985,151511946,151516631,151516402
Zm00001eb359420,-1,8,Zm00001e027985,151511946,151516631,151515190
Zm00001eb387340,-1,9,Zm00001e037507,101502447,101505863,101505863
Zm00001eb298650,-1,7,Zm00001e032700,2062468,2063195,2063195
Zm00001eb087030,-1,2,Zm00001e008549,91019972,91020285,91020285
Zm00001eb040040,1,1,Zm00001e003991,211387786,211390682,211387786
Zm00001eb335340,1,8,Zm00001e025748,13187252,13192217,13187252
Zm00001eb335340,1,8,Zm00001e025748,13187252,13192217,13187862
Zm00001eb339740,-1,8,Zm00001e140131,33660372,33660668,33660668
Zm00001eb218770,1,5,Zm00001e012414,18166579,18170499,18166667
Zm00001eb218770,1,5,Zm00001e012414,18166579,18170499,18166579
Zm00001eb344660,1,8,Zm00001e026612,75727379,75728083,75727379
Zm00001eb419840,-1,10,Zm00001e157292,103490337,103492021,103492021
Zm00001eb356160,1,8,Zm00001e027672,138445261,138446881,138445261
Zm00001eb173360,1,4,Zm00001e021804,38756572,38761040,38756572
Zm00001eb420550,-1,10,Zm00001e040693,108409952,108419214,108419214
Zm00001eb218120,-1,5,Zm00001e012352,15896054,15899222,15899222
Zm00001eb120510,-1,3,Zm00001e016512,4640092,4642038,4642038
Zm00001eb326490,1,7,Zm00001e035452,171803599,171804678,171803599
Zm00001eb230730,-1,5,Zm00001e130162,74515423,74516001,74516001
Zm00001eb438140,-1,scaf_161,Zm00001e159971,36329,53250,53250
Zm00001eb344620,1,8,Zm00001e026608,75655906,75660878,75656044
Zm00001eb344620,1,8,Zm00001e026608,75655906,75660878,75655906
Zm00001eb283840,-1,6,Zm00001e149119,142040836,142041175,142041175
Zm00001eb221830,1,5,Zm00001e012689,30171790,30172570,30171790
Zm00001eb152710,-1,3,Zm00001e019771,201138764,201140825,201140825
Zm00001eb081250,-1,2,Zm00001e007949,45826488,45835324,45835324
Zm00001eb224230,1,5,Zm00001e012931,41314579,41318376,41314579
Zm00001eb412010,-1,10,Zm00001e155665,42612080,42613930,42613930
Zm00001eb272150,-1,6,Zm00001e030156,92875736,92877948,92877948
Zm00001eb272150,-1,6,Zm00001e030156,92875736,92877948,92877835
Zm00001eb272150,-1,6,Zm00001e030156,92875736,92877948,92877632
Zm00001eb203030,-1,4,Zm00001e024718,225665128,225666726,225666726
Zm00001eb368510,1,8,Zm00001e028823,176338728,176340609,176338728
Zm00001eb434980,1,scaf_33,Zm00001e042074,108263,109436,108263
Zm00001eb085310,-1,2,Zm00001e008356,70976578,70984315,70984315
Zm00001eb095180,-1,2,Zm00001e119541,164397747,164398369,164398369
Zm00001eb132990,-1,3,Zm00001e017797,94696094,94697409,94697409
Zm00001eb251150,1,5,Zm00001e015489,206225003,206227591,206225003
Zm00001eb323880,-1,7,Zm00001e035219,165743419,165746441,165746332
Zm00001eb323880,-1,7,Zm00001e035219,165743419,165746441,165746441
Zm00001eb125260,1,3,Zm00001e017011,22304135,22307308,22304135
Zm00001eb351170,1,8,Zm00001e027223,118373822,118375101,118373822
Zm00001eb242100,1,5,Zm00001e014660,169684165,169687925,169684165
Zm00001eb242100,1,5,Zm00001e014660,169684165,169687925,169684309
Zm00001eb439200,1,scaf_219,Zm00001e159296,16216,20190,16216
Zm00001eb155830,1,3,Zm00001e020069,211169501,211177043,211169583
Zm00001eb155830,1,3,Zm00001e020069,211169501,211177043,211169501
Zm00001eb307600,1,7,Zm00001e033541,54858370,54859249,54858370
Zm00001eb166670,1,4,Zm00001e021155,6188501,6189500,6188501
Zm00001eb428080,1,10,Zm00001e041380,137545057,137550617,137545057
Zm00001eb428080,1,10,Zm00001e041380,137545057,137550617,137545075
Zm00001eb006030,1,1,Zm00001e100511,17085942,17087938,17085942
Zm00001eb311810,-1,7,Zm00001e034033,110443129,110448101,110448003
Zm00001eb311810,-1,7,Zm00001e034033,110443129,110448101,110448101
Zm00001eb058190,1,1,Zm00001e005761,286131140,286133461,286131140
Zm00001eb137980,-1,3,Zm00001e125426,136395947,136399133,136399133
Zm00001eb138330,1,3,Zm00001e018358,138025685,138039340,138025685
Zm00001eb114970,-1,2,Zm00001e011293,235133290,235136945,235136945
Zm00001eb031440,-1,1,Zm00001e104612,176275600,176276564,176276564
Zm00001eb070920,1,2,Zm00001e006953,10784082,10787914,10784082
Zm00001eb229150,-1,5,Zm00001e129971,67978491,67980063,67980063
Zm00001eb079040,1,2,Zm00001e007751,37174190,37175385,37174190
Zm00001eb408070,1,10,Zm00001e039491,10134279,10140618,10134279
Zm00001eb188390,1,4,Zm00001e023329,165270429,165274049,165270529
Zm00001eb188390,1,4,Zm00001e023329,165270429,165274049,165270429
Zm00001eb122380,-1,3,Zm00001e122171,9984478,9986791,9986791
Zm00001eb111800,1,2,Zm00001e011004,224465885,224467331,224465885
Zm00001eb326120,-1,7,Zm00001e138730,171118052,171128111,171128111
Zm00001eb050420,-1,1,Zm00001e005014,257248102,257252833,257252833
Zm00001eb294730,1,6,Zm00001e032316,173960695,173961311,173960695
Zm00001eb369300,-1,8,Zm00001e028895,177830854,177831913,177831913
Zm00001eb384770,1,9,Zm00001e037245,81479346,81483010,81479346
Zm00001eb325760,-1,7,Zm00001e035385,170359555,170370301,170370301
Zm00001eb325760,-1,7,Zm00001e035385,170359555,170370301,170370180
Zm00001eb258190,-1,5,Zm00001e016155,222785881,222788367,222788367
Zm00001eb258190,-1,5,Zm00001e016155,222785881,222788367,222788330
Zm00001eb157510,1,3,Zm00001e020230,216618578,216620336,216618578
Zm00001eb296620,1,6,Zm00001e032500,177285801,177286456,177285801
Zm00001eb105340,1,2,Zm00001e010401,207346399,207356118,207351522
Zm00001eb105340,1,2,Zm00001e010401,207346399,207356118,207346399
Zm00001eb008880,-1,1,Zm00001e000864,27253118,27255816,27255816
Zm00001eb101780,-1,2,Zm00001e010055,194727843,194743269,194743269
Zm00001eb126390,-1,3,Zm00001e017114,29042362,29043812,29043812
Zm00001eb332260,-1,8,Zm00001e025440,869007,870654,870654
Zm00001eb319610,1,7,Zm00001e034806,149349585,149368712,149349585
Zm00001eb224960,1,5,Zm00001e013000,46523225,46536618,46523225
Zm00001eb343460,-1,8,Zm00001e026502,69351080,69356091,69356091
Zm00001eb343460,-1,8,Zm00001e026502,69351080,69356091,69356026
Zm00001eb052600,1,1,Zm00001e005213,265326897,265327517,265326897
Zm00001eb151260,1,3,Zm00001e019608,195295463,195297565,195295463
Zm00001eb317830,-1,7,Zm00001e034636,143190807,143193514,143193514
Zm00001eb278360,1,6,Zm00001e030743,118703807,118713062,118704028
Zm00001eb278360,1,6,Zm00001e030743,118703807,118713062,118703807
Zm00001eb169920,1,4,Zm00001e021472,21888490,21909540,21888588
Zm00001eb169920,1,4,Zm00001e021472,21888490,21909540,21890599
Zm00001eb169920,1,4,Zm00001e021472,21888490,21909540,21888490
Zm00001eb029300,-1,1,Zm00001e002961,158672333,158676799,158676517
Zm00001eb029300,-1,1,Zm00001e002961,158672333,158676799,158676799
Zm00001eb118380,1,2,Zm00001e121868,243128501,243129830,243128501
Zm00001eb290560,1,6,Zm00001e031916,164984521,164985005,164984521
Zm00001eb421280,-1,10,Zm00001e157508,112978877,112985745,112985745
Zm00001eb140770,1,3,Zm00001e125758,150448746,150449876,150448746
Zm00001eb045360,1,1,Zm00001e004528,235276355,235277501,235276355
Zm00001eb388930,1,9,Zm00001e153074,110206960,110207394,110206960
Zm00001eb181150,1,4,Zm00001e022617,104721306,104727011,104721436
Zm00001eb181150,1,4,Zm00001e022617,104721306,104727011,104721468
Zm00001eb181150,1,4,Zm00001e022617,104721306,104727011,104721306
Zm00001eb314390,-1,7,Zm00001e034297,128348362,128350747,128350747
Zm00001eb063220,-1,1,Zm00001e006235,301960851,301967461,301967394
Zm00001eb063220,-1,1,Zm00001e006235,301960851,301967461,301967461
Zm00001eb247270,-1,5,Zm00001e133277,189042501,189043336,189043336
Zm00001eb215160,-1,5,Zm00001e012063,8327761,8328059,8328059
Zm00001eb156470,-1,3,Zm00001e020136,213107432,213108891,213108891
Zm00001eb421480,-1,10,Zm00001e040789,114270237,114270833,114270833
Zm00001eb405030,-1,10,Zm00001e039192,1253129,1256005,1256005
Zm00001eb405030,-1,10,Zm00001e039192,1253129,1256005,1255921
Zm00001eb287560,1,6,Zm00001e031621,156238365,156239400,156238365
Zm00001eb415000,1,10,Zm00001e040142,74103105,74106462,74103105
Zm00001eb415000,1,10,Zm00001e040142,74103105,74106462,74103198
Zm00001eb368760,-1,8,Zm00001e028841,176748795,176749385,176749385
Zm00001eb050080,-1,1,Zm00001e106846,255337712,255339710,255339523
Zm00001eb050080,-1,1,Zm00001e106846,255337712,255339710,255339710
Zm00001eb437760,1,scaf_136,Zm00001e042357,70387,71002,70387
Zm00001eb093010,1,2,Zm00001e119152,149894802,149899690,149894802
Zm00001eb134540,-1,3,Zm00001e017953,111427941,111428443,111428443
Zm00001eb289770,-1,6,Zm00001e031841,163129130,163130410,163130410
Zm00001eb044370,1,1,Zm00001e004449,232035859,232037677,232035859
Zm00001eb177750,-1,4,Zm00001e022253,69866299,69868326,69868326
Zm00001eb331260,1,7,Zm00001e035916,183321470,183327052,183321470
Zm00001eb318760,-1,7,Zm00001e034727,146780941,146784561,146784561
Zm00001eb358680,-1,8,Zm00001e027911,149028083,149029934,149029934
Zm00001eb316500,1,7,Zm00001e034507,137505879,137511129,137505879
Zm00001eb427950,-1,10,Zm00001e041370,137197560,137198870,137198870
Zm00001eb344130,1,8,Zm00001e026568,73458327,73458854,73458327
Zm00001eb230870,1,5,Zm00001e013528,75151166,75153170,75151166
Zm00001eb230870,1,5,Zm00001e013528,75151166,75153170,75151209
Zm00001eb254260,-1,5,Zm00001e015790,214369801,214373399,214373399
Zm00001eb015930,1,1,Zm00001e001570,55485786,55489778,55485786
Zm00001eb307240,1,7,Zm00001e033497,50876403,50877366,50876403
Zm00001eb144210,1,3,Zm00001e018918,170142920,170157964,170142920
Zm00001eb144210,1,3,Zm00001e018918,170142920,170157964,170143023
Zm00001eb381940,-1,9,Zm00001e151589,49250851,49251612,49251612
Zm00001eb382010,1,9,Zm00001e036955,49601252,49602307,49601252
Zm00001eb370550,1,8,Zm00001e029014,180044285,180046385,180044389
