Gene stable ID,Triticum aestivum gene stable ID,"Triticum aestivum orthology confidence [0 low, 1 high]"
AT1G30290,TraesCS5D02G042100,0
AT1G30300,TraesCS5D02G384800,0
AT1G30300,TraesCS7D02G363400,0
AT1G30300,TraesCS5A02G035000,0
AT1G30300,TraesCS5B02G035300,0
AT1G30300,TraesCS5D02G043200,0
AT1G30300,TraesCS7B02G268100,0
AT1G30515,,
AT1G30520,TraesCS7B02G210000,0
AT1G30520,TraesCS7D02G306700,0
AT1G30520,TraesCS7A02G310100,0
AT1G30550,TraesCS7A02G151900,0
AT1G30550,TraesCS7D02G153600,0
AT1G30550,TraesCS7B02G055700,0
AT1G30560,TraesCS2B02G430000,0
AT1G30560,TraesCS7A02G300800,0
AT1G30560,TraesCS2A02G411200,1
AT1G30560,TraesCS7B02G201500,0
AT1G30560,TraesCS7D02G296500,0
AT1G30560,TraesCS2D02G408700,0
AT1G30630,TraesCS2B02G444400,0
AT1G30630,TraesCS2D02G422600,0
AT1G30630,TraesCS2A02G424700,0
AT1G30640,TraesCS1B02G344100,0
AT1G30640,TraesCS1A02G330500,0
AT1G30640,TraesCS5A02G050100,0
AT1G30640,TraesCS5B02G055000,0
AT1G30640,TraesCS1D02G332900,0
AT1G30640,TraesCS5D02G060900,0
AT1G30970,TraesCS5B02G366500,0
AT1G30970,TraesCS5D02G374200,0
AT1G30970,TraesCS5A02G364900,0
AT1G30972,,
AT1G31010,,
AT1G31020,TraesCS7D02G001000,0
AT1G31020,TraesCS5B02G203300,0
AT1G31260,,
AT1G31270,,
AT1G31470,TraesCS5B02G150600,0
AT1G31470,TraesCS5D02G157200,0
AT1G31470,TraesCS5A02G152000,0
AT1G31480,TraesCS7A02G320600,0
AT1G31480,TraesCS7B02G221600,0
AT1G31480,TraesCS7D02G317500,0
AT1G31500,TraesCS1B02G254600,0
AT1G31500,TraesCS1D02G243100,0
AT1G31500,TraesCS1A02G243100,0
AT1G31510,,
AT1G31600,TraesCS2A02G436700,0
AT1G31600,TraesCS2D02G433200,0
AT1G31600,TraesCS2B02G456500,0
AT1G31620,,
AT1G31790,TraesCS7D02G176100,0
AT1G31790,TraesCS1B02G392800,0
AT1G31790,TraesCS1A02G372800,0
AT1G31790,TraesCS1D02G379400,0
AT1G31790,TraesCS7A02G174800,0
AT1G31800,TraesCS6D02G382800,0
AT1G31800,TraesCS6A02G398600,0
AT1G31800,TraesCS6A02G392000,0
AT1G31800,TraesCS6B02G432200,0
AT1G31800,TraesCS6D02G377900,0
AT1G31800,TraesCS6B02G438800,0
AT1G31835,,
AT1G31840,TraesCS2B02G133900,0
AT1G31840,TraesCS2D02G115600,0
AT1G31840,TraesCS2A02G114800,0
AT1G31860,TraesCS3A02G189000,0
AT1G31860,TraesCS3B02G218200,0
AT1G31860,TraesCS3D02G192500,0
AT1G31870,TraesCS7D02G070100,0
AT1G31870,TraesCS4A02G372400,0
AT1G31960,,
AT1G31970,TraesCS5B02G120500,0
AT1G31970,TraesCS5D02G125100,0
AT1G31970,TraesCS5A02G114400,0
AT1G32140,,
AT1G32150,TraesCSU02G019200,0
AT1G32150,TraesCS5B02G122000,0
AT1G32150,TraesCS6B02G110100,0
AT1G32150,TraesCS6A02G087400,0
AT1G32150,TraesCS5A02G115300,0
AT1G32150,TraesCS5D02G124600,0
AT1G32260,,
AT1G32270,TraesCS2D02G596300,0
AT1G32270,TraesCS2D02G596400,0
AT1G32270,TraesCS2A02G583500,0
AT1G32270,TraesCS7A02G327400,0
AT1G32270,TraesCS6A02G123300,0
AT1G32270,TraesCS2A02G583400,0
AT1G32270,TraesCS2B02G603200,0
AT1G32270,TraesCS6D02G113500,0
AT1G32270,TraesCS2B02G603100,0
AT1G32270,TraesCS3D02G368800,0
AT1G32270,TraesCS5D02G133500,0
AT1G32270,TraesCS5A02G125700,0
AT1G32270,TraesCS6B02G151500,0
AT1G32270,TraesCS7B02G228000,0
AT1G32270,TraesCS7D02G324100,0
AT1G32270,TraesCS3B02G408500,0
AT1G32470,TraesCS6D02G291600,0
AT1G32470,TraesCS6B02G342400,0
AT1G32470,TraesCS6A02G312200,0
AT1G32480,TraesCS2B02G356300,0
AT1G32480,TraesCS2A02G325600,0
AT1G32480,TraesCS6D02G192900,1
AT1G32480,TraesCS6B02G238500,0
AT1G32480,TraesCS6A02G209600,0
AT1G32480,TraesCS2D02G337100,0
AT1G32550,TraesCS4D02G025700,0
AT1G32550,TraesCS4A02G286700,0
AT1G32550,TraesCS4B02G028100,0
AT1G32560,,
AT1G32610,,
AT1G32630,,
AT1G32650,,
AT1G32660,,
AT1G32980,TraesCS3D02G138900,0
AT1G32980,TraesCS1D02G412400,0
AT1G32980,TraesCS7B02G015300,0
AT1G32980,TraesCS7D02G113800,0
AT1G32980,TraesCS7B02G015100,0
AT1G32980,TraesCS1B02G434200,0
AT1G32980,TraesCS5B02G036600,0
AT1G32980,TraesCS5A02G347300,0
AT1G32980,TraesCS3A02G000100,0
AT1G32980,TraesCS3A02G000200,0
AT1G32980,TraesCS3A02G138600,0
AT1G32980,TraesCS6A02G028800,0
AT1G32980,TraesCS7D02G113600,0
AT1G32980,TraesCS6D02G033000,0
AT1G32980,TraesCSU02G001100,0
AT1G32980,TraesCS3B02G156200,0
AT1G32980,TraesCS7D02G114000,0
AT1G32980,TraesCSU02G039600,0
AT1G32980,TraesCS7A02G118700,0
AT1G32980,TraesCS3D02G008100,0
AT1G32980,TraesCS7A02G118500,0
AT1G32980,TraesCS3A02G138400,0
AT1G32980,TraesCS6B02G201000,0
AT1G32980,TraesCS6D02G101200,0
AT1G32980,TraesCS6D02G162400,0
AT1G32980,TraesCS6A02G134300,0
AT1G32980,TraesCS3B02G004200,0
AT1G32980,TraesCS7B02G015200,0
AT1G32980,TraesCS7A02G118300,0
AT1G32980,TraesCS1B02G434100,0
AT1G32980,TraesCS5B02G368100,0
AT1G32980,TraesCS3D02G320700,0
AT1G32980,TraesCS7D02G113900,0
AT1G32980,TraesCS3B02G356700,0
AT1G32980,TraesCS3B02G004300,0
AT1G32980,TraesCS1D02G412300,0
AT1G32980,TraesCS3B02G156100,0
AT1G32980,TraesCS7A02G118600,0
AT1G32980,TraesCS7A02G118100,0
AT1G32980,TraesCS6A02G173300,0
AT1G32980,TraesCS5A02G036000,0
AT1G32980,TraesCS7A02G118200,0
AT1G32980,TraesCS5D02G044100,0
AT1G32980,TraesCS3D02G008600,0
AT1G32980,TraesCS3B02G004100,0
AT1G32980,TraesCS7A02G118400,0
AT1G32980,TraesCSU02G208100,0
AT1G32980,TraesCS3D02G008700,0
AT1G32980,TraesCSU02G234500,0
AT1G32980,TraesCS5B02G367400,0
AT1G32980,TraesCS6A02G112200,0
AT1G32980,TraesCS3A02G138300,0
AT1G32980,TraesCS3A02G327300,0
AT1G32980,TraesCS3B02G004600,0
AT1G32980,TraesCS7D02G113700,0
AT1G32980,TraesCS3B02G155900,0
AT1G32980,TraesCS3A02G138200,0
AT1G32980,TraesCS6B02G041200,0
AT1G32980,TraesCS3B02G156000,0
AT1G32980,TraesCS1A02G404600,0
AT1G32990,TraesCS4D02G341900,0
AT1G32990,TraesCS5A02G515700,0
AT1G32990,TraesCS4B02G347000,0
AT1G33030,,
AT1G33040,,
AT1G33520,TraesCS4D02G222100,0
AT1G33520,TraesCS4A02G082300,0
AT1G33520,TraesCS4B02G221700,0
AT1G33530,,
AT1G33970,TraesCS2A02G112300,0
AT1G33970,TraesCS2A02G308900,0
AT1G33970,TraesCS2D02G112700,0
AT1G33970,TraesCS2B02G326100,0
AT1G33970,TraesCS6D02G007200,0
AT1G33970,TraesCS2B02G130900,0
AT1G33970,TraesCS2A02G309000,0
AT1G33970,TraesCS2D02G307300,0
AT1G33970,TraesCS6A02G005200,0
AT1G33980,TraesCS2A02G308800,0
AT1G33980,TraesCS2D02G307000,0
AT1G33980,TraesCS2B02G325600,0
AT1G34010,,
AT1G34015,,
AT1G34760,TraesCS4B02G148900,0
AT1G34760,TraesCS4A02G167100,0
AT1G34770,TraesCS2D02G252200,0
AT1G34770,TraesCS2A02G251400,0
AT1G34770,TraesCS2B02G265900,0
AT1G34805,,
AT1G34807,,
AT1G34810,,
AT1G34812,,
AT1G34815,,
AT1G34817,,
AT1G34820,,
AT1G34822,,
AT1G34825,,
AT1G34827,,
AT1G34850,,
AT1G34855,,
AT1G34860,,
AT1G34910,,
AT1G34930,,
AT1G35030,,
AT1G35035,,
AT1G35040,,
AT1G35150,TraesCS1A02G388200,0
AT1G35160,,
AT1G35180,TraesCS3D02G184400,0
AT1G35180,TraesCS3B02G209100,0
AT1G35180,TraesCS3A02G179500,0
AT1G35180,TraesCS3B02G209200,0
AT1G35180,TraesCS3D02G184300,0
AT1G35180,TraesCS3A02G179400,0
AT1G35181,,
AT1G35240,,
AT1G35242,,
AT1G36230,,
AT1G36240,TraesCS3B02G217500,0
AT1G36240,TraesCS3D02G191800,0
AT1G36240,TraesCS7D02G480000,0
AT1G36240,TraesCS7B02G399800,0
AT1G36240,TraesCS3A02G187900,0
AT1G36240,TraesCS1D02G306800,0
AT1G36240,TraesCS1A02G307400,0
AT1G36240,TraesCS1B02G318200,0
AT1G44770,,
AT1G44780,TraesCS4D02G163200,0
AT1G44780,TraesCS4B02G158400,0
AT1G45160,,
AT1G45165,,
AT1G45170,,
AT1G45180,,
AT1G45332,TraesCS7B02G248200,0
AT1G45332,TraesCS7D02G344300,0
AT1G45332,TraesCS7A02G336600,0
AT1G45403,,
AT1G47260,TraesCS2B02G169200,0
AT1G47260,TraesCS2D02G148200,0
AT1G47260,TraesCS2A02G144200,0
AT1G47265,,
AT1G47540,,
AT1G47550,TraesCS4B02G082700,0
AT1G47550,TraesCS4A02G243100,1
AT1G47550,TraesCS4D02G070700,1
AT1G47550,TraesCS4A02G233400,0
AT1G47550,TraesCS4B02G072000,1
AT1G47550,TraesCS4D02G080800,0
AT1G47695,,
AT1G47700,,
AT1G47790,TraesCS2A02G450900,0
AT1G47800,,
AT1G48120,TraesCS7B02G142300,0
AT1G48120,TraesCS7A02G249000,0
AT1G48130,TraesCS2D02G154300,0
AT1G48130,TraesCS2B02G174400,0
AT1G48145,,
AT1G48150,,
AT1G48450,TraesCS4A02G264500,0
AT1G48450,TraesCS4D02G050700,0
AT1G48450,TraesCS4B02G050500,0
AT1G48460,,
AT1G48550,,
AT1G48560,,
AT1G48630,TraesCS3B02G297300,0
AT1G48630,TraesCS1D02G385000,0
AT1G48630,TraesCS1B02G398800,0
AT1G48630,TraesCS3A02G263900,0
AT1G48630,TraesCS1A02G378000,0
AT1G48630,TraesCS3D02G264000,0
AT1G48635,,
AT1G48760,TraesCS1B02G225600,0
AT1G48760,TraesCS1A02G211900,0
AT1G48760,TraesCS1D02G215000,0
AT1G48770,,
AT1G48940,,
AT1G48950,TraesCS3D02G218400,0
AT1G48950,TraesCS3A02G216400,0
AT1G48950,TraesCS3B02G246700,0
AT1G48953,,
AT1G48960,TraesCS3B02G007900,0
AT1G48960,TraesCS3D02G004400,0
AT1G48960,TraesCS3B02G010600,0
AT1G48970,TraesCS5A02G374400,0
AT1G48970,TraesCS5B02G376300,0
AT1G48970,TraesCS5D02G384000,0
AT1G48980,TraesCS7D02G075200,0
AT1G48980,TraesCS7A02G081300,0
AT1G48980,TraesCS4A02G378300,0
AT1G49290,,
AT1G49300,TraesCS1D02G339700,0
AT1G49300,TraesCS1B02G350200,0
AT1G49300,TraesCS3D02G290000,0
AT1G49300,TraesCS3B02G324900,0
AT1G49300,TraesCS1A02G337800,0
AT1G49300,TraesCS3A02G290200,0
AT1G49670,TraesCS5B02G238400,0
AT1G49670,TraesCS5A02G240400,0
AT1G49670,TraesCS5A02G240300,0
AT1G49670,TraesCS5B02G238500,0
AT1G49670,TraesCS5D02G247000,0
AT1G49670,TraesCS5D02G246800,0
AT1G49680,,
AT1G49810,TraesCS5D02G165300,0
AT1G49810,TraesCS5A02G160200,0
AT1G49810,TraesCS5B02G157900,0
AT1G49820,,
AT1G49920,,
AT1G49930,,
AT1G49970,TraesCS1A02G437500,0
AT1G49970,TraesCS1B02G472100,0
AT1G49970,TraesCS1D02G445300,0
AT1G49975,TraesCS4D02G061100,0
AT1G49975,TraesCS4B02G062100,0
AT1G49975,TraesCS4A02G253300,0
AT1G49975,TraesCS4A02G253200,0
AT1G49975,TraesCS4D02G061200,0
AT1G49975,TraesCS4B02G062200,0
AT1G50000,TraesCS4D02G059400,0
AT1G50000,TraesCS4A02G255300,0
AT1G50000,TraesCS4B02G059600,0
AT1G50010,TraesCS5A02G407800,1
AT1G50010,TraesCS5D02G417700,1
AT1G50010,TraesCS5B02G412700,1
AT1G50340,,
AT1G50350,,
AT1G50390,TraesCS3B02G433000,0
AT1G50390,TraesCS3D02G394200,0
AT1G50390,TraesCS5B02G285500,0
AT1G50390,TraesCS3A02G400000,0
AT1G50390,TraesCS5A02G286200,0
AT1G50390,TraesCS5D02G293800,0
AT1G50400,TraesCS3D02G192000,0
AT1G50400,TraesCS3A02G188600,0
AT1G50400,TraesCS3B02G217800,0
AT1G50400,TraesCS4D02G177200,0
AT1G50400,TraesCS4A02G129200,0
AT1G50400,TraesCS4B02G175300,0
AT1G50430,TraesCS3A02G488600,0
AT1G50430,TraesCS3D02G484700,0
AT1G50430,TraesCS3B02G536500,0
AT1G50440,TraesCS6B02G124600,0
AT1G50440,TraesCS6D02G087300,0
AT1G50440,TraesCS6A02G096200,0
AT1G50575,TraesCS7B02G258700,1
AT1G50575,TraesCS7D02G353500,1
AT1G50575,TraesCS7A02G369800,1
AT1G50580,,
AT1G50680,,
AT1G50690,,
AT1G50770,TraesCS2B02G285800,0
AT1G50770,TraesCS2D02G266000,0
AT1G50770,TraesCS5D02G416500,0
AT1G50770,TraesCS5B02G411000,0
AT1G50770,TraesCS5B02G411500,0
AT1G50770,TraesCS6A02G040300,0
AT1G50770,TraesCS2A02G256800,0
AT1G50770,TraesCS6D02G046300,0
AT1G50770,TraesCS6A02G040700,0
AT1G50780,,
AT1G50910,,
AT1G50920,TraesCS7D02G160700,0
AT1G50920,TraesCS5A02G337600,0
AT1G50920,TraesCS5D02G342200,0
AT1G50920,TraesCS7A02G160000,0
AT1G50920,TraesCS7B02G064900,0
AT1G50920,TraesCS5D02G038300,0
AT1G50920,TraesCS4D02G022000,0
AT1G50920,TraesCS5B02G336400,0
AT1G50920,TraesCS5A02G030200,0
AT1G50980,,
AT1G50990,,
AT1G51055,,
AT1G51060,TraesCS3D02G539700,0
AT1G51060,TraesCS7D02G488600,0
AT1G51060,TraesCS3D02G539500,0
AT1G51060,TraesCS3A02G534300,0
AT1G51060,TraesCS6D02G385500,0
AT1G51060,TraesCS3B02G611300,0
AT1G51060,TraesCS7B02G408300,0
AT1G51060,TraesCS7D02G488500,0
AT1G51060,TraesCS6B02G443800,0
AT1G51060,TraesCS6A02G401600,0
AT1G51060,TraesCS7B02G408400,0
AT1G51150,TraesCS1B02G270700,0
AT1G51150,TraesCS1A02G260200,0
AT1G51150,TraesCS1D02G260100,0
AT1G51160,TraesCS3A02G150900,0
AT1G51160,TraesCS3D02G158700,0
AT1G51160,TraesCS3B02G177700,0
AT1G51570,TraesCS5D02G273300,0
AT1G51570,TraesCS5D02G178600,0
AT1G51570,TraesCS5A02G265400,0
AT1G51570,TraesCS5B02G265100,1
AT1G51570,TraesCS5B02G171600,0
AT1G51570,TraesCS5A02G174100,0
AT1G51580,TraesCS5B02G276400,0
AT1G51580,TraesCS5A02G276800,0
AT1G51580,TraesCS5D02G284200,0
AT1G51590,TraesCS2B02G453500,0
AT1G51590,TraesCS2D02G430000,0
AT1G51590,TraesCS2A02G432100,0
AT1G51600,,
AT1G51640,,
AT1G51650,TraesCS3D02G291500,0
AT1G51650,TraesCS5A02G017000,0
AT1G51650,TraesCS3B02G326400,0
AT1G51650,TraesCS5B02G015000,0
AT1G51650,TraesCS3A02G291800,0
AT1G51710,TraesCS3B02G226300,0
AT1G51710,TraesCS3D02G202800,0
AT1G51710,TraesCS3A02G201000,0
AT1G51720,TraesCS3B02G227100,0
AT1G51720,TraesCS3A02G202500,0
AT1G51720,TraesCS3D02G206100,0
AT1G51820,,
AT1G51823,,
AT1G52245,TraesCS2B02G427400,0
AT1G52245,TraesCS3A02G305600,0
AT1G52245,TraesCS4A02G428300,0
AT1G52245,TraesCS2B02G143000,0
AT1G52245,TraesCS4A02G427300,0
AT1G52245,TraesCS7D02G056400,0
AT1G52245,TraesCS1B02G110900,0
AT1G52245,TraesCS1D02G203800,0
AT1G52245,TraesCS3B02G330900,0
AT1G52245,TraesCS7A02G061500,0
AT1G52245,TraesCS5B02G340700,0
AT1G52245,TraesCS2A02G245600,0
AT1G52245,TraesCS7A02G284100,0
AT1G52245,TraesCS3D02G296300,0
AT1G52260,TraesCS7A02G123900,0
AT1G52260,TraesCS7B02G022800,0
AT1G52260,TraesCS7D02G121800,0
AT1G52325,TraesCS5B02G211500,0
AT1G52325,TraesCS2D02G069200,0
AT1G52325,TraesCS5A02G212200,0
AT1G52330,TraesCS4A02G277500,0
AT1G52330,TraesCS5B02G505300,0
AT1G52330,TraesCS4B02G035600,0
AT1G52330,TraesCS5D02G506000,0
AT1G52330,TraesCS4A02G367400,0
AT1G52330,TraesCS4D02G033600,0
AT1G52495,,
AT1G52500,TraesCS2B02G030800,0
AT1G52500,TraesCS7A02G518500,1
AT1G52500,TraesCS7A02G518400,0
AT1G52500,TraesCS7B02G434500,1
AT1G52500,TraesCS7D02G508400,1
AT1G52500,TraesCS2D02G022800,0
AT1G52500,TraesCS2A02G022000,0
AT1G52510,TraesCS2A02G517900,0
AT1G52510,TraesCS2B02G546500,0
AT1G52510,TraesCS2D02G519500,0
AT1G52520,,
AT1G52590,TraesCS3A02G129300,0
AT1G52590,TraesCS3D02G130200,0
AT1G52590,TraesCS3B02G148400,0
AT1G52600,TraesCS1A02G233200,1
AT1G52600,TraesCS6B02G363400,0
AT1G52600,TraesCS6D02G312200,0
AT1G52600,TraesCS6D02G314000,1
AT1G52600,TraesCS1B02G249800,1
AT1G52600,TraesCS6A02G334600,1
AT1G52600,TraesCS5A02G455600,1
AT1G52600,TraesCS6D02G312400,0
AT1G52600,TraesCS5D02G466200,1
AT1G52600,TraesCS5B02G463200,1
AT1G52600,TraesCS6D02G311800,0
AT1G52600,TraesCS6A02G333000,1
AT1G52600,TraesCS1D02G238300,1
AT1G52600,TraesCS3D02G089300,0
AT1G52600,TraesCS6D02G313700,0
AT1G52640,TraesCS5B02G195700,0
AT1G52640,TraesCS5A02G187900,0
AT1G52640,TraesCS5D02G203000,0
AT1G52650,TraesCS6D02G249700,0
AT1G52650,TraesCS2A02G327500,0
AT1G52650,TraesCS7D02G537700,0
AT1G52650,TraesCS2B02G354500,0
AT1G52680,,
AT1G52690,,
AT1G52790,,
AT1G52800,,
AT1G52970,,
AT1G52980,,
AT1G53100,TraesCS3B02G158500,0
AT1G53100,TraesCS3D02G140900,0
AT1G53100,TraesCS3A02G313400,0
AT1G53100,TraesCS4B02G061200,0
AT1G53110,TraesCS5B02G185200,0
AT1G53110,TraesCS5D02G192100,0
AT1G53110,TraesCS5A02G186800,0
AT1G53200,,
AT1G53210,,
AT1G53240,TraesCS3A02G234800,0
AT1G53240,TraesCS3D02G236200,0
AT1G53240,TraesCS1B02G443200,0
AT1G53240,TraesCS1D02G420500,0
AT1G53240,TraesCS1A02G412900,0
AT1G53240,TraesCS3B02G265000,0
AT1G53250,TraesCS1B02G462500,0
AT1G53250,TraesCS1D02G437300,0
AT1G53250,TraesCS1A02G427600,0
AT1G53325,,
AT1G53330,,
AT1G53366,,
AT1G53370,TraesCS2A02G450900,0
AT1G53480,,
AT1G53490,TraesCS6D02G182400,0
AT1G53490,TraesCS6B02G220900,0
AT1G53490,TraesCSU02G080300,0
AT1G53541,,
AT1G53542,,
AT1G53705,,
AT1G53708,,
AT1G53710,TraesCS5D02G405000,0
AT1G53710,TraesCS5A02G395700,0
AT1G53710,TraesCS5B02G400500,0
AT1G53720,TraesCS4A02G064400,0
AT1G53720,TraesCS7A02G469800,0
AT1G53720,TraesCS4D02G241400,0
AT1G53720,TraesCS3D02G065600,0
AT1G53720,TraesCS7B02G371900,0
AT1G53720,TraesCS7D02G457200,0
AT1G53720,TraesCS3A02G064900,0
AT1G53720,TraesCS4B02G241800,0
AT1G53790,TraesCS2A02G450900,0
AT1G53800,,
AT1G53815,TraesCS2A02G450900,0
AT1G53820,TraesCS7A02G156900,0
AT1G53820,TraesCS7D02G157300,0
AT1G53820,TraesCS7B02G061100,0
AT1G53935,,
AT1G53940,TraesCS3A02G051100,0
AT1G53950,TraesCS1D02G151600,0
AT1G53950,TraesCS3B02G567000,0
AT1G53950,TraesCS3B02G570300,0
AT1G53950,TraesCS1B02G171700,0
AT1G53970,TraesCS3A02G051100,0
AT1G54100,TraesCS5A02G213600,0
AT1G54100,TraesCS5B02G210100,0
AT1G54100,TraesCS5D02G218400,0
AT1G54110,TraesCS7A02G261200,0
AT1G54110,TraesCS7B02G159900,0
AT1G54110,TraesCS6D02G031300,0
AT1G54110,TraesCS7D02G263000,0
AT1G54110,TraesCS6D02G059200,0
AT1G54110,TraesCS6B02G039400,0
AT1G54140,TraesCS3B02G421800,0
AT1G54150,TraesCS4A02G011000,0
AT1G54150,TraesCS4D02G292000,0
AT1G54150,TraesCS4B02G293400,0
AT1G54220,TraesCS6D02G024400,0
AT1G54220,TraesCS4A02G481800,0
AT1G54220,TraesCS7D02G011600,0
AT1G54220,TraesCS6A02G022600,0
AT1G54220,TraesCS6B02G028600,0
AT1G54220,TraesCS7A02G014600,0
AT1G54230,TraesCS3D02G252400,0
AT1G54230,TraesCS3A02G252000,0
AT1G54230,TraesCS3B02G281500,0
AT1G54290,TraesCS3A02G327200,1
AT1G54290,TraesCS3B02G356600,0
AT1G54290,TraesCS1A02G316900,0
AT1G54290,TraesCS1B02G329300,0
AT1G54290,TraesCS3D02G320600,0
AT1G54290,TraesCS1D02G316900,0
AT1G54300,,
AT1G54390,TraesCS5D02G396600,0
AT1G54390,TraesCS5A02G386800,0
AT1G54390,TraesCS5B02G391700,0
AT1G54400,,
AT1G54410,,
AT1G54420,,
AT1G54510,TraesCS6A02G063300,0
AT1G54510,TraesCS6B02G084500,0
AT1G54510,TraesCS5A02G054700,1
AT1G54510,TraesCS5B02G061800,1
AT1G54510,TraesCS6D02G061500,0
AT1G54510,TraesCS5D02G065900,0
AT1G54520,TraesCS4A02G277800,0
AT1G54520,TraesCS4B02G035300,0
AT1G54520,TraesCS4D02G033300,0
AT1G54690,TraesCS4D02G053100,0
AT1G54690,TraesCS7A02G501000,1
AT1G54690,TraesCS5A02G098300,1
AT1G54690,TraesCS5D02G110600,1
AT1G54690,TraesCS4B02G052900,0
AT1G54690,TraesCS7A02G501100,1
AT1G54690,TraesCS5B02G103600,1
AT1G54700,,
AT1G54840,,
AT1G54850,,
AT1G54860,,
AT1G54870,TraesCS1D02G084900,0
AT1G54870,TraesCS1A02G083800,0
AT1G54870,TraesCS1B02G101100,0
AT1G55180,TraesCS5B02G222500,0
AT1G55180,TraesCS5A02G223500,0
AT1G55180,TraesCS5D02G231100,0
AT1G55190,TraesCS1A02G124100,0
AT1G55190,TraesCS3D02G106500,0
AT1G55190,TraesCS1B02G143000,0
AT1G55190,TraesCS3B02G122600,0
AT1G55190,TraesCS1D02G130300,0
AT1G55190,TraesCS3A02G104300,0
AT1G55450,TraesCS3D02G247000,0
AT1G55450,TraesCS3A02G244400,0
AT1G55450,TraesCS3B02G275600,0
AT1G55460,TraesCS6D02G104600,0
AT1G55460,TraesCS3B02G094600,0
AT1G55460,TraesCS6A02G115800,0
AT1G55460,TraesCS6B02G143600,0
AT1G55490,TraesCS6A02G028100,0
AT1G55490,TraesCS6B02G012100,0
AT1G55490,TraesCS6B02G012000,0
AT1G55490,TraesCS6D02G031400,0
AT1G55490,TraesCS6A02G006400,0
AT1G55490,TraesCS4A02G452700,0
AT1G55490,TraesCS6D02G009100,0
AT1G55490,TraesCS6B02G039300,0
AT1G55490,TraesCS7D02G032800,0
AT1G55490,TraesCS7A02G036200,0
AT1G55490,TraesCS6B02G011800,0
AT1G55500,TraesCS5A02G431200,0
AT1G55500,TraesCS4A02G031600,0
AT1G55500,TraesCS5A02G386600,0
AT1G55500,TraesCS5B02G432900,0
AT1G55500,TraesCS5B02G433000,0
AT1G55500,TraesCS5D02G439100,0
AT1G55500,TraesCS5A02G431100,0
AT1G55500,TraesCS5B02G391500,0
AT1G55500,TraesCS5D02G439200,0
AT1G55500,TraesCS5D02G396400,0
AT1G55500,TraesCS4B02G274500,0
AT1G55500,TraesCS4D02G273200,1
AT1G55540,TraesCS2D02G100000,0
AT1G55540,TraesCS2B02G117700,0
AT1G55540,TraesCS2D02G090600,0
AT1G55540,TraesCS2A02G100500,0
AT1G55546,,
AT1G55630,TraesCS1A02G175600,0
AT1G55630,TraesCS1D02G163700,0
AT1G55630,TraesCS1B02G204800,0
AT1G55640,,
AT1G55750,TraesCS3B02G451500,0
AT1G55750,TraesCS7B02G203000,0
AT1G55750,TraesCS3A02G416500,0
AT1G55750,TraesCS7A02G302900,0
AT1G55750,TraesCS3D02G412100,0
AT1G55750,TraesCS7D02G298200,0
AT1G55755,,
AT1G55865,,
AT1G55870,TraesCS2B02G348400,0
AT1G55870,TraesCS2D02G329400,0
AT1G55870,TraesCS2A02G335100,0
AT1G56040,,
AT1G56045,,
AT1G56080,TraesCS2D02G416200,0
AT1G56080,TraesCS4A02G297400,0
AT1G56080,TraesCS3D02G303400,0
AT1G56080,TraesCS4D02G014700,0
AT1G56080,TraesCS2A02G419200,0
AT1G56080,TraesCS4B02G016300,0
AT1G56080,TraesCS3B02G338000,0
AT1G56080,TraesCS3A02G298500,0
AT1G56080,TraesCS2B02G437900,0
AT1G56085,,
AT1G56280,TraesCS5B02G096100,0
AT1G56280,TraesCS1B02G241300,0
AT1G56280,TraesCS1A02G227200,0
AT1G56280,TraesCS1D02G228800,0
AT1G56280,TraesCS5D02G102400,0
AT1G56280,TraesCS5A02G090400,0
AT1G56290,TraesCS5A02G380400,0
AT1G56290,TraesCS5D02G390200,0
AT1G56290,TraesCS5B02G384000,0
AT1G56345,TraesCS5D02G101100,0
AT1G56345,TraesCS5B02G095000,0
AT1G56345,TraesCS5A02G089000,0
AT1G56350,TraesCS4D02G186000,0
AT1G56350,TraesCS4B02G184700,0
AT1G56350,TraesCS4A02G120000,0
AT1G56360,,
AT1G56380,TraesCS1A02G313400,0
AT1G56380,TraesCS1B02G325200,0
AT1G56380,TraesCS1D02G313900,0
AT1G56520,,
AT1G56530,,
AT1G58050,TraesCS2D02G302700,0
AT1G58050,TraesCS2B02G320800,0
AT1G58050,TraesCS2A02G304100,0
AT1G58055,,
AT1G58180,TraesCS5B02G243100,0
AT1G58180,TraesCS5A02G245700,0
AT1G58180,TraesCS5D02G252400,0
AT1G58190,TraesCS7A02G143700,0
AT1G58190,TraesCS2B02G517700,0
AT1G58190,TraesCS2D02G490100,0
AT1G58190,TraesCS7B02G045500,0
AT1G58190,TraesCS2A02G489800,0
AT1G58190,TraesCS7D02G144800,0
AT1G58190,TraesCS7D02G145200,0
AT1G58200,TraesCS5D02G021600,0
AT1G58200,TraesCS7A02G457200,0
AT1G58200,TraesCS5B02G013900,0
AT1G58200,TraesCS5A02G015600,0
AT1G58200,TraesCS7D02G445800,0
AT1G58200,TraesCS7B02G358900,0
AT1G58210,,
AT1G58440,,
AT1G58450,,
AT1G59550,TraesCS2B02G579800,0
AT1G59550,TraesCS2D02G550000,0
AT1G59550,TraesCS2A02G549200,0
AT1G59560,TraesCS2A02G138100,0
AT1G59560,TraesCS2D02G141100,0
AT1G59560,TraesCS2B02G162000,0
