"Gene_ID","Strand","Chromosome","Gene_Description","Gene_Start","Gene_End","TSS","Distance","PairID"
"Os11g0500050",-1,"11","Similar to GRAS family transcription factor containing protein",17807490,17807907,17807907,618,"Pair_222"
"Os11g0500100",1,"11","Similar to HAT family dimerisation domain containing protein",17808526,17811943,17808526,NA,"Pair_222"
"Os11g0544800",-1,"11","Glutamyl-tRNA(Gln) amidotransferase subunit B, Primary root developmen",20030056,20034630,20034630,833,"Pair_223"
"Os11g0544866",1,"11","Hypothetical gene",20035464,20040371,20035464,NA,"Pair_223"
"Os11g0550300",-1,"11","Hypothetical protein",20455340,20460320,20460320,789,"Pair_224"
"Os11g0550500",1,"11","Similar to LZ-NBS-LRR class RGA",20461110,20464673,20461110,NA,"Pair_224"
"Os11g0572500",-1,"11","Similar to Zinc finger, RING-type",21480217,21485122,21485122,779,"Pair_225"
"Os11g0572700",1,"11","Carotenoid isomerase, Carotenoid biosynthesis, Root and coleoptile growt",21485902,21490094,21485902,NA,"Pair_225"
"Os11g0595100",-1,"11","Protein of unknown function DUF295 family protein",22658454,22660151,22660151,382,"Pair_226"
"Os11g0595200",1,"11","PAP fibrillin family protein",22660534,22662341,22660534,NA,"Pair_226"
"Os11g0607000",-1,"11","Hypothetical protein",23421851,23426690,23426690,570,"Pair_227"
"Os11g0607100",1,"11","Pentatricopeptide repeat domain containing protein",23427261,23429925,23427261,NA,"Pair_227"
"Os11g0615300",-1,"11","Conserved hypothetical protein",23925810,23927860,23927860,253,"Pair_228"
"Os11g0615350",1,"11","Conserved hypothetical protein",23928114,23928503,23928114,NA,"Pair_228"
"Os11g0615700",-1,"11","Proteasome subunit alpha type 5 (EC 3.4.25.1) (20S proteasome alpha subunit E) (20S proteasome subunit alpha-5)",23938240,23942543,23942543,140,"Pair_229"
"Os11g0615800",1,"11","DNA repair protein RAD51, Homologous pairin",23942684,23946580,23942684,NA,"Pair_229"
"Os11g0636900",-1,"11","Similar to Splicing factor U2af large subunit A",25148722,25153451,25153451,459,"Pair_230"
"Os11g0637050",1,"11","Hypothetical protein",25153911,25155463,25153911,NA,"Pair_230"
"Os11g0657050",-1,"11","Hypothetical protein",26300612,26305584,26305584,490,"Pair_231"
"Os11g0657100",1,"11","Peptide chain release factor 1 family protein",26306075,26310408,26306075,NA,"Pair_231"
"Os11g0657200",-1,"11","2OG-Fe(II) oxygenase domain containing protein",26310875,26312789,26312789,287,"Pair_232"
"Os11g0657300",1,"11","Similar to Small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF)",26313077,26315150,26313077,NA,"Pair_232"
"Os11g0665950",-1,"11","Similar to Protein kinase domain containing protein",26873372,26873913,26873913,759,"Pair_233"
"Os11g0666000",1,"11","Hypothetical gene",26874673,26875103,26874673,NA,"Pair_233"
"Os11g0673000",-1,"11","Pentatricopeptide repeat domain containing protein",27198361,27199970,27199970,536,"Pair_234"
"Os11g0673150",1,"11","Hypothetical gene",27200507,27202785,27200507,NA,"Pair_234"
"Os11g0704525",-1,"11","Conserved hypothetical protein",28827956,28828266,28828266,360,"Pair_235"
"Os11g0704550",1,"11","Conserved hypothetical protein",28828627,28835655,28828627,NA,"Pair_235"
"Os11g0707700",-1,"11","Similar to Elongin C (Fragment)",28957910,28960502,28960502,841,"Pair_236"
"Os11g0707800",1,"11","Uncoupling protein",28961344,28965025,28961344,NA,"Pair_236"
"Os12g0101901",-1,"12","Hypothetical gene",81517,81926,81926,481,"Pair_237"
"Os12g0101800",1,"12","Similar to Nonphototrophic hypocotyl 1a",75290,89955,82408,NA,"Pair_237"
"Os12g0102700",-1,"12","Conserved hypothetical protein",128352,133489,133489,157,"Pair_238"
"Os12g0102900",1,"12","Similar to IBR domain containing protein",133647,136179,133647,NA,"Pair_238"
"Os12g0106550",-1,"12","Conserved hypothetical protein",346323,350615,350615,156,"Pair_239"
"Os12g0106600",1,"12","Similar to MATE efflux family protein, expressed",350772,355072,350772,NA,"Pair_239"
"Os12g0108933",-1,"12","Hypothetical protein",483967,487137,487137,523,"Pair_240"
"Os12g0108966",1,"12","Conserved hypothetical protein",487661,488227,487661,NA,"Pair_240"
"Os12g0110300",-1,"12","Similar to cDNA, clone: J065191E12, full insert sequence",559283,562829,562829,158,"Pair_241"
"Os12g0110400",1,"12","Similar to PTAC6 (PLASTID TRANSCRIPTIONALLY ACTIVE6)",562988,565691,562988,NA,"Pair_241"
"Os12g0117300",-1,"12","Similar to Mannan endo-1,4-beta-mannosidase 8",858569,860590,860590,725,"Pair_242"
"Os12g0117500",1,"12","Hypothetical protein",861316,863115,861316,NA,"Pair_242"
"Os12g0118200",-1,"12","Conserved hypothetical protein",887161,890817,890817,964,"Pair_243"
"Os12g0118400",1,"12","Similar to Inwardly rectifying potassium channel subunit",891782,898384,891782,NA,"Pair_243"
"Os12g0118850",-1,"12","Hypothetical protein",909274,912128,912128,375,"Pair_244"
"Os12g0119000",1,"12","Cytochrome P450 family protein",912504,916364,912504,NA,"Pair_244"
"Os12g0123100",-1,"12","Similar to EMB2748",1093760,1096549,1096549,926,"Pair_245"
"Os12g0123200",1,"12","Glutathione S-transferase GST 7 (EC 2.5.1.18)",1097476,1098442,1097476,NA,"Pair_245"
"Os12g0123900",-1,"12","Conserved hypothetical protein",1151632,1155729,1155729,905,"Pair_246"
"Os12g0124000",1,"12","Similar to FHA domain containing protein, expressed",1156635,1158438,1156635,NA,"Pair_246"
"Os12g0126100",-1,"12","Similar to GDSL-like Lipase/Acylhydrolase family protein, expressed",1263484,1265342,1265342,469,"Pair_247"
"Os12g0126200",1,"12","Engulfment and cell motility, ELM domain containing protein",1265812,1269154,1265812,NA,"Pair_247"
"Os12g0127400",-1,"12","Cyclin-like F-box domain containing protein",1315703,1317344,1317344,260,"Pair_248"
"Os12g0127500",1,"12","Conserved hypothetical protein",1317605,1319863,1317605,NA,"Pair_248"
"Os12g0133300",-1,"12","Similar to Carbohydrate transporter/ sugar porter/ transporter",1634877,1645862,1645862,562,"Pair_249"
"Os12g0133400",1,"12","4'-phosphopantetheinyl transferase domain containing protein",1646425,1647986,1646425,NA,"Pair_249"
"Os12g0135700",-1,"12","Hypothetical protein",1744928,1746393,1746393,173,"Pair_250"
"Os12g0135850",1,"12","Similar to No apical meristem protein",1746567,1747175,1746567,NA,"Pair_250"
"Os12g0139600",-1,"12","L-Galactono-1,4-lactone dehydrogenase",1922267,1926698,1926698,156,"Pair_251"
"Os12g0139700",1,"12","Hypothetical conserved gene",1926855,1928071,1926855,NA,"Pair_251"
"Os12g0145566",-1,"12","Similar to cDNA clone:J033057N11, full insert sequence",2240010,2241632,2241632,674,"Pair_252"
"Os12g0145632",1,"12","Conserved hypothetical protein",2242307,2245032,2242307,NA,"Pair_252"
"Os12g0146400",-1,"12","Conserved hypothetical protein",2284852,2287970,2287970,933,"Pair_253"
"Os12g0146625",1,"12","Hypothetical gene",2288904,2290613,2288904,NA,"Pair_253"
"Os12g0147300",-1,"12","Similar to Formin-like protein 14",2316974,2318143,2318143,710,"Pair_254"
"Os12g0147500",1,"12","DNA/RNA helicase, DEAD/DEAH box type, N-terminal domain containing protein",2318854,2321807,2318854,NA,"Pair_254"
"Os12g0152750",-1,"12","Hypothetical gene",2600996,2602026,2602026,325,"Pair_255"
"Os12g0152800",1,"12","Rhodanese-like domain containing protein",2602352,2607722,2602352,NA,"Pair_255"
"Os12g0170500",-1,"12","Hypothetical protein",3581051,3582646,3582646,781,"Pair_256"
"Os12g0170600",1,"12","Similar to Alpha-1,4-fucosyltransferase",3583428,3587353,3583428,NA,"Pair_256"
"Os12g0171500",-1,"12","Conserved hypothetical protein",3634846,3635935,3635935,518,"Pair_257"
"Os12g0171600",1,"12","Conserved hypothetical protein",3636454,3637403,3636454,NA,"Pair_257"
"Os12g0175500",-1,"12","Similar to Glutaredoxin-like protein",3849391,3853357,3853357,452,"Pair_258"
"Os12g0175600",1,"12","Conserved hypothetical protein",3853810,3854330,3853810,NA,"Pair_258"
"Os12g0175800",-1,"12","Hypothetical gene",3857591,3863903,3863903,311,"Pair_259"
"Os12g0176100",1,"12","Hypothetical gene",3864215,3864698,3864215,NA,"Pair_259"
"Os12g0182600",-1,"12","Hypothetical conserved gene",4191349,4193720,4193720,342,"Pair_260"
"Os12g0182700",1,"12","Histone deacetylase superfamily protein",4194063,4198878,4194063,NA,"Pair_260"
"Os12g0194700",-1,"12","DNA-directed RNA polymerase, RBP11-like domain containing protein",4860236,4863105,4863105,170,"Pair_261"
"Os12g0194800",1,"12","tRNA pseudouridine synthase family protein",4863276,4874888,4863276,NA,"Pair_261"
"Os12g0228400",-1,"12","Similar to cDNA clone:J033003J10, full insert sequence",6976909,6982100,6982100,713,"Pair_262"
"Os12g0228450",1,"12","Conserved hypothetical protein",6982814,6983444,6982814,NA,"Pair_262"
"Os12g0244901",-1,"12","Conserved hypothetical protein",8023705,8024741,8024741,421,"Pair_263"
"Os12g0245000",1,"12","Conserved hypothetical protein",8025163,8027395,8025163,NA,"Pair_263"
"Os12g0275400",-1,"12","Hypothetical conserved gene",10136113,10139255,10139255,558,"Pair_264"
"Os12g0275500",1,"12","Conserved hypothetical protein",10139814,10140816,10139814,NA,"Pair_264"
"Os12g0278900",-1,"12","Peptidase C1A, papain family protein",10454470,10458548,10458548,432,"Pair_265"
"Os12g0279000",1,"12","Helicase, C-terminal domain containing protein",10458981,10466190,10458981,NA,"Pair_265"
"Os12g0299600",-1,"12","Hypothetical conserved gene",11912016,11915164,11915164,303,"Pair_266"
"Os12g0299700",1,"12","NOP5, N-terminal domain containing protein",11915468,11918594,11915468,NA,"Pair_266"
"Os12g0405300",-1,"12","Conserved hypothetical protein",12221399,12223748,12223748,259,"Pair_267"
"Os12g0405400",1,"12","Conserved hypothetical protein",12224008,12228537,12224008,NA,"Pair_267"
"Os12g0409700",-1,"12","Hypothetical conserved gene",12433463,12439186,12439186,332,"Pair_268"
"Os12g0409800",1,"12","Conserved hypothetical protein",12439519,12442244,12439519,NA,"Pair_268"
"Os12g0418900",-1,"12","Hypothetical conserved gene",13021779,13025304,13025304,667,"Pair_269"
"Os12g0419000",1,"12","Conserved hypothetical protein",13025972,13028599,13025972,NA,"Pair_269"
"Os12g0446700",-1,"12","Protein of unknown function DUF1649 family protein",15127532,15129908,15129908,227,"Pair_270"
"Os12g0446900",1,"12","Similar to bifunctional dihydrofolate reductase-thymidylate synthase",15130136,15140357,15130136,NA,"Pair_270"
"Os12g0481100",-1,"12","Similar to cDNA clone:J033010C22, full insert sequence",17684802,17694915,17694915,172,"Pair_271"
"Os12g0481200",1,"12","Conserved hypothetical protein",17695088,17698325,17695088,NA,"Pair_271"
"Os12g0483450",-1,"12","Protein of unknown function DUF1719, Oryza sativa domain containing protein",17823178,17823945,17823945,818,"Pair_272"
"Os12g0483600",1,"12","Hypothetical conserved gene",17824764,17825520,17824764,NA,"Pair_272"
"Os12g0489300",-1,"12","Alba, DNA/RNA-binding protein family protein",18351588,18353679,18353679,303,"Pair_273"
"Os12g0489400",1,"12","Hypothetical protein",18353983,18355704,18353983,NA,"Pair_273"
"Os12g0502100",-1,"12","Similar to SKIP interacting protein 15",19126131,19129712,19129712,214,"Pair_274"
"Os12g0502200",1,"12","Similar to Low temperature-responsive RNA-binding protein",19129927,19133740,19129927,NA,"Pair_274"
"Os12g0502400",-1,"12","Similar to Phosphoserine phosphatase (EC 3.1.3.3) (PSP",19147384,19150955,19150955,236,"Pair_275"
"Os12g0502500",1,"12","Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase domain containing protein",19151192,19155969,19151192,NA,"Pair_275"
"Os12g0507500",-1,"12","Similar to SWIB/MDM2 domain containing protein, expressed",19492147,19492760,19492760,428,"Pair_276"
"Os12g0507600",1,"12","Conserved hypothetical protein",19493189,19494900,19493189,NA,"Pair_276"
"Os12g0509300",-1,"12","Conserved hypothetical protein",19611096,19612151,19612151,151,"Pair_277"
"Os12g0509400",1,"12","Similar to Nicalin",19612303,19622928,19612303,NA,"Pair_277"
"Os12g0512100",-1,"12","Sugar/inositol transporter domain containing protein",19788367,19791483,19791483,965,"Pair_278"
"Os12g0512200",1,"12","Similar to Transposase",19792449,19792663,19792449,NA,"Pair_278"
"Os12g0516300",-1,"12","NB-ARC domain containing protein",20061564,20066924,20066924,288,"Pair_279"
"Os12g0516400",1,"12","Hypothetical conserved gene",20067213,20067781,20067213,NA,"Pair_279"
"Os12g0516800",-1,"12","Hypothetical conserved gene",20080391,20083271,20083271,940,"Pair_280"
"Os12g0516900",1,"12","Cyclin-like F-box domain containing protein",20084212,20088112,20084212,NA,"Pair_280"
"Os12g0527800",-1,"12","Zinc finger, RING/FYVE/PHD-type domain containing protein",20806284,20813363,20813363,930,"Pair_281"
"Os12g0527900",1,"12","Pentatricopeptide repeat domain containing protein",20814294,20816272,20814294,NA,"Pair_281"
"Os12g0552400",-1,"12","Rossmann-like alpha/beta/alpha sandwich fold domain containing protein",22427863,22429178,22429178,452,"Pair_282"
"Os12g0552550",1,"12","Hypothetical gene",22429631,22431733,22429631,NA,"Pair_282"
"Os12g0560500",-1,"12","Pseudouridine synthase domain containing protein",22948747,22951075,22951075,629,"Pair_283"
"Os12g0560600",1,"12","Conserved hypothetical protein",22951705,22953819,22951705,NA,"Pair_283"
"Os12g0563200",-1,"12","Plastid ribosomal small subunit protein S6, Chloroplast development at low temperatur",23096994,23099367,23099367,497,"Pair_284"
"Os12g0563300",1,"12","Hypothetical conserved gene",23099865,23100742,23099865,NA,"Pair_284"
"Os12g0563350",-1,"12","Conserved hypothetical protein",23100078,23101121,23101121,927,"Pair_285"
"Os12g0563400",1,"12","Rhodanese-like domain containing protein",23102049,23105182,23102049,NA,"Pair_285"
"Os12g0564932",-1,"12","Hypothetical protein",23172526,23172792,23172792,385,"Pair_286"
"Os12g0565000",1,"12","Conserved hypothetical protein",23173178,23175919,23173178,NA,"Pair_286"
"Os12g0575000",-1,"12","Protein of unknown function DUF1118 family protein",23735825,23736773,23736773,464,"Pair_287"
"Os12g0575200",1,"12","Similar to cDNA clone:001-021-F10, full insert sequence",23737238,23739742,23737238,NA,"Pair_287"
"Os12g0592300",-1,"12","Transcriptional factor B3 domain containing protein",24818070,24820116,24820116,987,"Pair_288"
"Os12g0592400",1,"12","Similar to Adenine phosphoribosyltransferase 1",24821104,24822507,24821104,NA,"Pair_288"
"Os12g0595900",-1,"12","Hypothetical protein",25019104,25026183,25026183,566,"Pair_289"
"Os12g0596101",1,"12","Similar to predicted protein",25026750,25030385,25026750,NA,"Pair_289"
"Os12g0597500",-1,"12","Peptidase M20 domain containing protein",25087027,25091564,25091564,199,"Pair_290"
"Os12g0597600",1,"12","Similar to KH domain containing protein",25091764,25098242,25091764,NA,"Pair_290"
"Os12g0599700",-1,"12","Similar to Pectinesterase inhibitor domain containing protein, expressed",25233296,25234195,25234195,673,"Pair_291"
"Os12g0599800",1,"12","Pectinesterase inhibitor domain containing protein",25234869,25235824,25234869,NA,"Pair_291"
"Os12g0609100",-1,"12","Conserved hypothetical protein",25726237,25726754,25726754,958,"Pair_292"
"Os12g0609200",1,"12","Conserved hypothetical protein",25727713,25729355,25727713,NA,"Pair_292"
"Os12g0609900",-1,"12","Similar to F-box domain containing protein, expressed",25758738,25764063,25764063,836,"Pair_293"
"Os12g0610100",1,"12","Conserved hypothetical protein",25764900,25765722,25764900,NA,"Pair_293"
"Os12g0614900",-1,"12","Hypothetical protein",26081664,26086820,26086820,248,"Pair_294"
"Os12g0615100",1,"12","Similar to Protein kinase domain containing protein, expressed",26087069,26090656,26087069,NA,"Pair_294"
"Os12g0618300",-1,"12","Similar to GTP-binding protein-like (Fragment)",26334350,26338170,26337044,399,"Pair_295"
"Os12g0618366",1,"12","Hypothetical gene",26337444,26338006,26337444,NA,"Pair_295"
"Os12g0621400",-1,"12","Conserved hypothetical protein",26506314,26507238,26507238,201,"Pair_296"
"Os12g0621500",1,"12","Similar to IRE",26507440,26513551,26507440,NA,"Pair_296"
"Os12g0623950",-1,"12","Hypothetical protein",26646688,26649384,26649384,373,"Pair_297"
"Os12g0623900",1,"12","Similar to Ethylene-responsive methionine synthase (Fragment)",26645025,26651101,26649758,NA,"Pair_297"
"Os12g0638750",-1,"12","Hypothetical protein",27387854,27393357,27393357,936,"Pair_298"
"Os12g0638800",1,"12","Similar to HI0933-like protein, expressed",27394294,27398419,27394294,NA,"Pair_298"
"Os12g0640550",-1,"12","Hypothetical protein",27461619,27464059,27464059,772,"Pair_299"
"Os12g0640600",1,"12","Similar to Carotenoid cleavage dioxygenase (Fragment)",27464832,27471667,27464832,NA,"Pair_299"
"Os02g0100100",-1,"2","Thioredoxin domain domain containing protein",3634,8377,8377,231,"Pair_300"
"Os02g0100150",1,"2","Hypothetical conserved gene",8609,9927,8609,NA,"Pair_300"
"Os02g0100200",-1,"2","Steroid nuclear receptor, ligand-binding domain containing protein",9298,13896,13896,198,"Pair_301"
"Os02g0100300",1,"2","Heat shock protein (HSP40), Putative tetratricopeptide repeat(TPR)-containing protein, Growth and development, salt tolerance, abiotic stress toleranc",14095,18477,14095,NA,"Pair_301"
"Os02g0102950",-1,"2","Hypothetical protein",159579,163226,163226,665,"Pair_302"
"Os02g0103100",1,"2","Hypothetical protein",163892,174036,163892,NA,"Pair_302"
"Os02g0103700",-1,"2","Similar to 60S ribosomal protein L9 (Gibberellin-regulated protein GA)",180352,183440,183440,394,"Pair_303"
"Os02g0103850",1,"2","Hypothetical protein",183835,185184,183835,NA,"Pair_303"
"Os02g0105800",-1,"2","Cyclin-like F-box domain containing protein",311537,316458,316458,360,"Pair_304"
"Os02g0106001",1,"2","Conserved hypothetical protein",316819,319099,316819,NA,"Pair_304"
"Os02g0107251",-1,"2","Conserved hypothetical protein",424941,426159,426159,345,"Pair_305"
"Os02g0107350",1,"2","Conserved hypothetical protein",426505,426768,426505,NA,"Pair_305"
"Os02g0114600",-1,"2","Kelch-type beta propeller domain containing protein",780669,785676,785676,268,"Pair_306"
"Os02g0114700",1,"2","Similar to Phosphorylation regulatory protein HP-10",785945,789191,785945,NA,"Pair_306"
"Os02g0116900",-1,"2","Similar to 15.9 kDa subunit of RNA polymerase II",894656,895615,895615,458,"Pair_307"
"Os02g0117100",1,"2","4-diphosphocytidyl-2C-methyl-D-erythritol synthase, conserved site domain containing protein",896074,900370,896074,NA,"Pair_307"
"Os02g0119700",-1,"2","Pentatricopeptide repeat domain containing protein",1038399,1039710,1039710,830,"Pair_308"
"Os02g0119800",1,"2","Similar to Aminoalcoholphosphotransferase",1040541,1045783,1040541,NA,"Pair_308"
"Os02g0121750",-1,"2","Hypothetical protein",1146764,1150857,1150857,992,"Pair_309"
"Os02g0121800",1,"2","Succinate dehydrogenase, cytochrome b subunit family protein",1151850,1154253,1151850,NA,"Pair_309"
"Os02g0122000",-1,"2","Similar to P18",1158885,1161181,1161181,952,"Pair_310"
"Os02g0122100",1,"2","Similar to JHL05D22.13 protein",1162134,1165062,1162134,NA,"Pair_310"
"Os02g0124800",-1,"2","Conserved hypothetical protein",1288998,1289511,1289511,384,"Pair_311"
"Os02g0124866",1,"2","Hypothetical gene",1289896,1291737,1289896,NA,"Pair_311"
"Os02g0125566",-1,"2","Hypothetical protein",1341984,1343904,1343904,773,"Pair_312"
"Os02g0125700",1,"2","Similar to lil3 protein",1344678,1347023,1344678,NA,"Pair_312"
"Os02g0130800",-1,"2","F-box domain, cyclin-like domain containing protein",1602242,1603070,1603070,301,"Pair_313"
"Os02g0130900",1,"2","Ubiquitin-conjugating enzyme E2C-binding protein domain containing protein",1603372,1607211,1603372,NA,"Pair_313"
"Os02g0131200",-1,"2","Similar to RNA-binding region RNP-1 (RNA recognition motif)",1632049,1636772,1636772,828,"Pair_314"
"Os02g0131300",1,"2","Similar to Mitochondrial ATP synthase",1637601,1641825,1637601,NA,"Pair_314"
"Os02g0135600",-1,"2","Conserved hypothetical protein",1879189,1882475,1882475,239,"Pair_315"
"Os02g0135700",1,"2","DNA polymerase V family protein",1882715,1888893,1882715,NA,"Pair_315"
"Os02g0136800",-1,"2","Protein of unknown function DUF1677, Oryza sativa family protein",1946332,1949400,1949400,424,"Pair_316"
"Os02g0136900",1,"2","Protein kinase, core domain containing protein",1949825,1953397,1949825,NA,"Pair_316"
"Os02g0146900",-1,"2","Protein of unknown function DUF1677, Oryza sativa family protein",2575663,2577064,2577064,167,"Pair_317"
"Os02g0147100",1,"2","Conserved hypothetical protein",2577232,2585430,2577232,NA,"Pair_317"
"Os02g0147600",-1,"2","Protein of unknown function DUF1677, Oryza sativa family protein",2612044,2614087,2614087,159,"Pair_318"
"Os02g0147700",1,"2","Conserved hypothetical protein",2614247,2618999,2614247,NA,"Pair_318"
"Os02g0151100",-1,"2","Hypothetical conserved gene",2816624,2824133,2824133,456,"Pair_319"
"Os02g0151350",1,"2","Hypothetical protein",2824590,2829902,2824590,NA,"Pair_319"
"Os02g0159850",-1,"2","Similar to predicted protein",3233676,3233934,3233934,377,"Pair_320"
"Os02g0159900",1,"2","SKD1 protein (Vacuolar sorting protein 4b)",3234312,3237645,3234312,NA,"Pair_320"
"Os02g0162150",-1,"2","Hypothetical protein",3352116,3353370,3353370,219,"Pair_321"
"Os02g0162200",1,"2","Similar to Early salt stress and cold acclimation-induced protein 2-3",3353590,3358320,3353590,NA,"Pair_321"
"Os02g0166950",-1,"2","Hypothetical gene",3607092,3610230,3610230,739,"Pair_322"
"Os02g0167100",1,"2","Similar to 3-mercaptopyruvate sulfurtransferase precursor (EC 2.8.1.1)",3610970,3613988,3610970,NA,"Pair_322"
"Os02g0169900",-1,"2","Inositol monophosphatase family protein",3792694,3796762,3796762,866,"Pair_323"
"Os02g0170000",1,"2","Conserved hypothetical protein",3797629,3800883,3797629,NA,"Pair_323"
"Os02g0173000",-1,"2","Similar to UreD",3992043,3995076,3995076,903,"Pair_324"
"Os02g0173100",1,"2","Similar to cytochrome P450",3995980,4002696,3995980,NA,"Pair_324"
"Os02g0181900",-1,"2","Similar to ClpB",4567630,4573049,4573049,797,"Pair_325"
"Os02g0182200",1,"2","Hypothetical protein",4573847,4578095,4573847,NA,"Pair_325"
"Os02g0184000",-1,"2","Ankyrin domain containing protein",4681430,4689586,4689586,966,"Pair_326"
"Os02g0184100",1,"2","Conserved hypothetical protein",4690553,4693549,4690553,NA,"Pair_326"
"Os02g0186950",-1,"2","Hypothetical protein",4829677,4830263,4830263,948,"Pair_327"
"Os02g0187100",1,"2","Similar to cyclase",4831212,4833985,4831212,NA,"Pair_327"
"Os02g0187500",-1,"2","Uncharacterised protein family UPF0047 domain containing protein",4855965,4859029,4859029,692,"Pair_328"
"Os02g0187600",1,"2","Similar to Tic21",4859722,4862765,4859722,NA,"Pair_328"
"Os02g0189100",-1,"2","Mediator complex, subunit Med11 domain containing protein",4938785,4942005,4942005,756,"Pair_329"
"Os02g0189200",1,"2","Lipase, GDSL domain containing protein",4942762,4944255,4942762,NA,"Pair_329"
"Os02g0190000",-1,"2","Putative uncharacterized protein",4976661,4984327,4984327,715,"Pair_330"
"Os02g0190100",1,"2","Hypothetical conserved gene",4985043,4985863,4985043,NA,"Pair_330"
"Os02g0190900",-1,"2","Phytoene dehydrogenase-like protein",5045448,5047101,5047101,200,"Pair_331"
"Os02g0190950",1,"2","Conserved hypothetical protein",5047302,5048437,5047302,NA,"Pair_331"
"Os02g0192100",-1,"2","Conserved hypothetical protein",5118284,5121512,5121512,168,"Pair_332"
"Os02g0192200",1,"2","Octicosapeptide/Phox/Bem1p domain containing protein",5121681,5125735,5121681,NA,"Pair_332"
"Os02g0194100",-1,"2","Similar to Citrate synthase (EC 4.1.3.7)",5242740,5249321,5249321,711,"Pair_333"
"Os02g0194200",1,"2","K Homology, type 1, subgroup domain containing protein",5250033,5253692,5250033,NA,"Pair_333"
"Os02g0195533",-1,"2","Hypothetical protein",5339353,5340033,5340033,495,"Pair_334"
"Os02g0195500",1,"2","Protein of unknown function DUF1680 family protein",5339190,5344518,5340529,NA,"Pair_334"
"Os02g0196800",-1,"2","Similar to Fumarylacetoacetase (Fragment)",5414971,5418652,5417576,711,"Pair_335"
"Os02g0196850",1,"2","Hypothetical gene",5418288,5418580,5418288,NA,"Pair_335"
"Os02g0205000",-1,"2","Ribosomal protein L19 family protein",5907033,5909601,5909601,913,"Pair_336"
"Os02g0205100",1,"2","Conserved hypothetical protein",5910515,5912009,5910515,NA,"Pair_336"
"Os02g0209000",-1,"2","Hypothetical conserved gene",6119126,6127235,6127235,155,"Pair_337"
"Os02g0209050",1,"2","Hypothetical gene",6127391,6128638,6127391,NA,"Pair_337"
"Os02g0209900",-1,"2","Syntaxin, N-terminal domain containing protein",6158238,6159991,6159991,969,"Pair_338"
"Os02g0210100",1,"2","Conserved hypothetical protein",6160961,6167476,6160961,NA,"Pair_338"
"Os02g0210600",-1,"2","Hypothetical protein",6183115,6188582,6188582,139,"Pair_339"
"Os02g0210800",1,"2","Similar to Sterol glucosyltransferase-like protein (Fragment)",6188722,6193629,6188722,NA,"Pair_339"
"Os02g0215400",-1,"2","Hypothetical protein",6468567,6473301,6473301,693,"Pair_340"
"Os02g0215600",1,"2","Conserved hypothetical protein",6473995,6475502,6473995,NA,"Pair_340"
"Os02g0215950",-1,"2","Hypothetical gene",6490616,6496493,6496493,443,"Pair_341"
"Os02g0216150",1,"2","Conserved hypothetical protein",6496937,6498264,6496937,NA,"Pair_341"
"Os02g0246101",-1,"2","Similar to SKIP interacting protein 23 (Fragment)",8261247,8261809,8261809,736,"Pair_342"
"Os02g0246300",1,"2","Prefoldin domain containing protein",8262546,8265570,8262546,NA,"Pair_342"
"Os02g0265100",-1,"2","Hypothetical protein",9446493,9448541,9448541,800,"Pair_343"
"Os02g0265300",1,"2","Protein of unknown function DUF3778 domain containing protein",9449342,9450315,9449342,NA,"Pair_343"
"Os02g0266100",-1,"2","Zinc finger, U1-C type domain containing protein",9505868,9509878,9509878,123,"Pair_344"
"Os02g0266200",1,"2","Pentatricopeptide repeat domain containing protein",9510002,9514048,9510002,NA,"Pair_344"
"Os02g0286350",-1,"2","Similar to Non-specific lipid-transfer protein",10764855,10766260,10766260,221,"Pair_345"
"Os02g0286500",1,"2","Similar to AT hook motif family protein, expressed",10766482,10767402,10766482,NA,"Pair_345"
"Os02g0287700",-1,"2","Hypothetical gene",10853024,10853919,10853919,389,"Pair_346"
"Os02g0287800",1,"2","F-box domain, Skp2-like domain containing protein",10854309,10855575,10854309,NA,"Pair_346"
"Os02g0289300",-1,"2","Hypothetical conserved gene",10944010,10944784,10944784,292,"Pair_347"
"Os02g0289500",1,"2","Similar to anthocyanin 5-aromatic acyltransferase",10945077,10945757,10945077,NA,"Pair_347"
"Os02g0300900",-1,"2","Similar to Lipoxygenase",11577042,11577704,11577704,786,"Pair_348"
"Os02g0301000",1,"2","Zinc finger, RING/FYVE/PHD-type domain containing protein",11578491,11583536,11578491,NA,"Pair_348"
"Os02g0313450",-1,"2","Conserved hypothetical protein",12378127,12382321,12382321,374,"Pair_349"
"Os02g0313500",1,"2","Conserved hypothetical protein",12382696,12391018,12382696,NA,"Pair_349"
"Os02g0315200",-1,"2","Pentatricopeptide repeat domain containing protein",12490271,12493553,12493553,761,"Pair_350"
"Os02g0315400",1,"2","Similar to DC2 protein",12494315,12495107,12494315,NA,"Pair_350"
"Os02g0453400",-1,"2","Similar to H0818E04.10 protein",14984016,14984852,14984852,504,"Pair_351"
"Os02g0453500",1,"2","Similar to mitochondrial glycoprotein",14985357,14986292,14985357,NA,"Pair_351"
"Os02g0471100",-1,"2","Conserved hypothetical protein",16000163,16001186,16001186,849,"Pair_352"
"Os02g0471300",1,"2","Monooxygenase, FAD-binding domain containing protein",16002036,16004952,16002036,NA,"Pair_352"
