"Gene_ID","Strand","Chromosome","Gene_Description","Gene_Start","Gene_End","TSS","Distance","PairID"
"AT2G24780",-1,"2","",10565622,10566182,10566182,653,"Pair_709"
"AT2G24790",1,"2","CONSTANS-like 3 [Source:NCBI gene (formerly Entrezgene);Acc:817016]",10566836,10568145,10566836,NA,"Pair_709"
"AT2G25240",-1,"2","Serine protease inhibitor (SERPIN) family protein [Source:NCBI gene (formerly Entrezgene);Acc:817062]",10751656,10753380,10753380,221,"Pair_710"
"AT2G25250",1,"2","serine/arginine repetitive matrix-like protein [Source:NCBI gene (formerly Entrezgene);Acc:817063]",10753602,10754935,10753602,NA,"Pair_710"
"AT2G25409",-1,"2","",10815362,10815995,10815995,753,"Pair_711"
"AT2G25420",1,"2","transducin family protein / WD-40 repeat family protein [Source:NCBI gene (formerly Entrezgene);Acc:817080]",10816749,10821168,10816749,NA,"Pair_711"
"AT2G25620",-1,"2","DNA-binding protein phosphatase 1 [Source:NCBI gene (formerly Entrezgene);Acc:817102]",10902716,10905287,10905287,927,"Pair_712"
"AT2G25625",1,"2","histone deacetylase-like protein [Source:NCBI gene (formerly Entrezgene);Acc:817103]",10906215,10907350,10906215,NA,"Pair_712"
"AT2G25735",-1,"2","",10974655,10975916,10975916,825,"Pair_713"
"AT2G25737",1,"2","Sulfite exporter TauE/SafE family protein [Source:NCBI gene (formerly Entrezgene);Acc:817116]",10976742,10979904,10976742,NA,"Pair_713"
"AT2G25850",-1,"2","poly(A) polymerase 2 [Source:NCBI gene (formerly Entrezgene);Acc:817127]",11025345,11030808,11030808,161,"Pair_714"
"AT2G25870",1,"2","haloacid dehalogenase-like hydrolase family protein [Source:NCBI gene (formerly Entrezgene);Acc:817128]",11030970,11034580,11030970,NA,"Pair_714"
"AT2G25880",-1,"2","ataurora2 [Source:NCBI gene (formerly Entrezgene);Acc:817129]",11034652,11038191,11036946,356,"Pair_715"
"AT2G25890",1,"2","Oleosin family protein [Source:NCBI gene (formerly Entrezgene);Acc:817130]",11037303,11038179,11037303,NA,"Pair_715"
"AT2G25980",-1,"2","Mannose-binding lectin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817139]",11077438,11079968,11079968,617,"Pair_716"
"AT2G25990",1,"2","",11080586,11080706,11080586,NA,"Pair_716"
"AT2G26140",-1,"2","FTSH protease 4 [Source:NCBI gene (formerly Entrezgene);Acc:817154]",11131578,11135465,11135465,158,"Pair_717"
"AT2G26150",1,"2","heat shock transcription factor A2 [Source:NCBI gene (formerly Entrezgene);Acc:817155]",11135624,11137792,11135624,NA,"Pair_717"
"AT2G26330",-1,"2","Leucine-rich receptor-like protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:817173]",11208080,11214662,11214662,545,"Pair_718"
"AT2G26340",1,"2","",11215208,11217033,11215208,NA,"Pair_718"
"AT2G26590",-1,"2","regulatory particle non-ATPase 13 [Source:NCBI gene (formerly Entrezgene);Acc:817200]",11310957,11315524,11315524,821,"Pair_719"
"AT2G26600",1,"2","Glycosyl hydrolase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817201]",11316346,11318520,11316346,NA,"Pair_719"
"AT2G26970",-1,"2","Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817238]",11509721,11511977,11511977,749,"Pair_720"
"AT2G26975",1,"2","Ctr copper transporter family [Source:NCBI gene (formerly Entrezgene);Acc:817239]",11512727,11513695,11512727,NA,"Pair_720"
"AT2G27020",-1,"2","20S proteasome alpha subunit G1 [Source:NCBI gene (formerly Entrezgene);Acc:817244]",11528230,11531178,11531178,788,"Pair_721"
"AT2G27030",1,"2","calmodulin 5 [Source:NCBI gene (formerly Entrezgene);Acc:817245]",11531967,11534358,11531967,NA,"Pair_721"
"AT2G27090",-1,"2","bZIP transcription factor (DUF630 and DUF632) [Source:NCBI gene (formerly Entrezgene);Acc:817251]",11567436,11571903,11571903,493,"Pair_722"
"AT2G27100",1,"2","C2H2 zinc-finger protein SERRATE (SE) [Source:NCBI gene (formerly Entrezgene);Acc:817252]",11572397,11576658,11572397,NA,"Pair_722"
"AT2G27110",-1,"2","FAR1-related sequence 3 [Source:NCBI gene (formerly Entrezgene);Acc:817253]",11576668,11580817,11580817,396,"Pair_723"
"AT2G27120",1,"2","DNA polymerase epsilon catalytic subunit [Source:NCBI gene (formerly Entrezgene);Acc:817254]",11581214,11594397,11581214,NA,"Pair_723"
"AT2G27145",-1,"2","low-molecular-weight cysteine-rich 9 [Source:NCBI gene (formerly Entrezgene);Acc:3768128]",11600169,11600764,11600764,962,"Pair_724"
"AT2G27150",1,"2","abscisic aldehyde oxidase 3 [Source:NCBI gene (formerly Entrezgene);Acc:817257]",11601727,11608450,11601727,NA,"Pair_724"
"AT2G27450",-1,"2","nitrilase-like protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:817290]",11737374,11739690,11739690,811,"Pair_725"
"AT2G27460",1,"2","sec23/sec24 transport family protein [Source:NCBI gene (formerly Entrezgene);Acc:817291]",11740502,11745011,11740502,NA,"Pair_725"
"AT2G27470",-1,"2","nuclear factor Y, subunit B11 [Source:NCBI gene (formerly Entrezgene);Acc:817292]",11744981,11746455,11746455,227,"Pair_726"
"AT2G27480",1,"2","Calcium-binding EF-hand family protein [Source:NCBI gene (formerly Entrezgene);Acc:817293]",11746683,11748051,11746683,NA,"Pair_726"
"AT2G27590",-1,"2","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817305]",11777554,11779912,11779912,983,"Pair_727"
"AT2G27600",1,"2","AAA-type ATPase family protein [Source:NCBI gene (formerly Entrezgene);Acc:817306]",11780896,11783992,11780896,NA,"Pair_727"
"AT2G27700",-1,"2","eukaryotic translation initiation factor 2 family protein / eIF-2 family protein [Source:NCBI gene (formerly Entrezgene);Acc:817316]",11813949,11816002,11816002,631,"Pair_728"
"AT2G27710",1,"2","60S acidic ribosomal protein family [Source:NCBI gene (formerly Entrezgene);Acc:817317]",11816634,11817972,11816634,NA,"Pair_728"
"AT2G27730",-1,"2","copper ion binding protein [Source:NCBI gene (formerly Entrezgene);Acc:817319]",11819728,11822036,11822036,476,"Pair_729"
"AT2G27740",1,"2","RAB6-interacting golgin (DUF662) [Source:NCBI gene (formerly Entrezgene);Acc:817320]",11822513,11823857,11822513,NA,"Pair_729"
"AT2G27750",-1,"2","Surfeit locus protein 6 [Source:NCBI gene (formerly Entrezgene);Acc:817321]",11823916,11824461,11824461,310,"Pair_730"
"AT2G27760",1,"2","tRNAisopentenyltransferase 2 [Source:NCBI gene (formerly Entrezgene);Acc:817322]",11824772,11827609,11824772,NA,"Pair_730"
"AT2G27800",-1,"2","Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817327]",11849647,11851457,11851457,620,"Pair_731"
"AT2G27810",1,"2","nucleobase-ascorbate transporter 12 [Source:NCBI gene (formerly Entrezgene);Acc:817328]",11852078,11856335,11852078,NA,"Pair_731"
"AT2G28090",-1,"2","Heavy metal transport/detoxification superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817354]",11972140,11974007,11974007,655,"Pair_732"
"AT2G28100",1,"2","alpha-L-fucosidase 1 [Source:NCBI gene (formerly Entrezgene);Acc:817355]",11974663,11976600,11974663,NA,"Pair_732"
"AT2G28180",-1,"2","cation/hydrogen exchanger family protein [Source:NCBI gene (formerly Entrezgene);Acc:817364]",12010994,12013739,12013739,672,"Pair_733"
"AT2G28190",1,"2","copper/zinc superoxide dismutase 2 [Source:NCBI gene (formerly Entrezgene);Acc:817365]",12014412,12016569,12014412,NA,"Pair_733"
"AT2G28230",-1,"2","TATA-binding related factor (TRF) of subunit 20 of Mediator complex [Source:NCBI gene (formerly Entrezgene);Acc:817369]",12037627,12039059,12039059,148,"Pair_734"
"AT2G28240",1,"2","ATP-dependent helicase family protein [Source:NCBI gene (formerly Entrezgene);Acc:817370]",12039208,12042175,12039208,NA,"Pair_734"
"AT2G28430",-1,"2","zinc finger, C3HC4 type family protein [Source:NCBI gene (formerly Entrezgene);Acc:817391]",12159548,12160466,12160466,510,"Pair_735"
"AT2G28440",1,"2","proline-rich family protein [Source:NCBI gene (formerly Entrezgene);Acc:817392]",12160977,12162032,12160977,NA,"Pair_735"
"AT2G28450",-1,"2","zinc finger (CCCH-type) family protein [Source:NCBI gene (formerly Entrezgene);Acc:817393]",12162051,12166039,12166039,533,"Pair_736"
"AT2G28460",1,"2","Cysteine/Histidine-rich C1 domain family protein [Source:NCBI gene (formerly Entrezgene);Acc:817394]",12166573,12168874,12166573,NA,"Pair_736"
"AT2G28910",-1,"2","CAX interacting protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:817440]",12415668,12417615,12417615,401,"Pair_737"
"AT2G28920",1,"2","RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817441]",12418017,12418576,12418017,NA,"Pair_737"
"AT2G29170",-1,"2","NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817466]",12541650,12542465,12542465,467,"Pair_738"
"AT2G29180",1,"2","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:817467]",12542933,12543835,12542933,NA,"Pair_738"
"AT2G29400",-1,"2","type one protein phosphatase 1 [Source:NCBI gene (formerly Entrezgene);Acc:817489]",12613014,12615414,12615414,963,"Pair_739"
"AT2G29410",1,"2","metal tolerance protein B1 [Source:NCBI gene (formerly Entrezgene);Acc:817490]",12616378,12617987,12616378,NA,"Pair_739"
"AT2G29420",-1,"2","glutathione S-transferase tau 7 [Source:NCBI gene (formerly Entrezgene);Acc:817491]",12617936,12618899,12618899,654,"Pair_740"
"AT2G29430",1,"2","coiled-coil protein (DUF572) [Source:NCBI gene (formerly Entrezgene);Acc:3768235]",12619554,12620027,12619554,NA,"Pair_740"
"AT2G29470",-1,"2","glutathione S-transferase tau 3 [Source:NCBI gene (formerly Entrezgene);Acc:817496]",12628422,12629640,12629640,705,"Pair_741"
"AT2G29485",1,"2","",12630346,12631194,12630346,NA,"Pair_741"
"AT2G29500",-1,"2","HSP20-like chaperones superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817499]",12633065,12634120,12634120,316,"Pair_742"
"AT2G29510",1,"2","",12634437,12638043,12634437,NA,"Pair_742"
"AT2G29530",-1,"2","Tim10/DDP family zinc finger protein [Source:NCBI gene (formerly Entrezgene);Acc:817502]",12640800,12642387,12642387,115,"Pair_743"
"AT2G29540",1,"2","RNApolymerase 14 kDa subunit [Source:NCBI gene (formerly Entrezgene);Acc:817503]",12642503,12644330,12642503,NA,"Pair_743"
"AT2G29550",-1,"2","tubulin beta-7 chain [Source:NCBI gene (formerly Entrezgene);Acc:817504]",12643917,12646057,12646057,502,"Pair_744"
"AT2G29560",1,"2","cytosolic enolase [Source:NCBI gene (formerly Entrezgene);Acc:817505]",12646560,12650184,12646560,NA,"Pair_744"
"AT2G29620",-1,"2","dentin sialophosphoprotein [Source:NCBI gene (formerly Entrezgene);Acc:817512]",12662721,12666113,12666113,821,"Pair_745"
"AT2G29630",1,"2","thiaminC [Source:NCBI gene (formerly Entrezgene);Acc:817513]",12666935,12671055,12666935,NA,"Pair_745"
"AT2G29679",-1,"2","",12689276,12689398,12689398,182,"Pair_746"
"AT2G29680",1,"2","cell division control 6 [Source:NCBI gene (formerly Entrezgene);Acc:817518]",12689171,12693121,12689581,NA,"Pair_746"
"AT2G29735",-1,"2","major pollen allergen Ole e-like protein [Source:NCBI gene (formerly Entrezgene);Acc:28718316]",12705346,12705699,12705699,927,"Pair_747"
"AT2G29740",1,"2","UDP-glucosyl transferase 71C2 [Source:NCBI gene (formerly Entrezgene);Acc:817524]",12706627,12708367,12706627,NA,"Pair_747"
"AT2G29840",-1,"2","RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817534]",12732387,12733983,12733983,741,"Pair_748"
"AT2G29850",1,"2","",12734725,12736394,12734725,NA,"Pair_748"
"AT2G30000",-1,"2","PHF5-like protein [Source:NCBI gene (formerly Entrezgene);Acc:817551]",12803823,12805024,12805024,642,"Pair_749"
"AT2G30010",1,"2","TRICHOME BIREFRINGENCE-LIKE 45 [Source:NCBI gene (formerly Entrezgene);Acc:817552]",12805667,12809386,12805667,NA,"Pair_749"
"AT2G30720",-1,"2","Thioesterase/thiol ester dehydrase-isomerase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817623]",13089368,13091755,13091755,837,"Pair_750"
"AT2G30730",1,"2","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817624]",13092593,13094677,13092593,NA,"Pair_750"
"AT2G30810",-1,"2","Gibberellin-regulated family protein [Source:NCBI gene (formerly Entrezgene);Acc:817632]",13127826,13128666,13128666,825,"Pair_751"
"AT2G30820",1,"2","aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit [Source:NCBI gene (formerly Entrezgene);Acc:817633]",13129492,13132945,13129492,NA,"Pair_751"
"AT2G30920",-1,"2","coenzyme Q 3 [Source:NCBI gene (formerly Entrezgene);Acc:817642]",13157089,13160886,13160886,928,"Pair_752"
"AT2G30925",1,"2","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:817643]",13161815,13161943,13161815,NA,"Pair_752"
"AT2G30960",-1,"2","myosin-M heavy chain-like protein [Source:NCBI gene (formerly Entrezgene);Acc:817647]",13177179,13178421,13178421,407,"Pair_753"
"AT2G30970",1,"2","aspartate aminotransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:817648]",13178829,13182050,13178829,NA,"Pair_753"
"AT2G30980",-1,"2","SHAGGY-related protein kinase dZeta [Source:NCBI gene (formerly Entrezgene);Acc:817649]",13182025,13185973,13185973,742,"Pair_754"
"AT2G30985",1,"2","",13186716,13187200,13186716,NA,"Pair_754"
"AT2G31040",-1,"2","ATP synthase protein I-like protein [Source:NCBI gene (formerly Entrezgene);Acc:817656]",13208624,13211188,13211188,961,"Pair_755"
"AT2G31050",1,"2","Cupredoxin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817657]",13212150,13212752,13212150,NA,"Pair_755"
"AT2G31190",-1,"2","root UVB sensitive protein (Protein of unknown function, DUF647) [Source:NCBI gene (formerly Entrezgene);Acc:817675]",13291191,13293799,13293799,153,"Pair_756"
"AT2G31200",1,"2","actin depolymerizing factor 6 [Source:NCBI gene (formerly Entrezgene);Acc:817676]",13293953,13295410,13293953,NA,"Pair_756"
"AT2G31250",-1,"2","Glutamyl-tRNA reductase family protein [Source:NCBI gene (formerly Entrezgene);Acc:817682]",13319621,13321597,13321597,268,"Pair_757"
"AT2G31265",1,"2","",13321866,13322049,13321866,NA,"Pair_757"
"AT2G31300",-1,"2","actin-related protein C1B [Source:NCBI gene (formerly Entrezgene);Acc:817687]",13345977,13350004,13350004,364,"Pair_758"
"AT2G31305",1,"2","inhibitor-3 [Source:NCBI gene (formerly Entrezgene);Acc:817688]",13350369,13351490,13350369,NA,"Pair_758"
"AT2G31420",-1,"2","B3 domain protein (DUF313) [Source:NCBI gene (formerly Entrezgene);Acc:817700]",13393364,13394136,13394136,578,"Pair_759"
"AT2G31425",1,"2","Plant invertase/pectin methylesterase inhibitor superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:3768435]",13394715,13395767,13394715,NA,"Pair_759"
"AT2G31450",-1,"2","DNA glycosylase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817703]",13401132,13404222,13404222,553,"Pair_760"
"AT2G31460",1,"2","B3 domain protein, putative (DUF313) [Source:NCBI gene (formerly Entrezgene);Acc:817704]",13404776,13405510,13404776,NA,"Pair_760"
"AT2G31480",-1,"2","",13408963,13411031,13411031,908,"Pair_761"
"AT2G31490",1,"2","neuronal acetylcholine receptor subunit alpha-5 [Source:NCBI gene (formerly Entrezgene);Acc:817707]",13411940,13413285,13411940,NA,"Pair_761"
"AT2G31800",-1,"2","Integrin-linked protein kinase family [Source:NCBI gene (formerly Entrezgene);Acc:817737]",13520325,13523918,13523918,129,"Pair_762"
"AT2G31810",1,"2","ACT domain-containing small subunit of acetolactate synthase protein [Source:NCBI gene (formerly Entrezgene);Acc:817738]",13524048,13528712,13524048,NA,"Pair_762"
"AT2G31840",-1,"2","Thioredoxin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817741]",13537755,13539804,13539804,394,"Pair_763"
"AT2G31850",1,"2","",13540199,13540540,13540199,NA,"Pair_763"
"AT2G31900",-1,"2","myosin-like protein XIF [Source:NCBI gene (formerly Entrezgene);Acc:817748]",13560370,13570469,13569623,483,"Pair_764"
"AT2G31910",1,"2","cation/H+ exchanger 21 [Source:NCBI gene (formerly Entrezgene);Acc:817749]",13570107,13574632,13570107,NA,"Pair_764"
"AT2G31900",-1,"2","myosin-like protein XIF [Source:NCBI gene (formerly Entrezgene);Acc:817748]",13560370,13570469,13570469,574,"Pair_765"
"AT2G31910",1,"2","cation/H+ exchanger 21 [Source:NCBI gene (formerly Entrezgene);Acc:817749]",13570107,13574632,13571044,NA,"Pair_765"
"AT2G31920",-1,"2","elongation factor 1-delta, putative (DUF936) [Source:NCBI gene (formerly Entrezgene);Acc:817750]",13573668,13576381,13576381,996,"Pair_766"
"AT2G31930",1,"2","",13577378,13578291,13577378,NA,"Pair_766"
"AT2G31955",-1,"2","cofactor of nitrate reductase and xanthine dehydrogenase 2 [Source:NCBI gene (formerly Entrezgene);Acc:817754]",13583985,13586703,13586703,971,"Pair_767"
"AT2G31957",1,"2","low-molecular-weight cysteine-rich 75 [Source:NCBI gene (formerly Entrezgene);Acc:3768007]",13587675,13588258,13587675,NA,"Pair_767"
"AT2G32080",-1,"2","purin-rich alpha 1 [Source:NCBI gene (formerly Entrezgene);Acc:817768]",13642237,13644421,13644166,131,"Pair_768"
"AT2G32090",1,"2","Lactoylglutathione lyase / glyoxalase I family protein [Source:NCBI gene (formerly Entrezgene);Acc:817769]",13644298,13645969,13644298,NA,"Pair_768"
"AT2G32080",-1,"2","purin-rich alpha 1 [Source:NCBI gene (formerly Entrezgene);Acc:817768]",13642237,13644421,13644421,126,"Pair_769"
"AT2G32090",1,"2","Lactoylglutathione lyase / glyoxalase I family protein [Source:NCBI gene (formerly Entrezgene);Acc:817769]",13644298,13645969,13644548,NA,"Pair_769"
"AT2G32180",-1,"2","plastid transcriptionally active 18 [Source:NCBI gene (formerly Entrezgene);Acc:817777]",13672250,13673256,13673256,998,"Pair_770"
"AT2G32190",1,"2","cysteine-rich/transmembrane domain A-like protein [Source:NCBI gene (formerly Entrezgene);Acc:817778]",13674255,13675356,13674255,NA,"Pair_770"
"AT2G32400",-1,"2","glutamate receptor 5 [Source:NCBI gene (formerly Entrezgene);Acc:817801]",13752263,13756893,13756893,699,"Pair_771"
"AT2G32410",1,"2","AXR1-like protein [Source:NCBI gene (formerly Entrezgene);Acc:817802]",13757593,13761152,13757593,NA,"Pair_771"
"AT2G32600",-1,"2","hydroxyproline-rich glycoprotein family protein [Source:NCBI gene (formerly Entrezgene);Acc:817820]",13833545,13835758,13835758,358,"Pair_772"
"AT2G32610",1,"2","cellulose synthase-like B1 [Source:NCBI gene (formerly Entrezgene);Acc:817821]",13836117,13839640,13836117,NA,"Pair_772"
"AT2G32640",-1,"2","Lycopene beta/epsilon cyclase protein [Source:NCBI gene (formerly Entrezgene);Acc:817824]",13846919,13850998,13850998,101,"Pair_773"
"AT2G32650",1,"2","RmlC-like cupins superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817825]",13850989,13852080,13851100,NA,"Pair_773"
"AT2G32810",-1,"2","beta galactosidase 9 [Source:NCBI gene (formerly Entrezgene);Acc:817842]",13919127,13925421,13925421,395,"Pair_774"
"AT2G32820",1,"2","Transcription elongation factor (TFIIS) family protein [Source:NCBI gene (formerly Entrezgene);Acc:817843]",13925817,13926979,13925817,NA,"Pair_774"
"AT2G32880",-1,"2","TRAF-like family protein [Source:NCBI gene (formerly Entrezgene);Acc:817849]",13948733,13950745,13950745,940,"Pair_775"
"AT2G32885",1,"2","Rapid alkalinization factor (RALF) family protein [Source:NCBI gene (formerly Entrezgene);Acc:5007924]",13951686,13953478,13951686,NA,"Pair_775"
"AT2G32940",-1,"2","Argonaute family protein [Source:NCBI gene (formerly Entrezgene);Acc:817856]",13971916,13977521,13977521,359,"Pair_776"
"AT2G32950",1,"2","Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817857]",13977881,13983609,13977881,NA,"Pair_776"
"AT2G33040",-1,"2","gamma subunit of Mt ATP synthase [Source:NCBI gene (formerly Entrezgene);Acc:817866]",14018610,14021185,14021185,542,"Pair_777"
"AT2G33050",1,"2","receptor like protein 26 [Source:NCBI gene (formerly Entrezgene);Acc:817867]",14021728,14024398,14021728,NA,"Pair_777"
"AT2G33070",-1,"2","nitrile specifier protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:817869]",14028282,14031164,14031164,833,"Pair_778"
"AT2G33080",1,"2","receptor like protein 28 [Source:NCBI gene (formerly Entrezgene);Acc:817870]",14031998,14034433,14031998,NA,"Pair_778"
"AT2G33260",-1,"2","Tryptophan/tyrosine permease [Source:NCBI gene (formerly Entrezgene);Acc:817889]",14100735,14102671,14102671,843,"Pair_779"
"AT2G33270",1,"2","atypical CYS HIS rich thioredoxin 3 [Source:NCBI gene (formerly Entrezgene);Acc:817890]",14103515,14105524,14103515,NA,"Pair_779"
"AT2G33560",-1,"2","BUB1-related (BUB1: budding uninhibited by benzymidazol 1) [Source:NCBI gene (formerly Entrezgene);Acc:817921]",14213601,14216054,14216054,716,"Pair_780"
"AT2G33570",1,"2","glycosyltransferase family protein (DUF23) [Source:NCBI gene (formerly Entrezgene);Acc:817922]",14216771,14219252,14216771,NA,"Pair_780"
"AT2G33585",-1,"2","subtilisin-like protease [Source:NCBI gene (formerly Entrezgene);Acc:817924]",14223170,14224167,14224167,100,"Pair_781"
"AT2G33590",1,"2","NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817925]",14224268,14226636,14224268,NA,"Pair_781"
"AT2G33630",-1,"2","NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817929]",14236833,14238877,14238877,302,"Pair_782"
"AT2G33640",1,"2","DHHC-type zinc finger family protein [Source:NCBI gene (formerly Entrezgene);Acc:817930]",14239180,14242420,14239180,NA,"Pair_782"
"AT2G33655",-1,"2","F-box and associated interaction domains-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:817931]",14242915,14244569,14244569,381,"Pair_783"
"AT2G33670",1,"2","Seven transmembrane MLO family protein [Source:NCBI gene (formerly Entrezgene);Acc:817932]",14244951,14248155,14244951,NA,"Pair_783"
"AT2G33685",-1,"2","",14252115,14252495,14252495,716,"Pair_784"
"AT2G33700",1,"2","Protein phosphatase 2C family protein [Source:NCBI gene (formerly Entrezgene);Acc:817935]",14253212,14256003,14253212,NA,"Pair_784"
"AT2G34050",-1,"2","ATP synthase F1 complex assembly factor [Source:NCBI gene (formerly Entrezgene);Acc:817966]",14382683,14384450,14384450,346,"Pair_785"
"AT2G34060",1,"2","Peroxidase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817967]",14384797,14386725,14384797,NA,"Pair_785"
"AT2G34186",-1,"2","",14435854,14435949,14435949,639,"Pair_786"
"AT2G34190",1,"2","Xanthine/uracil permease family protein [Source:NCBI gene (formerly Entrezgene);Acc:817980]",14436589,14439596,14436589,NA,"Pair_786"
"AT2G34530",-1,"2","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:818016]",14548905,14550354,14550354,259,"Pair_787"
"AT2G34540",1,"2","",14550614,14552339,14550614,NA,"Pair_787"
"AT2G34680",-1,"2","Outer arm dynein light chain 1 protein [Source:NCBI gene (formerly Entrezgene);Acc:818033]",14616601,14629207,14629207,778,"Pair_788"
"AT2G34690",1,"2","Glycolipid transfer protein (GLTP) family protein [Source:NCBI gene (formerly Entrezgene);Acc:818034]",14629986,14632082,14629986,NA,"Pair_788"
"AT2G34850",-1,"2","NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818050]",14704507,14707425,14707425,817,"Pair_789"
"AT2G34860",1,"2","DnaJ/Hsp40 cysteine-rich domain superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818051]",14708243,14710267,14708243,NA,"Pair_789"
"AT2G34930",-1,"2","disease resistance family protein / LRR family protein [Source:NCBI gene (formerly Entrezgene);Acc:818058]",14737066,14740146,14740146,201,"Pair_790"
"AT2G34940",1,"2","VACUOLAR SORTING RECEPTOR 5 [Source:NCBI gene (formerly Entrezgene);Acc:818059]",14740348,14743417,14740348,NA,"Pair_790"
"AT2G34960",-1,"2","cationic amino acid transporter 5 [Source:NCBI gene (formerly Entrezgene);Acc:818060]",14743997,14746124,14746124,111,"Pair_791"
"AT2G34970",1,"2","Trimeric LpxA-like enzyme [Source:NCBI gene (formerly Entrezgene);Acc:818061]",14746236,14748783,14746236,NA,"Pair_791"
"AT2G35000",-1,"2","RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818064]",14751541,14753319,14753319,914,"Pair_792"
"AT2G35010",1,"2","thioredoxin O1 [Source:NCBI gene (formerly Entrezgene);Acc:818065]",14754234,14756323,14754234,NA,"Pair_792"
"AT2G35040",-1,"2","AICARFT/IMPCHase bienzyme family protein [Source:NCBI gene (formerly Entrezgene);Acc:818069]",14765145,14768329,14768329,310,"Pair_793"
"AT2G35050",1,"2","kinase superfamily with octicosapeptide/Phox/Bem1p domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:818070]",14768640,14775035,14768640,NA,"Pair_793"
"AT2G35080",-1,"2","ATP binding / aminoacyl-tRNA ligase/ nucleotide binding protein [Source:NCBI gene (formerly Entrezgene);Acc:818074]",14789245,14791448,14791448,722,"Pair_794"
"AT2G35090",1,"2","transmembrane protein, putative (DUF1640) [Source:NCBI gene (formerly Entrezgene);Acc:818075]",14792171,14793032,14792171,NA,"Pair_794"
"AT2G35155",-1,"2","Trypsin family protein [Source:NCBI gene (formerly Entrezgene);Acc:818082]",14818966,14822022,14822022,751,"Pair_795"
"AT2G35160",1,"2","SU(VAR)3-9 homolog 5 [Source:NCBI gene (formerly Entrezgene);Acc:818083]",14822774,14826194,14822774,NA,"Pair_795"
"AT2G35250",-1,"2","NEP-interacting protein, putative (DUF239) [Source:NCBI gene (formerly Entrezgene);Acc:818092]",14846653,14848662,14848662,694,"Pair_796"
"AT2G35260",1,"2","CAAX protease self-immunity protein [Source:NCBI gene (formerly Entrezgene);Acc:818093]",14849357,14852045,14849357,NA,"Pair_796"
"AT2G35390",-1,"2","Phosphoribosyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:818106]",14895248,14897882,14897882,373,"Pair_797"
"AT2G35410",1,"2","RNA-binding (RRM/RBD/RNP motifs) family protein [Source:NCBI gene (formerly Entrezgene);Acc:818107]",14898256,14899750,14898256,NA,"Pair_797"
"AT2G35450",-1,"2","catalytic/ hydrolase [Source:NCBI gene (formerly Entrezgene);Acc:818110]",14902444,14905388,14905388,399,"Pair_798"
"AT2G35460",1,"2","Late embryosis abundant (LEA) hydroxyproline-rich glycoprotein family [Source:NCBI gene (formerly Entrezgene);Acc:818111]",14905788,14906504,14905788,NA,"Pair_798"
"AT2G35470",-1,"2","ribosome maturation factor [Source:NCBI gene (formerly Entrezgene);Acc:818112]",14908487,14909863,14909863,479,"Pair_799"
"AT2G35480",1,"2","envelope glycoprotein [Source:NCBI gene (formerly Entrezgene);Acc:818113]",14910343,14912048,14910343,NA,"Pair_799"
