Requested ID,Matched ID(s),Releases,Condition
Traes_4AS_A3AFAC88C,TraesCS5D02G040300,109: TraesCS5D02G040300.193: TraesCS5D02G040300.1,T2down
Traes_2DL_225CC77E4,TraesCSU02G217300,109: TraesCSU02G217300.193: TraesCSU02G217300.1,T2down
Traes_1DS_32958E4C2,TraesCS1B02G100800,109: TraesCS1B02G100800.193: TraesCS1B02G100800.1,T2down
Traes_1DS_32958E4C2,TraesCS1D02G084600,109: TraesCS1D02G084600.193: TraesCS1D02G084600.1,T2down
Traes_1DS_32958E4C2,TraesCS1A02G083400,109: TraesCS1A02G083400.193: TraesCS1A02G083400.1,T2down
Traes_6BS_43B59D772,TraesCS6D02G014600,109: TraesCS6D02G014600.193: TraesCS6D02G014600.1,T2down
Traes_6BS_43B59D772,TraesCS6A02G011700,109: TraesCS6A02G011700.193: TraesCS6A02G011700.1,T2down
Traes_6BS_43B59D772,TraesCS6B02G017900,109: TraesCS6B02G017900.193: TraesCS6B02G017900.1,T2down
Traes_1AL_9873095B9,TraesCS1D02G364800,109: TraesCS1D02G364800.193: TraesCS1D02G364800.1,T2down
Traes_1AL_9873095B9,TraesCS1B02G376900,109: TraesCS1B02G376900.193: TraesCS1B02G376900.1,T2down
Traes_1AL_9873095B9,TraesCS1A02G360400,109: TraesCS1A02G360400.193: TraesCS1A02G360400.1,T2down
Traes_6DS_43372C0A6,TraesCS6A02G196500,109: TraesCS6A02G196500.193: TraesCS6A02G196500.1,T2down
Traes_6DS_43372C0A6,TraesCS6B02G229700,109: TraesCS6B02G229700.193: TraesCS6B02G229700.1,T2down
Traes_6DS_43372C0A6,TraesCS6D02G179200,109: TraesCS6D02G179200.193: TraesCS6D02G179200.1,T2down
Traes_1AS_9D4506E73,TraesCS1D02G016500,109: TraesCS1D02G016500.193: TraesCS1D02G016500.1,T2down
Traes_1AS_9D4506E73,TraesCS1B02G021300,109: TraesCS1B02G021300.193: TraesCS1B02G021300.1,T2down
Traes_1AS_9D4506E73,TraesCS1A02G016900,109: TraesCS1A02G016900.193: TraesCS1A02G016900.1,T2down
Traes_5BL_9BEB44AEE,TraesCS5A02G482700,109: TraesCS5A02G482700.193: TraesCS5A02G482700.1,T2down
Traes_5BL_9BEB44AEE,TraesCS5B02G495900,109: TraesCS5B02G495900.193: TraesCS5B02G495900.1,T2down
Traes_5BL_9BEB44AEE,TraesCS5D02G496300,109: TraesCS5D02G496300.193: TraesCS5D02G496300.1,T2down
Traes_1AS_4CD9F407C,TraesCS1A02G095000,109: TraesCS1A02G095000.193: TraesCS1A02G095000.1,T2down
Traes_1AS_4CD9F407C,TraesCS1D02G104200,109: TraesCS1D02G104200.193: TraesCS1D02G104200.1,T2down
Traes_1AS_4CD9F407C,TraesCS1B02G123200,109: TraesCS1B02G123200.193: TraesCS1B02G123200.1,T2down
Traes_2AS_90E3B2E76,TraesCS2D02G012900,109: TraesCS2D02G012900.193: TraesCS2D02G012900.1,T2down
Traes_2AS_90E3B2E76,TraesCS2A02G012200,109: TraesCS2A02G012200.193: TraesCS2A02G012200.1,T2down
Traes_2AS_90E3B2E76,TraesCS2B02G008900,109: TraesCS2B02G008900.193: TraesCS2B02G008900.1,T2down
Traes_1DL_FF4A6C312,TraesCS1A02G150800,109: TraesCS1A02G150800.193: TraesCS1A02G150800.1,T2down
Traes_1DL_FF4A6C312,TraesCS1B02G168400,109: TraesCS1B02G168400.193: TraesCS1B02G168400.1,T2down
Traes_1DL_FF4A6C312,TraesCS1D02G147800,109: TraesCS1D02G147800.193: TraesCS1D02G147800.1,T2down
Traes_7DS_0F96B1639,TraesCS4A02G377900,109: TraesCS4A02G377900.193: TraesCS4A02G377900.1,T2down
Traes_7DS_0F96B1639,TraesCS7A02G080900,109: TraesCS7A02G080900.193: TraesCS7A02G080900.1,T2down
Traes_7DS_0F96B1639,TraesCS7D02G074500,109: TraesCS7D02G074500.193: TraesCS7D02G074500.1,T2down
Traes_7DL_874C12BD3,TraesCS7B02G342500,109: TraesCS7B02G342500.193: TraesCS7B02G342500.1,T2down
Traes_7DL_874C12BD3,TraesCS7A02G443800,109: TraesCS7A02G443800.193: TraesCS7A02G443800.1,T2down
Traes_7DL_874C12BD3,TraesCS7D02G432900,109: TraesCS7D02G432900.193: TraesCS7D02G432900.1,T2down
Traes_3DL_451A40651,TraesCS3B02G262600,109: TraesCS3B02G262600.193: TraesCS3B02G262600.1,T2down
Traes_3DL_451A40651,TraesCS3D02G219900,109: TraesCS3D02G219900.193: TraesCS3D02G219900.1,T2down
Traes_3DL_451A40651,TraesCS3A02G233300,109: TraesCS3A02G233300.193: TraesCS3A02G233300.1,T2down
Traes_4AL_FAB289E82,TraesCS7D02G004400,109: TraesCS7D02G004400.193: TraesCS7D02G004400.1,T2down
Traes_4AL_FAB289E82,TraesCS4A02G494700,109: TraesCS4A02G494700.193: TraesCS4A02G494700.1,T2down
Traes_1DL_70DD7A406,TraesCS1A02G173400,109: TraesCS1A02G173400.193: TraesCS1A02G173400.1,T2down
Traes_1DL_70DD7A406,TraesCS1D02G165400,109: TraesCS1D02G165400.193: TraesCS1D02G165400.1,T2down
Traes_1DL_70DD7A406,TraesCS1B02G191000,109: TraesCS1B02G191000.193: TraesCS1B02G191000.1,T2down
Traes_6AL_32FADD06A,TraesCS6A02G209800,109: TraesCS6A02G209800.193: TraesCS6A02G209800.1,T2down
Traes_6AL_32FADD06A,TraesCS6B02G238600,109: TraesCS6B02G238600.193: TraesCS6B02G238600.1,T2down
Traes_6AL_32FADD06A,TraesCS6D02G193000,109: TraesCS6D02G193000.193: TraesCS6D02G193000.1,T2down
Traes_2BL_E31767B4E,TraesCS2A02G446500,109: TraesCS2A02G446500.193: TraesCS2A02G446500.1,T2down
Traes_2BL_E31767B4E,TraesCS2D02G445500,109: TraesCS2D02G445500.193: TraesCS2D02G445500.1,T2down
Traes_2BL_E31767B4E,TraesCS2B02G467400,109: TraesCS2B02G467400.193: TraesCS2B02G467400.1,T2down
Traes_2BL_30343DEF6,TraesCS2D02G463000,109: TraesCS2D02G463000.193: TraesCS2D02G463000.1,T2down
Traes_2BL_30343DEF6,TraesCS2A02G462600,109: TraesCS2A02G462600.193: TraesCS2A02G462600.1,T2down
Traes_2BL_30343DEF6,TraesCS2B02G484200,109: TraesCS2B02G484200.193: TraesCS2B02G484200.1,T2down
Traes_2AS_4400D11DE,TraesCS2D02G240200,109: TraesCS2D02G240200.193: TraesCS2D02G240200.1,T2down
Traes_2AS_4400D11DE,TraesCS2B02G256700,109: TraesCS2B02G256700.193: TraesCS2B02G256700.1,T2down
Traes_2AS_4400D11DE,TraesCS2A02G237600,109: TraesCS2A02G237600.193: TraesCS2A02G237600.1,T2down
Traes_4BL_9BA5AB82C,TraesCS4B02G278900,109: TraesCS4B02G278900.193: TraesCS4B02G278900.1,T2down
Traes_4BL_9BA5AB82C,TraesCS4A02G025200,109: TraesCS4A02G025200.193: TraesCS4A02G025200.1,T2down
Traes_4BL_9BA5AB82C,TraesCS4D02G277400,109: TraesCS4D02G277400.193: TraesCS4D02G277400.1,T2down
Traes_3AL_5A5F12740,TraesCS3A02G226800,109: TraesCS3A02G226800.193: TraesCS3A02G226800.1,T2down
Traes_3AL_5A5F12740,TraesCS3D02G224800,109: TraesCS3D02G224800.193: TraesCS3D02G224800.1,T2down
Traes_3AL_5A5F12740,TraesCS3B02G257700,109: TraesCS3B02G257700.193: TraesCS3B02G257700.1,T2down
Traes_1BL_87437272D,TraesCS1B02G187000,109: TraesCS1B02G187000.193: TraesCS1B02G187000.1,T2down
Traes_1BL_87437272D,TraesCS1D02G168000,109: TraesCS1D02G168000.193: TraesCS1D02G168000.1,T2down
Traes_1BL_87437272D,TraesCS1A02G170300,109: TraesCS1A02G170300.193: TraesCS1A02G170300.1,T2down
Traes_7BS_3D7E1BF9B,TraesCS7A02G292000,109: TraesCS7A02G292000.193: TraesCS7A02G292000.1,T2down
Traes_7BS_3D7E1BF9B,TraesCS7B02G183000,109: TraesCS7B02G183000.193: TraesCS7B02G183000.1,T2down
Traes_7BS_3D7E1BF9B,TraesCS7D02G288000,109: TraesCS7D02G288000.193: TraesCS7D02G288000.1,T2down
Traes_2AL_137D54F9D,TraesCSU02G021700,109: TraesCSU02G021700.193: TraesCSU02G021700.1,T2down
Traes_2AL_137D54F9D,TraesCS2D02G600200,109: TraesCS2D02G600200.193: TraesCS2D02G600200.1,T2down
Traes_2AL_137D54F9D,TraesCS2A02G586400,109: TraesCS2A02G586400.193: TraesCS2A02G586400.1,T2down
Traes_3AS_72415C303,TraesCS3B02G111500,109: TraesCS3B02G111500.193: TraesCS3B02G111500.1,T2down
Traes_3AS_72415C303,TraesCS3A02G095800,109: TraesCS3A02G095800.193: TraesCS3A02G095800.1,T2down
Traes_3AS_72415C303,TraesCS3D02G096200,109: TraesCS3D02G096200.193: TraesCS3D02G096200.1,T2down
Traes_3AL_0B5241E00,TraesCS3D02G313800,109: TraesCS3D02G313800.193: TraesCS3D02G313800.1,T2down
Traes_3AL_0B5241E00,TraesCS3A02G317500,109: TraesCS3A02G317500.193: TraesCS3A02G317500.1,T2down
Traes_3AL_0B5241E00,TraesCS3B02G349000,109: TraesCS3B02G349000.193: TraesCS3B02G349000.1,T2down
Traes_6BS_FF34C4BC1,TraesCS6A02G088900,109: TraesCS6A02G088900.193: TraesCS6A02G088900.1,T2down
Traes_6BS_FF34C4BC1,TraesCSU02G017400,109: TraesCSU02G017400.193: TraesCSU02G017400.1,T2down
Traes_6BS_FF34C4BC1,TraesCS6B02G111300,109: TraesCS6B02G111300.193: TraesCS6B02G111300.1,T2down
Traes_3AL_AABA45298,TraesCS3D02G308100,109: TraesCS3D02G308100.193: TraesCS3D02G308100.1,T2down
Traes_3AL_AABA45298,TraesCS3B02G342400,109: TraesCS3B02G342400.193: TraesCS3B02G342400.1,T2down
Traes_3AL_AABA45298,TraesCS3A02G295000,109: TraesCS3A02G295000.193: TraesCS3A02G295000.1,T2down
Traes_3DL_69F52C1A9,TraesCS3A02G271000,109: TraesCS3A02G271000.193: TraesCS3A02G271000.1,T2down
Traes_3DL_69F52C1A9,TraesCS3D02G270700,109: TraesCS3D02G270700.193: TraesCS3D02G270700.1,T2down
Traes_3DL_69F52C1A9,TraesCS3B02G304800,109: TraesCS3B02G304800.193: TraesCS3B02G304800.1,T2down
Traes_4DL_184FFC74B,TraesCS4A02G416800,109: TraesCS4A02G416800.193: TraesCS4A02G416800.1,T2down
Traes_4DL_184FFC74B,TraesCS4B02G317400,109: TraesCS4B02G317400.193: TraesCS4B02G317400.1,T2down
Traes_4DL_184FFC74B,TraesCS4D02G314000,109: TraesCS4D02G314000.193: TraesCS4D02G314000.1,T2down
Traes_6BL_5A21AE5C4,TraesCS4A02G212200,109: TraesCS4A02G212200.193: TraesCS4A02G212200.1,T2down
Traes_6BL_5A21AE5C4,TraesCS6A02G202300,109: TraesCS6A02G202300.193: TraesCS6A02G202300.1,T2down
Traes_5DL_A3829280B,TraesCS5B02G187400,109: TraesCS5B02G187400.193: TraesCS5B02G187400.1,T2down
Traes_5DL_A3829280B,TraesCS5D02G195000,109: TraesCS5D02G195000.193: TraesCS5D02G195000.1,T2down
Traes_5DL_A3829280B,TraesCS5A02G196000,109: TraesCS5A02G196000.193: TraesCS5A02G196000.1,T2down
Traes_4BL_51CDE2F9F,TraesCS5A02G546300,109: TraesCS5A02G546300.193: TraesCS5A02G546300.1,T2down
Traes_4BL_51CDE2F9F,TraesCSU02G130300,109: TraesCSU02G130300.193: TraesCSU02G130300.1,T2down
Traes_4BL_51CDE2F9F,TraesCS4B02G380100,109: TraesCS4B02G380100.193: TraesCS4B02G380100.1,T2down
Traes_1BL_C87C08CEE,TraesCS1A02G413700,109: TraesCS1A02G413700.193: TraesCS1A02G413700.1,T2down
Traes_1BL_C87C08CEE,TraesCS1D02G421100,109: TraesCS1D02G421100.193: TraesCS1D02G421100.1,T2down
Traes_1BL_C87C08CEE,TraesCS1B02G443700,109: TraesCS1B02G443700.193: TraesCS1B02G443700.1,T2down
Traes_5BL_FF6260428,TraesCS5B02G563900,109: TraesCS5B02G563900.193: TraesCS5B02G563900.1,T2down
Traes_5BL_FF6260428,TraesCS4A02G315500,109: TraesCS4A02G315500.193: TraesCS4A02G315500.1,T2down
Traes_5BL_FF6260428,TraesCS5D02G550700,109: TraesCS5D02G550700.193: TraesCS5D02G550700.1,T2down
Traes_7DS_2565207CB,TraesCS7B02G047300,109: TraesCS7B02G047300.193: TraesCS7B02G047300.1,T2down
Traes_7DS_2565207CB,TraesCS7A02G145100,109: TraesCS7A02G145100.193: TraesCS7A02G145100.1,T2down
Traes_7DS_2565207CB,TraesCS7D02G146400,109: TraesCS7D02G146400.193: TraesCS7D02G146400.1,T2down
Traes_4AL_193A5756A,TraesCS4B02G046500,109: TraesCS4B02G046500.193: TraesCS4B02G046500.1,T2down
Traes_4AL_193A5756A,TraesCS4A02G267900,109: TraesCS4A02G267900.193: TraesCS4A02G267900.1,T2down
Traes_4AL_193A5756A,TraesCS4D02G045600,109: TraesCS4D02G045600.193: TraesCS4D02G045600.1,T2down
Traes_5BL_8F6A371C1,TraesCS5A02G135600,109: TraesCS5A02G135600.193: TraesCS5A02G135600.1,T2down
Traes_5BL_8F6A371C1,TraesCS5B02G134500,109: TraesCS5B02G134500.193: TraesCS5B02G134500.1,T2down
Traes_5BL_8F6A371C1,TraesCS5D02G142200,109: TraesCS5D02G142200.193: TraesCS5D02G142200.1,T2down
Traes_4AS_9722C073D,TraesCS4B02G290300,109: TraesCS4B02G290300.193: TraesCS4B02G290300.1,T2down
Traes_4AS_9722C073D,TraesCS4A02G013400,109: TraesCS4A02G013400.193: TraesCS4A02G013400.1,T2down
Traes_4AS_9722C073D,TraesCS4D02G289400,109: TraesCS4D02G289400.193: TraesCS4D02G289400.1,T2down
Traes_5DL_76071BE38,TraesCS5D02G131700,109: TraesCS5D02G131700.193: TraesCS5D02G131700.1,T2down
Traes_5DL_76071BE38,TraesCS5B02G123400,109: TraesCS5B02G123400.193: TraesCS5B02G123400.1,T2down
Traes_5DL_76071BE38,TraesCS5A02G123800,109: TraesCS5A02G123800.193: TraesCS5A02G123800.1,T2down
Traes_3DS_1DD887304,TraesCS3D02G127400,109: TraesCS3D02G127400.193: TraesCS3D02G127400.1,T2down
Traes_3DS_1DD887304,TraesCSU02G052700,109: TraesCSU02G052700.193: TraesCSU02G052700.1,T2down
Traes_5DL_79F38CC7A,TraesCS4A02G346600,109: TraesCS4A02G346600.193: TraesCS4A02G346600.1,T2down
Traes_5DL_79F38CC7A,TraesCS5D02G525900,109: TraesCS5D02G525900.193: TraesCS5D02G525900.1,T2down
Traes_5DL_79F38CC7A,TraesCS4A02G346500,109: TraesCS4A02G346500.193: TraesCS4A02G346500.1,T2down
Traes_5DL_79F38CC7A,TraesCS5B02G526800,109: TraesCS5B02G526800.193: TraesCS5B02G526800.1,T2down
Traes_5AS_7388C63CB,TraesCS5B02G057800,109: TraesCS5B02G057800.193: TraesCS5B02G057800.1,T2down
Traes_5AS_7388C63CB,TraesCS5A02G051800,109: TraesCS5A02G051800.193: TraesCS5A02G051800.1,T2down
Traes_5AS_7388C63CB,TraesCS5D02G062900,109: TraesCS5D02G062900.193: TraesCS5D02G062900.1,T2down
Traes_5AS_7388C63CB,TraesCS5B02G055900,109: TraesCS5B02G055900.193: TraesCS5B02G055900.1,T2down
Traes_7AS_7F024E361,TraesCS7D02G252700,109: TraesCS7D02G252700.193: TraesCS7D02G252700.1,T2down
Traes_7AS_7F024E361,TraesCS7B02G150400,109: TraesCS7B02G150400.193: TraesCS7B02G150400.1,T2down
Traes_7AS_7F024E361,TraesCS7A02G254200,109: TraesCS7A02G254200.193: TraesCS7A02G254200.1,T2down
Traes_6AS_1EF252E0A,TraesCS6B02G175200,109: TraesCS6B02G175200.193: TraesCS6B02G175200.1,T2down
Traes_6AS_1EF252E0A,TraesCS6A02G147000,109: TraesCS6A02G147000.193: TraesCS6A02G147000.1,T2down
Traes_6AS_1EF252E0A,TraesCS6D02G136300,109: TraesCS6D02G136300.193: TraesCS6D02G136300.1,T2down
Traes_6AL_2FD2D5BF2,TraesCS6B02G306600,109: TraesCS6B02G306600.193: TraesCS6B02G306600.1,T2down
Traes_6AL_2FD2D5BF2,TraesCS6D02G258900,109: TraesCS6D02G258900.193: TraesCS6D02G258900.1,T2down
Traes_6AL_2FD2D5BF2,TraesCS6A02G278300,109: TraesCS6A02G278300.193: TraesCS6A02G278300.1,T2down
Traes_5AL_AF9D4A8FB,TraesCS5D02G319900,109: TraesCS5D02G319900.193: TraesCS5D02G319900.1,T2down
Traes_5AL_AF9D4A8FB,TraesCS5B02G314100,109: TraesCS5B02G314100.193: TraesCS5B02G314100.1,T2down
Traes_5AL_AF9D4A8FB,TraesCS5A02G313200,109: TraesCS5A02G313200.193: TraesCS5A02G313200.1,T2down
Traes_6BS_ED3820356,TraesCS6B02G005400,109: TraesCS6B02G005400.193: TraesCS6B02G005400.1,T2down
Traes_6BS_ED3820356,TraesCS6D02G004800,109: TraesCS6D02G004800.193: TraesCS6D02G004800.1,T2down
Traes_6BS_ED3820356,TraesCS6A02G000700,109: TraesCS6A02G000700.193: TraesCS6A02G000700.1,T2down
Traes_2DS_F4CF6693B,TraesCS2D02G236400,109: TraesCS2D02G236400.193: TraesCS2D02G236400.1,T2down
Traes_2DS_F4CF6693B,TraesCS2B02G253300,109: TraesCS2B02G253300.193: TraesCS2B02G253300.1,T2down
Traes_2DS_F4CF6693B,TraesCS2A02G234800,109: TraesCS2A02G234800.193: TraesCS2A02G234800.1,T2down
Traes_3AL_98853247A,TraesCS3D02G356400,109: TraesCS3D02G356400.193: TraesCS3D02G356400.1,T2down
Traes_3AL_98853247A,TraesCS3B02G395100,109: TraesCS3B02G395100.193: TraesCS3B02G395100.1,T2down
Traes_3AL_98853247A,TraesCS3A02G362600,109: TraesCS3A02G362600.193: TraesCS3A02G362600.1,T2down
Traes_4DL_82275C845,TraesCS4D02G312300,109: TraesCS4D02G312300.193: TraesCS4D02G312300.1,T2down
Traes_4DL_82275C845,TraesCS4A02G414600,109: TraesCS4A02G414600.193: TraesCS4A02G414600.1,T2down
Traes_4DL_82275C845,TraesCS4B02G315300,109: TraesCS4B02G315300.193: TraesCS4B02G315300.1,T2down
Traes_7BL_DD8511E56,TraesCS7D02G452200,109: TraesCS7D02G452200.193: TraesCS7D02G452200.1,T2down
Traes_7BL_DD8511E56,TraesCS7B02G365100,109: TraesCS7B02G365100.193: TraesCS7B02G365100.1,T2down
Traes_7BL_DD8511E56,TraesCS7A02G464600,109: TraesCS7A02G464600.193: TraesCS7A02G464600.1,T2down
Traes_6DL_83D7601DD,TraesCS6A02G213100,109: TraesCS6A02G213100.193: TraesCS6A02G213100.1,T2down
Traes_6DL_83D7601DD,TraesCS6B02G241000,109: TraesCS6B02G241000.193: TraesCS6B02G241000.1,T2down
Traes_6DL_83D7601DD,TraesCS6D02G194600,109: TraesCS6D02G194600.193: TraesCS6D02G194600.1,T2down
Traes_3DL_34EADFCED,TraesCS3B02G262000,109: TraesCS3B02G262000.193: TraesCS3B02G262000.1,T2down
Traes_3DL_34EADFCED,TraesCS3D02G220400,109: TraesCS3D02G220400.193: TraesCS3D02G220400.1,T2down
Traes_3DL_34EADFCED,TraesCS3A02G232700,109: TraesCS3A02G232700.193: TraesCS3A02G232700.1,T2down
Traes_1DL_09C78ED4B,TraesCS1D02G178300,109: TraesCS1D02G178300.193: TraesCS1D02G178300.1,T2down
Traes_1DL_09C78ED4B,TraesCS1A02G180100,109: TraesCS1A02G180100.193: TraesCS1A02G180100.1,T2down
Traes_1DL_09C78ED4B,TraesCS1B02G200400,109: TraesCS1B02G200400.193: TraesCS1B02G200400.1,T2down
Traes_3AS_CFFF0B2BC,TraesCS3D02G181900,109: TraesCS3D02G181900.193: TraesCS3D02G181900.1,T2down
Traes_3AS_CFFF0B2BC,TraesCS3A02G179200,109: TraesCS3A02G179200.193: TraesCS3A02G179200.1,T2down
Traes_3AS_CFFF0B2BC,TraesCS3B02G205900,109: TraesCS3B02G205900.193: TraesCS3B02G205900.1,T2down
Traes_2AL_E6ACD9F9B,TraesCS2A02G505800,109: TraesCS2A02G505800.193: TraesCS2A02G505800.1,T2down
Traes_2AL_E6ACD9F9B,TraesCS2D02G506600,109: TraesCS2D02G506600.193: TraesCS2D02G506600.1,T2down
Traes_2AL_E6ACD9F9B,TraesCS2B02G534200,109: TraesCS2B02G534200.193: TraesCS2B02G534200.1,T2down
Traes_7DS_45E7ED0D0,TraesCS7D02G145400,109: TraesCS7D02G145400.193: TraesCS7D02G145400.1,T2down
Traes_7DS_45E7ED0D0,TraesCS7B02G046000,109: TraesCS7B02G046000.193: TraesCS7B02G046000.1,T2down
Traes_7DS_45E7ED0D0,TraesCS7A02G143900,109: TraesCS7A02G143900.193: TraesCS7A02G143900.1,T2down
Traes_1AL_EF31F706D,TraesCS1A02G428400,109: TraesCS1A02G428400.193: TraesCS1A02G428400.1,T2down
Traes_1AL_EF31F706D,TraesCS1B02G463100,109: TraesCS1B02G463100.193: TraesCS1B02G463100.1,T2down
Traes_1AL_EF31F706D,TraesCS1D02G437700,109: TraesCS1D02G437700.193: TraesCS1D02G437700.1,T2down
Traes_5BL_1A64812FC,TraesCS5D02G508200,109: TraesCS5D02G508200.193: TraesCS5D02G508200.1,T2down
Traes_5BL_1A64812FC,TraesCS5B02G508200,109: TraesCS5B02G508200.193: TraesCS5B02G508200.1,T2down
Traes_5BL_1A64812FC,TraesCS1A02G003100,109: TraesCS1A02G003100.193: TraesCS1A02G003100.1,T2down
Traes_5BL_1A64812FC,TraesCS5B02G508100,109: TraesCS5B02G508100.193: TraesCS5B02G508100.1,T2down
Traes_5BL_1A64812FC,TraesCS3D02G076100,109: TraesCS3D02G076100.193: TraesCS3D02G076100.1,T2down
Traes_1BS_E7702D25C,TraesCS1A02G059500,109: TraesCS1A02G059500.193: TraesCS1A02G059500.1,T2down
Traes_7BL_3D33964D9,TraesCS7D02G526500,109: TraesCS7D02G526500.193: TraesCS7D02G526500.1,T2down
Traes_7BL_3D33964D9,TraesCS7B02G459800,109: TraesCS7B02G459800.193: TraesCS7B02G459800.1,T2down
Traes_7DS_0FFF2FB02,TraesCS4A02G388200,109: TraesCS4A02G388200.193: TraesCS4A02G388200.1,T2down
Traes_7DS_0FFF2FB02,TraesCS7A02G088600,109: TraesCS7A02G088600.193: TraesCS7A02G088600.1,T2down
Traes_7DS_0FFF2FB02,TraesCS7D02G083900,109: TraesCS7D02G083900.193: TraesCS7D02G083900.1,T2down
Traes_1AL_F7AEB9163,TraesCS1B02G316400,109: TraesCS1B02G316400.193: TraesCS1B02G316400.1,T2down
Traes_1AL_F7AEB9163,TraesCS1A02G305700,109: TraesCS1A02G305700.193: TraesCS1A02G305700.1,T2down
Traes_1AL_F7AEB9163,TraesCS1D02G305400,109: TraesCS1D02G305400.193: TraesCS1D02G305400.1,T2down
Traes_5BL_679C187B0,TraesCS5A02G326100,109: TraesCS5A02G326100.193: TraesCS5A02G326100.1,T2down
Traes_5BL_679C187B0,TraesCS5B02G326500,109: TraesCS5B02G326500.193: TraesCS5B02G326500.1,T2down
Traes_5BL_679C187B0,TraesCS5D02G332200,109: TraesCS5D02G332200.193: TraesCS5D02G332200.1,T2down
Traes_7DS_B562402D2,TraesCS7A02G047500,109: TraesCS7A02G047500.193: TraesCS7A02G047500.1,T2down
Traes_7DS_B562402D2,TraesCS7D02G042000,109: TraesCS7D02G042000.193: TraesCS7D02G042000.1,T2down
Traes_4AL_2A5DEA0BB,TraesCS4B02G129900,109: TraesCS4B02G129900.193: TraesCS4B02G129900.1,T2down
Traes_4AL_2A5DEA0BB,TraesCS4D02G122700,109: TraesCS4D02G122700.193: TraesCS4D02G122700.1,T2down
Traes_4AL_2A5DEA0BB,TraesCS4A02G190600,109: TraesCS4A02G190600.193: TraesCS4A02G190600.1,T2down
Traes_2AS_70A738C1B,TraesCS5D02G057300,109: TraesCS5D02G057300.193: TraesCS5D02G057300.1,T2down
Traes_2AS_70A738C1B,TraesCS2B02G228300,109: TraesCS2B02G228300.193: TraesCS2B02G228300.1,T2down
Traes_2AS_70A738C1B,TraesCS3B02G515800,109: TraesCS3B02G515800.193: TraesCS3B02G515800.1,T2down
Traes_2AS_70A738C1B,TraesCS2A02G200900,109: TraesCS2A02G200900.193: TraesCS2A02G200900.1,T2down
Traes_2AS_70A738C1B,TraesCS2D02G213400,109: TraesCS2D02G213400.193: TraesCS2D02G213400.1,T2down
Traes_6DL_88F83EB44,TraesCS6D02G334800,109: TraesCS6D02G334800.193: TraesCS6D02G334800.1,T2down
Traes_3DL_EA7C7F622,TraesCS3A02G204100,109: TraesCS3A02G204100.193: TraesCS3A02G204100.1,T2down
Traes_3DL_EA7C7F622,TraesCS3D02G205100,109: TraesCS3D02G205100.193: TraesCS3D02G205100.1,T2down
Traes_3DL_EA7C7F622,TraesCS3B02G227300,109: TraesCS3B02G227300.193: TraesCS3B02G227300.1,T2down
Traes_4AL_44B08D112,TraesCS4A02G324400,109: TraesCS4A02G324400.193: TraesCS4A02G324400.1,T2down
Traes_4AL_44B08D112,TraesCS5D02G555000,109: TraesCS5D02G555000.193: TraesCS5D02G555000.1,T2down
Traes_3DL_5F257C9CD,TraesCS3A02G381100,109: TraesCS3A02G381100.193: TraesCS3A02G381100.1,T2down
Traes_3DL_5F257C9CD,TraesCS3D02G374300,109: TraesCS3D02G374300.193: TraesCS3D02G374300.1,T2down
Traes_3DL_5F257C9CD,TraesCS3B02G413800,109: TraesCS3B02G413800.193: TraesCS3B02G413800.1,T2down
Traes_2DS_EB3269FEE,TraesCS2B02G113300,109: TraesCS2B02G113300.193: TraesCS2B02G113300.1,T2down
Traes_2DS_EB3269FEE,TraesCS2D02G096900,109: TraesCS2D02G096900.193: TraesCS2D02G096900.1,T2down
Traes_2DS_EB3269FEE,TraesCS2A02G097600,109: TraesCS2A02G097600.193: TraesCS2A02G097600.1,T2down
Traes_2BL_73460D0ED,TraesCS2A02G286800,109: TraesCS2A02G286800.193: TraesCS2A02G286800.1,T2down
Traes_2BL_73460D0ED,TraesCS2D02G285400,109: TraesCS2D02G285400.193: TraesCS2D02G285400.1,T2down
Traes_2BL_73460D0ED,TraesCS2B02G303800,109: TraesCS2B02G303800.193: TraesCS2B02G303800.1,T2down
Traes_3AS_860783913,TraesCS3A02G122400,109: TraesCS3A02G122400.193: TraesCS3A02G122400.1,T2down
Traes_3AS_860783913,TraesCS3B02G141600,109: TraesCS3B02G141600.193: TraesCS3B02G141600.1,T2down
Traes_3AS_860783913,TraesCS3D02G124300,109: TraesCS3D02G124300.193: TraesCS3D02G124300.1,T2down
Traes_6BL_A62A29F7B,TraesCS6B02G395400,109: TraesCS6B02G395400.193: TraesCS6B02G395400.1,T2down
Traes_6AL_291C2AC57,TraesCS6D02G190800,109: TraesCS6D02G190800.193: TraesCS6D02G190800.1,T2down
Traes_6AL_291C2AC57,TraesCS6A02G205500,109: TraesCS6A02G205500.193: TraesCS6A02G205500.1,T2down
Traes_6AL_291C2AC57,TraesCS6B02G235800,109: TraesCS6B02G235800.193: TraesCS6B02G235800.1,T2down
Traes_3AL_3E8464BCC,TraesCS3B02G300000,109: TraesCS3B02G300000.193: TraesCS3B02G300000.1,T2down
Traes_3AL_3E8464BCC,TraesCS3A02G266500,109: TraesCS3A02G266500.193: TraesCS3A02G266500.1,T2down
Traes_3AL_3E8464BCC,TraesCS3D02G266700,109: TraesCS3D02G266700.193: TraesCS3D02G266700.1,T2down
Traes_4AS_151E507DC,TraesCS4D02G181600,109: TraesCS4D02G181600.193: TraesCS4D02G181600.1,T2down
