Gene stable ID,GO term name,GO term definition,GO term accession,GO term evidence code,GO domain
TraesCS2A02G215800,protein kinase activity,"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.",GO:0004672,IEA,molecular_function
TraesCS2A02G215800,protein phosphorylation,The process of introducing a phosphate group on to a protein.,GO:0006468,IEA,biological_process
TraesCS2A02G215800,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS2A02G215900,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS2A02G215900,ATP binding,"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",GO:0005524,IEA,molecular_function
TraesCS2A02G215900,protein kinase activity,"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.",GO:0004672,IEA,molecular_function
TraesCS2A02G215900,protein phosphorylation,The process of introducing a phosphate group on to a protein.,GO:0006468,IEA,biological_process
TraesCS2A02G218200,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",GO:0005634,IEA,cellular_component
TraesCS2A02G218200,rRNA processing,Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules.,GO:0006364,IEA,biological_process
TraesCS2A02G218300,acyltransferase activity,Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor).,GO:0016746,IEA,molecular_function
TraesCS2A02G218300,O-acyltransferase activity,Catalysis of the transfer of an acyl group to an oxygen atom on the acceptor molecule.,GO:0008374,IEA,molecular_function
TraesCS2A02G218300,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS2A02G218300,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS2A02G218300,transferase activity,"Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.",GO:0016740,IEA,molecular_function
TraesCS2A02G218300,"acyltransferase activity, transferring groups other than amino-acyl groups","Catalysis of the transfer of an acyl group, other than amino-acyl, from one compound (donor) to another (acceptor).",GO:0016747,IEA,molecular_function
TraesCS2A02G218300,oxidative phosphorylation,"The phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis.",GO:0006119,IEA,biological_process
TraesCS2A02G218800,,,,,
TraesCS2A02G218900,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",GO:0005634,IEA,cellular_component
TraesCS2A02G218900,DNA repair,"The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway.",GO:0006281,IEA,biological_process
TraesCS2A02G218900,phosphoric diester hydrolase activity,Catalysis of the hydrolysis of a phosphodiester to give a phosphomonoester and a free hydroxyl group.,GO:0008081,IEA,molecular_function
TraesCS2A02G218900,3'-tyrosyl-DNA phosphodiesterase activity,Catalysis of the hydrolysis of 3'-phosphotyrosyl groups formed as covalent intermediates (in DNA backbone breakage) between DNA topoisomerase I and DNA.,GO:0017005,IEA,molecular_function
TraesCS2A02G218900,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS2A02G220800,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS2A02G220800,electron transfer activity,Any molecular entity that serves as an electron acceptor and electron donor in an electron transport chain. An electron transport chain is a process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.,GO:0009055,IEA,molecular_function
TraesCS2A02G220800,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,GO:0016020,IEA,cellular_component
TraesCS2A02G220800,tricarboxylic acid cycle,"A nearly universal metabolic pathway in which the acetyl group of acetyl coenzyme A is effectively oxidized to two CO2 and four pairs of electrons are transferred to coenzymes. The acetyl group combines with oxaloacetate to form citrate, which undergoes successive transformations to isocitrate, 2-oxoglutarate, succinyl-CoA, succinate, fumarate, malate, and oxaloacetate again, thus completing the cycle. In eukaryotes the tricarboxylic acid is confined to the mitochondria. See also glyoxylate cycle.",GO:0006099,IEA,biological_process
TraesCS2A02G220800,succinate dehydrogenase activity,Catalysis of the reaction: succinate + acceptor = fumarate + reduced acceptor.,GO:0000104,IEA,molecular_function
TraesCS2A02G220800,succinate dehydrogenase complex,"A multimeric complex which consists of flavoprotein (subunit A ; InterPro:IPR003952), iron-sulfur protein (subunit B) and membrane-bound cytochrome b560 (subunit C; InterPro:IPR000701). In some Archaea, the membrane-bound subunits (C or C and D) do not necessarily contain heme. Membrane-bound subunits can bind or react with quinones.",GO:0045281,IEA,cellular_component
TraesCS2A02G220900,lipid metabolic process,"The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids.",GO:0006629,IEA,biological_process
TraesCS2A02G220900,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS2A02G220900,phospholipase activity,Catalysis of the hydrolysis of a glycerophospholipid.,GO:0004620,IEA,molecular_function
TraesCS2A02G226800,peptidyl-prolyl cis-trans isomerase activity,Catalysis of the reaction: peptidyl-proline (omega=180) = peptidyl-proline (omega=0).,GO:0003755,IEA,molecular_function
TraesCS2A02G227000,,,,,
TraesCS2A02G241800,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS2A02G241800,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS2A02G241800,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS2A02G241800,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS2A02G241800,small ribosomal subunit,The smaller of the two subunits of a ribosome.,GO:0015935,IEA,cellular_component
TraesCS2A02G241900,transferase activity,"Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.",GO:0016740,IEA,molecular_function
TraesCS2A02G241900,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS2A02G241900,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS2A02G241900,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",GO:0006412,IEA,biological_process
TraesCS2A02G241900,large ribosomal subunit,"The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site).",GO:0015934,IEA,cellular_component
TraesCS2A02G241900,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS2A02G242000,chloroplast,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma.",GO:0009507,IEA,cellular_component
TraesCS2A02G242100,,,,,
TraesCS2A02G249500,,,,,
TraesCS2A02G249600,nucleic acid binding,Binding to a nucleic acid.,GO:0003676,IEA,molecular_function
TraesCS2A02G249600,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS2A02G249600,thylakoid,"A membranous cellular structure that bears the photosynthetic pigments in plants, algae, and cyanobacteria. In cyanobacteria thylakoids are of various shapes and are attached to, or continuous with, the plasma membrane. In eukaryotes they are flattened, membrane-bounded disk-like structures located in the chloroplasts; in the chloroplasts of higher plants the thylakoids form dense stacks called grana. Isolated thylakoid preparations can carry out photosynthetic electron transport and the associated phosphorylation.",GO:0009579,IEA,cellular_component
TraesCS2A02G249600,mRNA binding,"Binding to messenger RNA (mRNA), an intermediate molecule between DNA and protein. mRNA includes UTR and coding sequences, but does not contain introns.",GO:0003729,IEA,molecular_function
TraesCS2A02G249600,chloroplast rRNA processing,Any rRNA processing that takes place in chloroplast.,GO:1901259,IEA,biological_process
TraesCS2A02G249600,chloroplast RNA processing,The conversion of a primary RNA molecule transcribed from a chloroplast genome into one or more mature RNA molecules.,GO:0031425,IEA,biological_process
TraesCS2A02G249600,chloroplast stroma,"The space enclosed by the double membrane of a chloroplast but excluding the thylakoid space. It contains DNA, ribosomes and some temporary products of photosynthesis.",GO:0009570,IEA,cellular_component
TraesCS2A02G284800,,,,,
TraesCS2A02G284900,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS2A02G284900,transmembrane transport,"The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.",GO:0055085,IEA,biological_process
TraesCS2A02G284900,oligopeptide transmembrane transporter activity,Enables the transfer of oligopeptides from one side of a membrane to the other. Oligopeptides are molecules that contain a small number (2 to 20) of amino-acid residues connected by peptide linkages.,GO:0035673,IEA,molecular_function
TraesCS2A02G291500,chloroplast,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma.",GO:0009507,IEA,cellular_component
TraesCS2A02G291600,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS2A02G293900,,,,,
TraesCS2A02G294000,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,GO:0003735,IEA,molecular_function
TraesCS2A02G294000,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",GO:0005840,IEA,cellular_component
TraesCS2A02G294000,translational elongation,The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis.,GO:0006414,IEA,biological_process
TraesCS2A02G294000,cytosolic large ribosomal subunit,The large subunit of a ribosome located in the cytosol.,GO:0022625,IEA,cellular_component
TraesCS2A02G294000,ribonucleoprotein complex,A macromolecular complex that contains both RNA and protein molecules.,GO:1990904,IEA,cellular_component
TraesCS2A02G294000,cytoplasmic translational elongation,The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis in the cytoplasm.,GO:0002182,IEA,biological_process
TraesCS2A02G303200,protein-disulfide reductase activity,Catalysis of the reaction: a protein with reduced sulfide groups = a protein with oxidized disulfide bonds.,GO:0015035,IEA,molecular_function
TraesCS2A02G303200,cell redox homeostasis,Any process that maintains the redox environment of a cell or compartment within a cell.,GO:0045454,IEA,biological_process
TraesCS2A02G303200,glycerol ether metabolic process,"The chemical reactions and pathways involving glycerol ethers, any anhydride formed between two organic hydroxy compounds, one of which is glycerol.",GO:0006662,IEA,biological_process
TraesCS2A02G303200,obsolete cell,OBSOLETE. The basic structural and functional unit of all organisms. Includes the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope.,GO:0005623,IEA,cellular_component
TraesCS2A02G303300,,,,,
TraesCS2A02G320800,,,,,
TraesCS2A02G320900,metal ion binding,Binding to a metal ion.,GO:0046872,IEA,molecular_function
TraesCS2A02G320900,catalytic activity,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0003824,IEA,molecular_function
TraesCS2A02G320900,cell population proliferation,"The multiplication or reproduction of cells, resulting in the expansion of a cell population.",GO:0008283,IEA,biological_process
TraesCS2A02G320900,iron-sulfur cluster binding,"Binding to an iron-sulfur cluster, a combination of iron and sulfur atoms.",GO:0051536,IEA,molecular_function
TraesCS2A02G320900,histone acetyltransferase activity,Catalysis of the reaction: acetyl-CoA + histone = CoA + acetyl-histone.,GO:0004402,IEA,molecular_function
TraesCS2A02G320900,tRNA wobble uridine modification,The process in which a uridine in position 34 of a tRNA is post-transcriptionally modified.,GO:0002098,IEA,biological_process
TraesCS2A02G320900,cytosol,"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.",GO:0005829,IEA,cellular_component
TraesCS2A02G320900,elongator holoenzyme complex,A heterohexameric protein complex composed two discrete heterotrimeric subcomplexes that is involved in modification of wobble nucleosides in tRNA.,GO:0033588,IEA,cellular_component
TraesCS2A02G320900,acetyltransferase activity,Catalysis of the transfer of an acetyl group to an acceptor molecule.,GO:0016407,IEA,molecular_function
TraesCS2A02G320900,regulation of auxin mediated signaling pathway,"Any process that modulates the rate, frequency or extent of auxin mediated signaling pathway. Auxin mediated signaling pathway is the series of molecular signals generated in response to detection of auxin.",GO:0010928,IEA,biological_process
TraesCS2A02G320900,specification of plant organ axis polarity,The process in which the polarity of a plant organ axis is specified.,GO:0090708,IEA,biological_process
TraesCS2A02G320900,regulation of leaf formation,"Any process that modulates the frequency, rate or extent of leaf formation.",GO:2000025,IEA,biological_process
TraesCS2A02G320900,GO_0005719,Go 0005719,GO:0005719,IEA,go
TraesCS2A02G320900,DNA-mediated transformation,The direct uptake and incorporation of exogenous genetic material (DNA or RNA) into a cell from its surroundings through the cell envelope.,GO:0009294,IEA,biological_process
TraesCS2A02G320900,organ growth,"The increase in size or mass of an organ. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that function together as to perform a specific function.",GO:0035265,IEA,biological_process
TraesCS2A02G347200,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS2A02G347300,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS2A02G347300,chloroplast,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma.",GO:0009507,IEA,cellular_component
TraesCS2A02G347300,nonphotochemical quenching,"The process by which excess light energy absorbed by chlorophyll and not used to drive photosynthesis is emitted as heat. This process helps maintain the balance between dissipation and utilization of light energy to minimize generation of oxidizing molecules, thereby protecting the plant against photo-oxidative damage.",GO:0010196,IEA,biological_process
TraesCS2A02G357900,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS2A02G357900,endoplasmic reticulum membrane,The lipid bilayer surrounding the endoplasmic reticulum.,GO:0005789,IEA,cellular_component
TraesCS2A02G357900,dolichol-linked oligosaccharide biosynthetic process,"The chemical reactions and pathways resulting in the formation of dolichol-linked oligosaccharide, usually by a stepwise addition of glycosyl chains to endoplasmic reticulum membrane-bound dolichol-P.",GO:0006488,IEA,biological_process
TraesCS2A02G357900,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,Catalysis of the transfer of an alpha-D-glucosyl residue from dolichyl-phosphate D-glucose into a membrane lipid-linked oligosaccharide.,GO:0004583,IEA,molecular_function
TraesCS2A02G357900,"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity",Catalysis of the addition of the third glucose residue to the lipid-linked oligosaccharide precursor for N-linked glycosylation; the transfer of glucose from dolichyl phosphate glucose (Dol-P-Glc) on to the lipid-linked oligosaccharide Glc(2)Man(9)GlcNAc(2)-PP-Dol.,GO:0106073,IEA,molecular_function
TraesCS2A02G357900,leaf development,"The process whose specific outcome is the progression of the leaf over time, from its formation to the mature structure.",GO:0048366,IEA,biological_process
TraesCS2A02G357900,response to salt stress,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment.",GO:0009651,IEA,biological_process
TraesCS2A02G358000,cytoplasm,"The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",GO:0005737,IEA,cellular_component
TraesCS2A02G358000,endoplasmic reticulum to Golgi vesicle-mediated transport,"The directed movement of substances from the endoplasmic reticulum (ER) to the Golgi, mediated by COP II vesicles. Small COP II coated vesicles form from the ER and then fuse directly with the cis-Golgi. Larger structures are transported along microtubules to the cis-Golgi.",GO:0006888,IEA,biological_process
TraesCS2A02G358000,Golgi apparatus,"A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways.",GO:0005794,IEA,cellular_component
TraesCS2A02G358000,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",GO:0005634,IBA,cellular_component
TraesCS2A02G358000,cytoplasm,"The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",GO:0005737,IBA,cellular_component
TraesCS2A02G358000,endoplasmic reticulum to Golgi vesicle-mediated transport,"The directed movement of substances from the endoplasmic reticulum (ER) to the Golgi, mediated by COP II vesicles. Small COP II coated vesicles form from the ER and then fuse directly with the cis-Golgi. Larger structures are transported along microtubules to the cis-Golgi.",GO:0006888,IBA,biological_process
TraesCS2A02G358000,TRAPP complex,A large complex that acts as a tethering factor involved in transporting vesicles from the ER through the Golgi to the plasma membrane. A TRAPP (transport protein particle) complex has a core set of proteins which are joined by specific subunits depending on the cellular component where a given TRAPP complex is active.,GO:0030008,IBA,cellular_component
TraesCS2A02G358000,Golgi vesicle transport,"The directed movement of substances into, out of or within the Golgi apparatus, mediated by vesicles.",GO:0048193,IEA,biological_process
TraesCS2A02G363100,transferase activity,"Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.",GO:0016740,IEA,molecular_function
TraesCS2A02G363100,O-acetyltransferase activity,Catalysis of the transfer of an acetyl group to an oxygen atom on the acceptor molecule.,GO:0016413,IEA,molecular_function
TraesCS2A02G363200,,,,,
TraesCS2A02G374700,protein-disulfide reductase activity,Catalysis of the reaction: a protein with reduced sulfide groups = a protein with oxidized disulfide bonds.,GO:0015035,IEA,molecular_function
TraesCS2A02G374700,protein import into mitochondrial intermembrane space,The import of proteins into the space between the inner and outer mitochondrial membranes.,GO:0045041,IEA,biological_process
TraesCS2A02G374700,mitochondrion,"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.",GO:0005739,IEA,cellular_component
TraesCS2A02G374700,peroxisome,"A small organelle enclosed by a single membrane, and found in most eukaryotic cells. Contains peroxidases and other enzymes involved in a variety of metabolic processes including free radical detoxification, lipid catabolism and biosynthesis, and hydrogen peroxide metabolism.",GO:0005777,IEA,cellular_component
TraesCS2A02G374700,protein targeting to peroxisome,"The process of directing proteins towards the peroxisome, usually using signals contained within the protein.",GO:0006625,IEA,biological_process
TraesCS2A02G374800,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS2A02G374800,,,,,
TraesCS2A02G381700,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS2A02G381700,glycosyltransferase activity,Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor).,GO:0016757,IEA,molecular_function
TraesCS2A02G381800,mitochondrion,"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.",GO:0005739,IEA,cellular_component
TraesCS2A02G381800,response to UV-B,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a UV-B radiation stimulus. UV-B radiation (UV-B light) spans the wavelengths 280 to 315 nm.",GO:0010224,IEA,biological_process
TraesCS2A02G381800,auxin polar transport,The unidirectional movement of auxin in the stem from tip to base along the vector of gravity or basipetally.,GO:0009926,IEA,biological_process
TraesCS2A02G381800,chloroplast envelope,The double lipid bilayer enclosing the chloroplast and separating its contents from the rest of the cytoplasm; includes the intermembrane space.,GO:0009941,IEA,cellular_component
TraesCS2A02G392700,"acyltransferase activity, transferring groups other than amino-acyl groups","Catalysis of the transfer of an acyl group, other than amino-acyl, from one compound (donor) to another (acceptor).",GO:0016747,IEA,molecular_function
TraesCS2A02G392800,RNA binding,Binding to an RNA molecule or a portion thereof.,GO:0003723,IEA,molecular_function
TraesCS2A02G406100,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS2A02G406100,protein-cysteine S-palmitoyltransferase activity,"Catalysis of the transfer of a palmitoyl (systematic name, hexadecanoyl) group to a sulfur atom on the cysteine of a protein molecule, in the reaction hexadecanoyl-CoA + L-cysteinyl-[protein] = CoA + S-hexadecanoyl-L-cysteinyl-[protein].",GO:0019706,IEA,molecular_function
TraesCS2A02G406100,palmitoyltransferase activity,Catalysis of the transfer of a palmitoyl (CH3-[CH2]14-CO-) group to an acceptor molecule.,GO:0016409,IEA,molecular_function
TraesCS2A02G406200,copper ion binding,Binding to a copper (Cu) ion.,GO:0005507,IEA,molecular_function
TraesCS2A02G406200,oxidoreductase activity,"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.",GO:0016491,IEA,molecular_function
TraesCS2A02G415500,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS2A02G415600,hydrolase activity,"Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3.",GO:0016787,IEA,molecular_function
TraesCS2A02G424300,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,GO:0016021,IEA,cellular_component
TraesCS2A02G424300,endoplasmic reticulum membrane,The lipid bilayer surrounding the endoplasmic reticulum.,GO:0005789,IEA,cellular_component
TraesCS2A02G424300,vacuolar proton-transporting V-type ATPase complex assembly,"The aggregation, arrangement and bonding together of a vacuolar proton-transporting V-type ATPase complex, proton-transporting two-sector ATPase complex that couples ATP hydrolysis to the transport of protons across the vacuolar membrane.",GO:0070072,IEA,biological_process
TraesCS2A02G424300,endoplasmic reticulum-Golgi intermediate compartment membrane,The lipid bilayer surrounding any of the compartments of the endoplasmic reticulum (ER)-Golgi intermediate compartment system.,GO:0033116,IEA,cellular_component
TraesCS2A02G424300,ER to Golgi transport vesicle membrane,The lipid bilayer surrounding a vesicle transporting substances from the endoplasmic reticulum to the Golgi.,GO:0012507,IEA,cellular_component
TraesCS2A02G424400,mitochondrion,"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.",GO:0005739,IEA,cellular_component
TraesCS2A02G424400,protein binding,Binding to a protein.,GO:0005515,IEA,molecular_function
TraesCS2A02G437500,ATPase-coupled transmembrane transporter activity,"Primary active transporter of a solute across a membrane, via the reaction: ATP + H2O = ADP + phosphate, to directly drive the transport of a substance across a membrane. The transport protein may be transiently phosphorylated (P-type transporters), or not (ABC-type transporters and other families of transporters). Primary active transport occurs up the solute's concentration gradient and is driven by a primary energy source.",GO:0042626,IEA,molecular_function
TraesCS2A02G437500,"proton-transporting ATPase activity, rotational mechanism","Enables the transfer of protons from one side of a membrane to the other according to the reaction: ATP + H2O + H+(in) = ADP + phosphate + H+(out), by a rotational mechanism.",GO:0046961,IEA,molecular_function
TraesCS2A02G437500,proton transmembrane transport,The directed movement of a proton across a membrane.,GO:1902600,IEA,biological_process
