Requested ID,Matched ID(s),Releases,,,,,,,
Traes_3DL_A3D46AF86,TraesCS3B02G590900,108: TraesCS3B02G590900.193: TraesCS3B02G590900.1,,,,,,,
Traes_3DL_A3D46AF86,TraesCS3A02G521200,108: TraesCS3A02G521200.193: TraesCS3A02G521200.1,,,,,,,
Traes_3DL_A3D46AF86,TraesCS3D02G528000,108: TraesCS3D02G528000.193: TraesCS3D02G528000.1,,,,,,,
Traes_4DS_702191D74,TraesCS4B02G027800,108: TraesCS4B02G027800.193: TraesCS4B02G027800.1,,,,,,,
Traes_4DS_702191D74,TraesCS4A02G286400,108: TraesCS4A02G286400.193: TraesCS4A02G286400.1,,,,,,,
Traes_4DS_702191D74,TraesCS4D02G025300,108: TraesCS4D02G025300.193: TraesCS4D02G025300.1,,,,,,,
Traes_2DS_9AE98AA57,TraesCS2A02G231000,108: TraesCS2A02G231000.193: TraesCS2A02G231000.1,,,,,,,
Traes_2DS_9AE98AA57,TraesCS2B02G257100,108: TraesCS2B02G257100.193: TraesCS2B02G257100.1,,,,,,,
Traes_2DS_9AE98AA57,TraesCS2D02G235600,108: TraesCS2D02G235600.193: TraesCS2D02G235600.1,,,,,,,
Traes_1DL_BD805AF0F,TraesCS1A02G311400,108: TraesCS1A02G311400.193: TraesCS1A02G311400.1,,,,,,,
Traes_1DL_BD805AF0F,TraesCS1D02G311400,108: TraesCS1D02G311400.193: TraesCS1D02G311400.1,,,,,,,
Traes_1DL_BD805AF0F,TraesCS1B02G322900,108: TraesCS1B02G322900.193: TraesCS1B02G322900.1,,,,,,,
Traes_7DL_BCCB7CBE4,TraesCS7D02G396800,108: TraesCS7D02G396800.193: TraesCS7D02G396800.1,,,,,,,
Traes_7DL_BCCB7CBE4,TraesCS7A02G403300,108: TraesCS7A02G403300.193: TraesCS7A02G403300.1,,,,,,,
Traes_7DL_BCCB7CBE4,TraesCS7B02G302800,108: TraesCS7B02G302800.193: TraesCS7B02G302800.1,,,,,,,
Traes_2DL_E008B6B4D,TraesCS2B02G305200,108: TraesCS2B02G305200.193: TraesCS2B02G305200.1,,,,,,,
Traes_2DL_E008B6B4D,TraesCS2A02G288400,108: TraesCS2A02G288400.193: TraesCS2A02G288400.1,,,,,,,
Traes_2DL_E008B6B4D,TraesCS2D02G286700,108: TraesCS2D02G286700.193: TraesCS2D02G286700.1,,,,,,,
Traes_4DS_F713B0347,TraesCS4D02G065300,108: TraesCS4D02G065300.193: TraesCS4D02G065300.1,,,,,,,
Traes_4DS_F713B0347,TraesCS4B02G066300,108: TraesCS4B02G066300.193: TraesCS4B02G066300.1,,,,,,,
Traes_4DS_F713B0347,TraesCS4A02G248500,108: TraesCS4A02G248500.193: TraesCS4A02G248500.1,,,,,,,
Traes_5DL_7F82B2331,TraesCS5B02G486700,108: TraesCS5B02G486700.193: TraesCS5B02G486700.1,,,,,,,
Traes_5DL_7F82B2331,TraesCS5A02G473700,108: TraesCS5A02G473700.193: TraesCS5A02G473700.1,,,,,,,
Traes_5DL_7F82B2331,TraesCS5D02G486500,108: TraesCS5D02G486500.193: TraesCS5D02G486500.1,,,,,,,
Traes_7DL_2058A21B2,TraesCS7A02G310600,108: TraesCS7A02G310600.193: TraesCS7A02G310600.1,,,,,,,
Traes_7DL_2058A21B2,TraesCS7D02G307100,108: TraesCS7D02G307100.193: TraesCS7D02G307100.1,,,,,,,
Traes_7DL_2058A21B2,TraesCS7B02G210400,108: TraesCS7B02G210400.193: TraesCS7B02G210400.1,,,,,,,
Traes_7DS_B60F183FC,TraesCS7B02G060100,108: TraesCS7B02G060100.193: TraesCS7B02G060100.1,,,,,,,
Traes_7DS_B60F183FC,TraesCS7D02G156400,108: TraesCS7D02G156400.193: TraesCS7D02G156400.1,,,,,,,
Traes_7DS_B60F183FC,TraesCS7A02G156000,108: TraesCS7A02G156000.193: TraesCS7A02G156000.1,,,,,,,
Traes_5DL_05CCBAC11,TraesCS5D02G166600,108: TraesCS5D02G166600.193: TraesCS5D02G166600.1,,,,,,,
Traes_5DL_05CCBAC11,TraesCS5A02G162300,108: TraesCS5A02G162300.193: TraesCS5A02G162300.1,,,,,,,
Traes_5DL_05CCBAC11,TraesCS5B02G159800,108: TraesCS5B02G159800.193: TraesCS5B02G159800.1,,,,,,,
Traes_4DL_C1967644E,TraesCS4A02G051900,108: TraesCS4A02G051900.193: TraesCS4A02G051900.1,,,,,,,
Traes_4DL_C1967644E,TraesCS4B02G252400,108: TraesCS4B02G252400.193: TraesCS4B02G252400.1,,,,,,,
Traes_4DL_C1967644E,TraesCS4D02G252700,108: TraesCS4D02G252700.193: TraesCS4D02G252700.1,,,,,,,
Traes_6DS_1112C86F5,TraesCS6B02G026200,108: TraesCS6B02G026200.193: TraesCS6B02G026200.1,,,,,,,
Traes_6DS_1112C86F5,TraesCS6A02G019300,108: TraesCS6A02G019300.193: TraesCS6A02G019300.1,,,,,,,
Traes_6DS_1112C86F5,TraesCS6D02G022400,108: TraesCS6D02G022400.193: TraesCS6D02G022400.1,,,,,,,
Traes_5DL_913160EE8,TraesCS5A02G482000,108: TraesCS5A02G482000.193: TraesCS5A02G482000.1,,,,,,,
Traes_5DL_913160EE8,TraesCS5D02G495600,108: TraesCS5D02G495600.193: TraesCS5D02G495600.1,,,,,,,
Traes_5DL_913160EE8,TraesCS5B02G494900,108: TraesCS5B02G494900.193: TraesCS5B02G494900.1,,,,,,,
Traes_2DS_48FB7EC2D,TraesCS2A02G056400,108: TraesCS2A02G056400.193: TraesCS2A02G056400.1,,,,,,,
Traes_2DS_48FB7EC2D,TraesCS2B02G068700,108: TraesCS2B02G068700.193: TraesCS2B02G068700.1,,,,,,,
Traes_2DS_48FB7EC2D,TraesCS2D02G055000,108: TraesCS2D02G055000.193: TraesCS2D02G055000.1,,,,,,,
Traes_1DL_576085199,TraesCS1D02G142500,108: TraesCS1D02G142500.193: TraesCS1D02G142500.1,,,,,,,
Traes_1DL_576085199,TraesCS1B02G161100,108: TraesCS1B02G161100.193: TraesCS1B02G161100.1,,,,,,,
Traes_1DL_576085199,TraesCS1A02G143700,108: TraesCS1A02G143700.193: TraesCS1A02G143700.1,,,,,,,
Traes_2DL_7B0056729,TraesCS2D02G347800,108: TraesCS2D02G347800.193: TraesCS2D02G347800.1,,,,,,,
Traes_2DL_7B0056729,TraesCS2A02G349400,108: TraesCS2A02G349400.193: TraesCS2A02G349400.1,,,,,,,
Traes_2DL_7B0056729,TraesCS2B02G367900,108: TraesCS2B02G367900.193: TraesCS2B02G367900.1,,,,,,,
Traes_5DL_1C408ED3D,TraesCS5A02G222000,108: TraesCS5A02G222000.193: TraesCS5A02G222000.1,,,,,,,
Traes_5DL_1C408ED3D,TraesCS5B02G220800,108: TraesCS5B02G220800.193: TraesCS5B02G220800.1,,,,,,,
Traes_5DL_1C408ED3D,TraesCS5D02G229800,108: TraesCS5D02G229800.193: TraesCS5D02G229800.1,,,,,,,
Traes_2DS_5814764C5,TraesCS2A02G114400,108: TraesCS2A02G114400.193: TraesCS2A02G114400.1,,,,,,,
Traes_2DS_5814764C5,TraesCS2D02G115200,108: TraesCS2D02G115200.193: TraesCS2D02G115200.1,,,,,,,
Traes_2DS_5814764C5,TraesCS2B02G133500,108: TraesCS2B02G133500.193: TraesCS2B02G133500.1,,,,,,,
Traes_1DL_F4590DE82,TraesCS1A02G290700,108: TraesCS1A02G290700.193: TraesCS1A02G290700.1,,,,,,,
Traes_1DL_F4590DE82,TraesCS1D02G289300,108: TraesCS1D02G289300.193: TraesCS1D02G289300.1,,,,,,,
Traes_1DL_F4590DE82,TraesCS1B02G300000,108: TraesCS1B02G300000.193: TraesCS1B02G300000.1,,,,,,,
Traes_3DL_E92CE748D,TraesCS3A02G277700,108: TraesCS3A02G277700.193: TraesCS3A02G277700.1,,,,,,,
Traes_3DL_E92CE748D,TraesCS3D02G278000,108: TraesCS3D02G278000.193: TraesCS3D02G278000.1,,,,,,,
Traes_3DL_E92CE748D,TraesCS3B02G311900,108: TraesCS3B02G311900.193: TraesCS3B02G311900.1,,,,,,,
Traes_6DL_EE9625E89,TraesCS6A02G403700,108: TraesCS6A02G403700.193: TraesCS6A02G403700.1,,,,,,,
Traes_6DL_EE9625E89,TraesCS6B02G447600,108: TraesCS6B02G447600.193: TraesCS6B02G447600.1,,,,,,,
Traes_4DL_59DFE7A4C,TraesCS4A02G409200,108: TraesCS4A02G409200.193: TraesCS4A02G409200.1,,,,,,,
Traes_4DL_59DFE7A4C,TraesCS4D02G305800,108: TraesCS4D02G305800.193: TraesCS4D02G305800.1,,,,,,,
Traes_4DL_59DFE7A4C,TraesCS4B02G307600,108: TraesCS4B02G307600.193: TraesCS4B02G307600.1,,,,,,,
Traes_2DL_93976C033,TraesCS2B02G545400,108: TraesCS2B02G545400.193: TraesCS2B02G545400.1,,,,,,,
Traes_2DL_93976C033,TraesCS2D02G518500,108: TraesCS2D02G518500.193: TraesCS2D02G518500.1,,,,,,,
Traes_1DL_52B4B9E89,TraesCS1B02G229900,108: TraesCS1B02G229900.193: TraesCS1B02G229900.1,,,,,,,
Traes_1DL_52B4B9E89,TraesCS1D02G218700,108: TraesCS1D02G218700.193: TraesCS1D02G218700.1,,,,,,,
Traes_1DL_52B4B9E89,TraesCS1A02G216900,108: TraesCS1A02G216900.193: TraesCS1A02G216900.1,,,,,,,
Traes_5DL_D80132A30,TraesCS5D02G178400,108: TraesCS5D02G178400.193: TraesCS5D02G178400.1,,,,,,,
Traes_5DL_D80132A30,TraesCS5A02G173900,108: TraesCS5A02G173900.193: TraesCS5A02G173900.1,,,,,,,
Traes_5DL_D80132A30,TraesCS5B02G171400,108: TraesCS5B02G171400.193: TraesCS5B02G171400.1,,,,,,,
Traes_2DL_EFD23CEB3,TraesCS2B02G269700,108: TraesCS2B02G269700.193: TraesCS2B02G269700.1,,,,,,,
Traes_2DL_EFD23CEB3,TraesCS2A02G239500,108: TraesCS2A02G239500.193: TraesCS2A02G239500.1,,,,,,,
Traes_2DL_EFD23CEB3,TraesCS2D02G244500,108: TraesCS2D02G244500.193: TraesCS2D02G244500.1,,,,,,,
Traes_6DL_388913F84,TraesCS6A02G219800,108: TraesCS6A02G219800.193: TraesCS6A02G219800.1,,,,,,,
Traes_6DL_388913F84,TraesCS6D02G202700,108: TraesCS6D02G202700.193: TraesCS6D02G202700.1,,,,,,,
Traes_6DL_388913F84,TraesCS6B02G249200,108: TraesCS6B02G249200.193: TraesCS6B02G249200.1,,,,,,,
Traes_6DS_75C2FBF08,TraesCS6D02G161200,108: TraesCS6D02G161200.193: TraesCS6D02G161200.1,,,,,,,
Traes_6DS_75C2FBF08,TraesCS6A02G171800,108: TraesCS6A02G171800.193: TraesCS6A02G171800.1,,,,,,,
Traes_6DS_75C2FBF08,TraesCS6B02G199700,108: TraesCS6B02G199700.193: TraesCS6B02G199700.1,,,,,,,
Traes_2DS_350BC2583,TraesCS2A02G142300,108: TraesCS2A02G142300.193: TraesCS2A02G142300.1,,,,,,,
Traes_2DS_350BC2583,TraesCS2D02G145700,108: TraesCS2D02G145700.193: TraesCS2D02G145700.1,,,,,,,
Traes_2DS_350BC2583,TraesCS2B02G167500,108: TraesCS2B02G167500.193: TraesCS2B02G167500.1,,,,,,,
Traes_6DS_7FDD8343D,TraesCS6B02G140700,108: TraesCS6B02G140700.193: TraesCS6B02G140700.1,,,,,,,
Traes_6DS_7FDD8343D,TraesCS6D02G101600,108: TraesCS6D02G101600.193: TraesCS6D02G101600.1,,,,,,,
Traes_6DS_7FDD8343D,TraesCS6A02G113800,108: TraesCS6A02G113800.193: TraesCS6A02G113800.1,,,,,,,
Traes_4DL_EE41726EA,TraesCS4A02G105300,108: TraesCS4A02G105300.193: TraesCS4A02G105300.1,,,,,,,
Traes_4DL_EE41726EA,TraesCS4B02G198700,108: TraesCS4B02G198700.193: TraesCS4B02G198700.1,,,,,,,
Traes_4DL_EE41726EA,TraesCS4D02G199600,108: TraesCS4D02G199600.193: TraesCS4D02G199600.1,,,,,,,
Traes_2DL_0ED5BDD5B,TraesCS2A02G312800,108: TraesCS2A02G312800.193: TraesCS2A02G312800.1,,,,,,,
Traes_2DL_0ED5BDD5B,TraesCS2B02G329800,108: TraesCS2B02G329800.193: TraesCS2B02G329800.1,,,,,,,
Traes_2DL_0ED5BDD5B,TraesCS2D02G311300,108: TraesCS2D02G311300.193: TraesCS2D02G311300.1,,,,,,,
Traes_2DL_D819861FE,TraesCS2B02G361900,108: TraesCS2B02G361900.193: TraesCS2B02G361900.1,,,,,,,
Traes_2DL_D819861FE,TraesCS2A02G320800,108: TraesCS2A02G320800.193: TraesCS2A02G320800.1,,,,,,,
Traes_2DL_D819861FE,TraesCS2D02G341500,108: TraesCS2D02G341500.193: TraesCS2D02G341500.1,,,,,,,
Traes_1DL_5C72CBFC6,TraesCS1D02G388000,108: TraesCS1D02G388000.193: TraesCS1D02G388000.1,,,,,,,
Traes_1DL_5C72CBFC6,TraesCS1B02G403000,108: TraesCS1B02G403000.193: TraesCS1B02G403000.1,,,,,,,
Traes_1DL_5C72CBFC6,TraesCS1A02G380700,108: TraesCS1A02G380700.193: TraesCS1A02G380700.1,,,,,,,
Traes_5DS_44A8E7C76,TraesCS5B02G062200,108: TraesCS5B02G062200.193: TraesCS5B02G062200.1,,,,,,,
Traes_5DS_44A8E7C76,TraesCS5A02G054200,108: TraesCS5A02G054200.193: TraesCS5A02G054200.1,,,,,,,
Traes_5DS_44A8E7C76,TraesCS5D02G065500,108: TraesCS5D02G065500.193: TraesCS5D02G065500.1,,,,,,,
Traes_2DL_A7121706F,TraesCS2A02G269400,108: TraesCS2A02G269400.193: TraesCS2A02G269400.1,,,,,,,
Traes_2DL_A7121706F,TraesCS2D02G268400,108: TraesCS2D02G268400.193: TraesCS2D02G268400.1,,,,,,,
Traes_2DL_A7121706F,TraesCS2B02G288100,108: TraesCS2B02G288100.193: TraesCS2B02G288100.1,,,,,,,
Traes_1DL_595FE1760,TraesCS1B02G207800,108: TraesCS1B02G207800.193: TraesCS1B02G207800.1,,,,,,,
Traes_1DL_595FE1760,TraesCS1D02G196600,108: TraesCS1D02G196600.193: TraesCS1D02G196600.1,,,,,,,
Traes_2DL_5B051BFD9,TraesCS2A02G283300,108: TraesCS2A02G283300.193: TraesCS2A02G283300.1,,,,,,,
Traes_2DL_5B051BFD9,TraesCS2D02G282000,108: TraesCS2D02G282000.193: TraesCS2D02G282000.1,,,,,,,
Traes_2DL_5B051BFD9,TraesCS2B02G300400,108: TraesCS2B02G300400.193: TraesCS2B02G300400.1,,,,,,,
Traes_2DL_2924C6399,TraesCS2A02G309900,108: TraesCS2A02G309900.193: TraesCS2A02G309900.1,,,,,,,
Traes_2DL_2924C6399,TraesCS2D02G308100,108: TraesCS2D02G308100.193: TraesCS2D02G308100.1,,,,,,,
Traes_2DL_2924C6399,TraesCS2B02G326900,108: TraesCS2B02G326900.193: TraesCS2B02G326900.1,,,,,,,
Traes_4DL_5B27101C5,TraesCS4B02G317300,108: TraesCS4B02G317300.193: TraesCS4B02G317300.1,,,,,,,
Traes_4DL_5B27101C5,TraesCS4D02G313900,108: TraesCS4D02G313900.193: TraesCS4D02G313900.1,,,,,,,
Traes_4DL_5B27101C5,TraesCS4A02G416700,108: TraesCS4A02G416700.193: TraesCS4A02G416700.1,,,,,,,
Traes_2DL_CA1EAD2A3,TraesCS2B02G326200,108: TraesCS2B02G326200.193: TraesCS2B02G326200.1,,,,,,,
Traes_2DL_CA1EAD2A3,TraesCS2D02G307400,108: TraesCS2D02G307400.193: TraesCS2D02G307400.1,,,,,,,
Traes_2DL_CA1EAD2A3,TraesCS2A02G309100,108: TraesCS2A02G309100.193: TraesCS2A02G309100.1,,,,,,,
Traes_1DL_C9073569C,TraesCS1B02G231300,108: TraesCS1B02G231300.193: TraesCS1B02G231300.1,,,,,,,
Traes_1DL_C9073569C,TraesCS1D02G219600,108: TraesCS1D02G219600.193: TraesCS1D02G219600.1,,,,,,,
Traes_1DL_C9073569C,TraesCS1A02G217900,108: TraesCS1A02G217900.193: TraesCS1A02G217900.1,,,,,,,
Traes_6DL_7865543E0,TraesCS6A02G286800,108: TraesCS6A02G286800.193: TraesCS6A02G286800.1,,,,,,,
Traes_6DL_7865543E0,TraesCS6B02G315800,108: TraesCS6B02G315800.193: TraesCS6B02G315800.1,,,,,,,
Traes_6DL_7865543E0,TraesCS6D02G267500,108: TraesCS6D02G267500.193: TraesCS6D02G267500.1,,,,,,,
Traes_2DS_0C9126D1A,TraesCS2A02G181900,108: TraesCS2A02G181900.193: TraesCS2A02G181900.1,,,,,,,
Traes_2DS_0C9126D1A,TraesCS2B02G208400,108: TraesCS2B02G208400.193: TraesCS2B02G208400.1,,,,,,,
Traes_2DS_0C9126D1A,TraesCS2D02G189600,108: TraesCS2D02G189600.193: TraesCS2D02G189600.1,,,,,,,
Traes_5DL_4211ABEC3,TraesCS5A02G170300,108: TraesCS5A02G170300.193: TraesCS5A02G170300.1,,,,,,,
Traes_5DL_4211ABEC3,TraesCS5D02G174700,108: TraesCS5D02G174700.193: TraesCS5D02G174700.1,,,,,,,
Traes_5DL_4211ABEC3,TraesCS5B02G167100,108: TraesCS5B02G167100.193: TraesCS5B02G167100.1,,,,,,,
Traes_5DL_E5937D0E5,TraesCS5A02G243500,108: TraesCS5A02G243500.193: TraesCS5A02G243500.1,,,,,,,
Traes_5DL_E5937D0E5,TraesCS5D02G250100,108: TraesCS5D02G250100.193: TraesCS5D02G250100.1,,,,,,,
Traes_5DL_E5937D0E5,TraesCS5B02G241400,108: TraesCS5B02G241400.193: TraesCS5B02G241400.1,,,,,,,
Traes_6DL_64573D0A6,TraesCS6B02G350800,108: TraesCS6B02G350800.193: TraesCS6B02G350800.1,,,,,,,
Traes_6DL_64573D0A6,TraesCS6D02G299500,108: TraesCS6D02G299500.193: TraesCS6D02G299500.1,,,,,,,
Traes_6DL_64573D0A6,TraesCS6A02G320000,108: TraesCS6A02G320000.193: TraesCS6A02G320000.1,,,,,,,
Traes_2DL_82879C30E,TraesCS2D02G401900,108: TraesCS2D02G401900.193: TraesCS2D02G401900.1,,,,,,,
Traes_2DL_82879C30E,TraesCS2A02G405000,108: TraesCS2A02G405000.193: TraesCS2A02G405000.1,,,,,,,
Traes_2DL_82879C30E,TraesCS2B02G423100,108: TraesCS2B02G423100.193: TraesCS2B02G423100.1,,,,,,,
Traes_4DL_23274585F,TraesCS4B02G263700,108: TraesCS4B02G263700.193: TraesCS4B02G263700.1,,,,,,,
Traes_4DL_23274585F,TraesCS4A02G043100,108: TraesCS4A02G043100.193: TraesCS4A02G043100.1,,,,,,,
Traes_4DL_23274585F,TraesCS4D02G263900,108: TraesCS4D02G263900.193: TraesCS4D02G263900.1,,,,,,,
Traes_2DL_C46B73FA3,TraesCS2D02G390000,108: TraesCS2D02G390000.193: TraesCS2D02G390000.1,,,,,,,
Traes_2DL_C46B73FA3,TraesCS2B02G410200,108: TraesCS2B02G410200.193: TraesCS2B02G410200.1,,,,,,,
Traes_2DL_C46B73FA3,TraesCS2A02G391700,108: TraesCS2A02G391700.193: TraesCS2A02G391700.1,,,,,,,
Traes_2DL_A591AC867,TraesCS2A02G517500,108: TraesCS2A02G517500.193: TraesCS2A02G517500.1,,,,,,,
Traes_2DL_A591AC867,TraesCS2B02G546000,108: TraesCS2B02G546000.193: TraesCS2B02G546000.1,,,,,,,
Traes_2DL_A591AC867,TraesCS2D02G519000,108: TraesCS2D02G519000.193: TraesCS2D02G519000.1,,,,,,,
Traes_2DL_B1E18FA1D,TraesCS2A02G446500,108: TraesCS2A02G446500.193: TraesCS2A02G446500.1,,,,,,,
Traes_2DL_B1E18FA1D,TraesCS2D02G445500,108: TraesCS2D02G445500.193: TraesCS2D02G445500.1,,,,,,,
Traes_2DL_B1E18FA1D,TraesCS2B02G467400,108: TraesCS2B02G467400.193: TraesCS2B02G467400.1,,,,,,,
Traes_1DL_BDDF1198A,TraesCS1D02G155000,108: TraesCS1D02G155000.193: TraesCS1D02G155000.1,,,,,,,
Traes_1DL_BDDF1198A,TraesCS1B02G173600,108: TraesCS1B02G173600.193: TraesCS1B02G173600.1,,,,,,,
Traes_1DL_BDDF1198A,TraesCS1A02G156500,108: TraesCS1A02G156500.193: TraesCS1A02G156500.1,,,,,,,
Traes_2DL_BB42BCD6A,TraesCS2A02G252800,108: TraesCS2A02G252800.193: TraesCS2A02G252800.1,,,,,,,
Traes_2DL_BB42BCD6A,TraesCS2D02G253400,108: TraesCS2D02G253400.193: TraesCS2D02G253400.1,,,,,,,
Traes_2DL_BB42BCD6A,TraesCS2B02G272500,108: TraesCS2B02G272500.193: TraesCS2B02G272500.1,,,,,,,
Traes_2DS_3CD448070,TraesCS2D02G203500,108: TraesCS2D02G203500.193: TraesCS2D02G203500.1,,,,,,,
Traes_2DS_3CD448070,TraesCS2A02G184200,108: TraesCS2A02G184200.193: TraesCS2A02G184200.1,,,,,,,
Traes_2DS_3CD448070,TraesCS2B02G223200,108: TraesCS2B02G223200.193: TraesCS2B02G223200.1,,,,,,,
Traes_6DS_A7686975F,TraesCS6B02G234200,108: TraesCS6B02G234200.193: TraesCS6B02G234200.1,,,,,,,
Traes_6DS_A7686975F,TraesCS6A02G188400,108: TraesCS6A02G188400.193: TraesCS6A02G188400.1,,,,,,,
Traes_6DS_A7686975F,TraesCS6D02G177100,108: TraesCS6D02G177100.193: TraesCS6D02G177100.1,,,,,,,
Traes_2DL_92641C6CC,TraesCS2A02G404500,108: TraesCS2A02G404500.193: TraesCS2A02G404500.1,,,,,,,
Traes_2DL_92641C6CC,TraesCS2D02G401400,108: TraesCS2D02G401400.193: TraesCS2D02G401400.1,,,,,,,
Traes_2DL_92641C6CC,TraesCS2B02G422400,108: TraesCS2B02G422400.193: TraesCS2B02G422400.1,,,,,,,
Traes_2DL_2E5BC1CC4,TraesCS2D02G375100,108: TraesCS2D02G375100.193: TraesCS2D02G375100.1,,,,,,,
Traes_2DL_2E5BC1CC4,TraesCS2A02G378500,108: TraesCS2A02G378500.193: TraesCS2A02G378500.1,,,,,,,
Traes_2DL_2E5BC1CC4,TraesCS2B02G395500,108: TraesCS2B02G395500.193: TraesCS2B02G395500.1,,,,,,,
Traes_4DS_FC5397ADF,TraesCS4D02G118100,108: TraesCS4D02G118100.193: TraesCS4D02G118100.1,,,,,,,
Traes_4DS_FC5397ADF,TraesCS4A02G195400,108: TraesCS4A02G195400.193: TraesCS4A02G195400.1,,,,,,,
Traes_4DS_FC5397ADF,TraesCS4B02G120000,108: TraesCS4B02G120000.193: TraesCS4B02G120000.1,,,,,,,
Traes_2DL_BD8048C15,TraesCS2A02G297400,108: TraesCS2A02G297400.193: TraesCS2A02G297400.1,,,,,,,
Traes_2DL_BD8048C15,TraesCS2D02G295300,108: TraesCS2D02G295300.193: TraesCS2D02G295300.1,,,,,,,
Traes_2DL_BD8048C15,TraesCS2B02G313600,108: TraesCS2B02G313600.193: TraesCS2B02G313600.1,,,,,,,
Traes_7DS_2406B9319,TraesCS7D02G227000,108: TraesCS7D02G227000.193: TraesCS7D02G227000.1,,,,,,,
Traes_7DS_2406B9319,TraesCS7B02G192100,108: TraesCS7B02G192100.193: TraesCS7B02G192100.1,,,,,,,
Traes_7DS_2406B9319,TraesCS7A02G227400,108: TraesCS7A02G227400.193: TraesCS7A02G227400.1,,,,,,,
Traes_5DL_6889FCB7A,TraesCS5A02G327800,108: TraesCS5A02G327800.193: TraesCS5A02G327800.1,,,,,,,
Traes_5DL_6889FCB7A,TraesCS5D02G333700,108: TraesCS5D02G333700.193: TraesCS5D02G333700.1,,,,,,,
Traes_5DL_6889FCB7A,TraesCS5B02G327700,108: TraesCS5B02G327700.193: TraesCS5B02G327700.1,,,,,,,
Traes_5DS_191375E84,TraesCS5B02G030600,108: TraesCS5B02G030600.193: TraesCS5B02G030600.1,,,,,,,
Traes_5DS_191375E84,TraesCS5D02G039200,108: TraesCS5D02G039200.193: TraesCS5D02G039200.1,,,,,,,
Traes_5DS_191375E84,TraesCS5A02G031000,108: TraesCS5A02G031000.193: TraesCS5A02G031000.1,,,,,,,
Traes_7DL_842F1EB7D,TraesCS7B02G391100,108: TraesCS7B02G391100.193: TraesCS7B02G391100.1,,,,,,,
Traes_7DL_842F1EB7D,TraesCS7D02G474500,108: TraesCS7D02G474500.193: TraesCS7D02G474500.1,,,,,,,
Traes_7DL_842F1EB7D,TraesCS7A02G487800,108: TraesCS7A02G487800.193: TraesCS7A02G487800.1,,,,,,,
Traes_1DL_06F7DAE16,TraesCS1B02G462000,108: TraesCS1B02G462000.193: TraesCS1B02G462000.1,,,,,,,
Traes_1DL_06F7DAE16,TraesCS1D02G436900,108: TraesCS1D02G436900.193: TraesCS1D02G436900.1,,,,,,,
Traes_1DL_06F7DAE16,TraesCS1A02G427100,108: TraesCS1A02G427100.193: TraesCS1A02G427100.1,,,,,,,
Traes_2DL_F23BBA898,TraesCS2B02G297200,108: TraesCS2B02G297200.193: TraesCS2B02G297200.1,,,,,,,
Traes_2DL_F23BBA898,TraesCS2D02G278600,108: TraesCS2D02G278600.193: TraesCS2D02G278600.1,,,,,,,
Traes_3DL_0253F1D11,TraesCS3B02G452000,108: TraesCS3B02G452000.193: TraesCS3B02G452000.1,,,,,,,
Traes_3DL_0253F1D11,TraesCS3D02G412600,108: TraesCS3D02G412600.193: TraesCS3D02G412600.1,,,,,,,
Traes_3DL_0253F1D11,TraesCS3A02G417100,108: TraesCS3A02G417100.193: TraesCS3A02G417100.1,,,,,,,
Traes_7DS_58D1566C2,TraesCS7B02G102600,108: TraesCS7B02G102600.193: TraesCS7B02G102600.1,,,,,,,
Traes_7DS_58D1566C2,TraesCS7A02G196900,108: TraesCS7A02G196900.193: TraesCS7A02G196900.1,,,,,,,
Traes_7DS_58D1566C2,TraesCS7D02G198200,108: TraesCS7D02G198200.193: TraesCS7D02G198200.1,,,,,,,
Traes_5DL_0927957E4,TraesCS5A02G407700,108: TraesCS5A02G407700.193: TraesCS5A02G407700.1,,,,,,,
Traes_5DL_0927957E4,TraesCS5B02G412500,108: TraesCS5B02G412500.193: TraesCS5B02G412500.1,,,,,,,
Traes_5DL_0927957E4,TraesCS5D02G417600,108: TraesCS5D02G417600.193: TraesCS5D02G417600.1,,,,,,,
Traes_3DL_E80923C18,TraesCS3A02G488500,108: TraesCS3A02G488500.193: TraesCS3A02G488500.1,,,,,,,
Traes_3DL_E80923C18,TraesCS3B02G536400,108: TraesCS3B02G536400.193: TraesCS3B02G536400.1,,,,,,,
Traes_3DL_E80923C18,TraesCS3D02G484800,108: TraesCS3D02G484800.193: TraesCS3D02G484800.1,,,,,,,
Traes_3DS_6B271B570,TraesCS3B02G177300,108: TraesCS3B02G177300.193: TraesCS3B02G177300.1,,,,,,,
Traes_3DS_6B271B570,TraesCS3D02G158200,108: TraesCS3D02G158200.193: TraesCS3D02G158200.1,,,,,,,
Traes_3DS_6B271B570,TraesCS3A02G150300,108: TraesCS3A02G150300.193: TraesCS3A02G150300.1,,,,,,,
Traes_1DL_DA0A1C04E,TraesCS1B02G342000,108: TraesCS1B02G342000.193: TraesCS1B02G342000.1,,,,,,,
Traes_1DL_DA0A1C04E,TraesCS1D02G330700,108: TraesCS1D02G330700.193: TraesCS1D02G330700.1,,,,,,,
Traes_1DL_DA0A1C04E,TraesCS1A02G328200,108: TraesCS1A02G328200.193: TraesCS1A02G328200.1,,,,,,,
Traes_7DL_5792A6A86,TraesCS7B02G223800,108: TraesCS7B02G223800.193: TraesCS7B02G223800.1,,,,,,,
Traes_7DL_5792A6A86,TraesCS7D02G319500,108: TraesCS7D02G319500.193: TraesCS7D02G319500.1,,,,,,,
