Gene stable ID,Strand,Chromosome/scaffold name,Gene description,Gene start (bp),Gene end (bp),Transcription start site (TSS)
Os04g0460200,1,4,"Amino acid transporter protein, Seed hull colo",22969845,22971859,22969845
Os01g0934100,-1,1,C2 calcium-dependent membrane targeting domain containing protein,40973410,40974780,40974780
Os03g0142600,-1,3,Myb transcription factor domain containing protein,2341955,2343111,2343111
Os05g0577100,-1,5,"Protein of unknown function DUF617, plant family protein",28743711,28744604,28744604
Os02g0223850,-1,2,Similar to ESTs AU075609(C63344),6925977,6927916,6927916
Os05g0576500,-1,5,Hypothetical conserved gene,28705384,28708590,28708590
Os05g0576500,-1,5,Hypothetical conserved gene,28705384,28708590,28708589
Os07g0591100,-1,7,Protein of unknown function DUF620 family protein,24087353,24089505,24089505
Os03g0205300,-1,3,Similar to Helix-loop-helix DNA-binding domain containing protein,5495851,5497269,5497269
Os01g0705200,-1,1,Late embryogenesis abundant protein repeat containing protein,29233040,29234256,29234256
Os04g0620200,1,4,"Remorin protein, Grain settin",31524614,31527861,31524614
Os02g0507600,1,2,Conserved hypothetical protein,18120264,18121518,18120264
Os09g0448500,1,9,"Transcriptional activator, Regulation of grain shap",16765919,16767767,16765919
Os02g0661000,-1,2,Similar to peroxisomal biogenesis factor 19,26762824,26766482,26766482
Os01g0103650,1,1,Hypothetical gene,187545,188586,187545
Os04g0419550,1,4,"Zinc finger, RING-type domain containing protein",20734444,20735342,20734444
Os02g0272300,1,2,Similar to Pollen-specific kinase partner protein,9885649,9888391,9885649
Os07g0681200,1,7,Vegetative storage protein/acid phosphatase domain containing protein,28877263,28879413,28877263
Os07g0519300,1,7,Similar to taxane 10-beta-hydroxylase,20050247,20054019,20050247
Os02g0555900,-1,2,Similar to H0315A08.7 protein,21002439,21008209,21008209
Os10g0560400,-1,10,Similar to CONSTANS-like protein CO9 (Fragment),22069784,22072449,22072449
Os06g0662550,-1,6,Conserved hypothetical protein,27319482,27322589,27322589
Os11g0558566,-1,11,Hypothetical conserved gene,20759465,20760108,20760108
Os09g0491780,1,9,Hypothetical protein,18988237,18990648,18988237
Os10g0488900,1,10,Pentatricopeptide repeat domain containing protein,18541553,18542794,18541553
Os01g0196600,1,1,Similar to 260 kDa major acidic fibroblast growth factor-stimulated phosphoprotein (Fragment),5218573,5220335,5218573
Os01g0693800,-1,1,"Similar to Threonine synthase, chloroplast precursor (EC 4.2.3.1) (TS)",28654048,28655948,28655948
Os03g0815700,1,3,"K Homology domain containing protein, Nuclear RNA/DNA binding protein of the STAR (Signal Transduction and Activation of RNA) family, Flowering time contro",34186437,34190737,34186437
Os01g0770100,-1,1,"O-acyltransferase, WSD1, N-terminal domain containing protein",32484736,32489971,32489971
Os02g0713250,1,2,Hypothetical conserved gene,29548369,29548824,29548369
Os04g0636100,1,4,"Glycosyl transferase, family 8 protein",32353487,32355998,32353487
Os05g0100800,-1,5,"Nucleic acid-binding, OB-fold domain containing protein",71163,73225,73225
Os09g0498600,1,9,"K Homology, type 1, subgroup domain containing protein",19279855,19286043,19279855
Os03g0758100,-1,3,Similar to Phosphorylase (Fragment),31332033,31337809,31337809
Os04g0155200,1,4,Similar to OSIGBa0093M15.1 protein,3790059,3794532,3790059
Os10g0339400,1,10,IQ calmodulin-binding region domain containing protein,9910689,9917699,9910689
Os02g0577501,-1,2,Mitochodrial transcription termination factor-related family protein,22180079,22181019,22181019
Os01g0220900,-1,1,Hypothetical conserved gene,6617173,6621786,6621786
Os06g0225300,-1,6,Similar to SERK1 (Fragment),6484167,6488553,6488215
Os06g0225300,-1,6,Similar to SERK1 (Fragment),6484167,6488553,6488553
Os08g0184300,1,8,Hypothetical protein,4947263,4952151,4947263
Os12g0182300,-1,12,"Protein kinase, core domain containing protein",4178415,4182634,4182634
Os10g0206800,1,10,"Multidrug and toxic compound extrusion (MATE) protein, Al-induced secretion of citrat",7574038,7579887,7574319
Os10g0206800,1,10,"Multidrug and toxic compound extrusion (MATE) protein, Al-induced secretion of citrat",7574038,7579887,7574038
Os04g0372100,1,4,Similar to OSIGBa0107E14.7 protein,18125099,18136512,18125099
Os01g0968100,-1,1,Conserved hypothetical protein,42700985,42701251,42701251
Os05g0515500,1,5,Similar to O-methyltransferase ZRP4 (EC 2.1.1.-,25564517,25566222,25564517
Os02g0561400,-1,2,"RING-H2 type E3 ubiquitin ligase, Root development, Maintenance of cell viability after the initiation of root primordial formation, Defense respons",21286187,21287447,21287447
Os10g0400250,-1,10,Tetratricopeptide-like helical domain containing protein,13501851,13503806,13503806
Os03g0395900,1,3,Hypothetical conserved gene,15986414,15992831,15986414
Os03g0395900,1,3,Hypothetical conserved gene,15986414,15992831,15986448
Os08g0541950,-1,8,Similar to 60S ribosomal protein L38,27121508,27122420,27122420
Os03g0738200,1,3,Hypothetical conserved gene,30294356,30295606,30294356
Os08g0263000,-1,8,Similar to Cytochrome P450-like protein (CYP86B1),9958741,9960475,9960475
Os09g0101300,-1,9,Conserved hypothetical protein,259697,260752,260752
Os03g0220700,1,3,Similar to (RAP Annotation release2) Peptidase,6327307,6334713,6327307
Os06g0567433,-1,6,Hypothetical protein,21896889,21898000,21898000
Os02g0625100,1,2,Hypothetical conserved gene,24923862,24925468,24923862
Os08g0530500,-1,8,Conserved hypothetical protein,26422252,26423999,26423999
Os11g0584200,1,11,Conserved hypothetical protein,22078729,22079226,22078729
Os02g0806300,1,2,Hypothetical protein,34408093,34409549,34408093
Os08g0203150,-1,8,Hypothetical gene,5987781,5988339,5988339
Os01g0924800,-1,1,Similar to 60S ribosomal protein l7a (Fragment),40496253,40498071,40498071
Os03g0148800,-1,3,"Zinc finger, C2H2-type domain containing protein",2713317,2715918,2715918
Os10g0476200,-1,10,Similar to Casein kinase I (Fragment),17735290,17744164,17744140
Os10g0476200,-1,10,Similar to Casein kinase I (Fragment),17735290,17744164,17744164
Os11g0104240,1,11,Similar to CsAtPR5,174544,178191,174544
Os06g0185300,1,6,Transferase family protein,4286708,4287890,4286708
Os04g0450825,-1,4,Hypothetical protein,22463001,22463756,22463756
Os04g0495500,-1,4,Similar to OSIGBa0159F11.9 protein,24769684,24771562,24771562
Os05g0156800,1,5,Conserved hypothetical protein,3323084,3334309,3323084
Os06g0727600,1,6,Similar to Lysine ketoglutarate reductase trans-splicing related 1,30957478,30962699,30957478
Os03g0836400,1,3,Harpin-induced 1 domain containing protein,35145634,35146689,35145634
Os05g0213500,1,5,"Rice orthologue of the abscisic acid (ABA) receptor, Positive regulator of the ABA signal transduction pathway, Abiotic stress toleranc",7034322,7036548,7034322
Os04g0659100,-1,4,"Chloroplastic glutamine synthetase, Reassimilation of the ammonia generated by photorespiration, Salt toleranc",33624428,33631025,33630894
Os04g0659100,-1,4,"Chloroplastic glutamine synthetase, Reassimilation of the ammonia generated by photorespiration, Salt toleranc",33624428,33631025,33631025
Os12g0529200,1,12,Protein of unknown function DUF1618 domain containing protein,20861070,20862990,20861070
Os03g0267200,-1,3,Low molecular mass heat shock protein Oshsp17.7,8837821,8838527,8838527
Os03g0794500,-1,3,Similar to Glutamate dehydrogenase (EC 1.4.1.3) (GDH),33038059,33041471,33041471
Os04g0599100,-1,4,Similar to OSJNba0093F12.23 protein,30224488,30230472,30230472
Os03g0391700,-1,3,Helix-loop-helix DNA-binding domain containing protein,15685589,15689245,15689245
Os04g0664800,-1,4,Similar to Cell wall invertase (EC 3.2.1.26),33940929,33943427,33943427
Os11g0174000,-1,11,"Coatomer, beta subunit domain containing protein",3668116,3673502,3673471
Os11g0174000,-1,11,"Coatomer, beta subunit domain containing protein",3668116,3673502,3671881
Os11g0174000,-1,11,"Coatomer, beta subunit domain containing protein",3668116,3673502,3673502
Os11g0174000,-1,11,"Coatomer, beta subunit domain containing protein",3668116,3673502,3673435
Os02g0122800,-1,2,Similar to Arginine/serine-rich splicing factor,1193388,1197056,1197056
Os06g0611000,1,6,Similar to 65kD microtubule associated protein,24359242,24363675,24359242
Os06g0611000,1,6,Similar to 65kD microtubule associated protein,24359242,24363675,24361177
Os03g0850600,-1,3,Similar to Integral membrane protein,35806060,35808891,35808891
Os06g0181500,-1,6,Similar to Plasma membrane H+-ATPase (EC 3.6.1.3),4025530,4030375,4030375
Os09g0452400,1,9,Peptidase A1 domain containing protein,16970180,16971671,16970180
Os07g0690600,-1,7,"Protein of unknown function DUF1677, Oryza sativa domain containing protein",29370536,29371698,29371698
Os11g0153800,1,11,Similar to Ribosomal protein S25 (40S ribosomal 25S subunit),2522193,2528113,2522193
Os11g0689650,1,11,Conserved hypothetical protein,28009048,28011861,28009048
Os01g0136600,1,1,Conserved hypothetical protein,1970071,1970782,1970071
Os04g0580350,1,4,Hypothetical protein,29276099,29276954,29276099
Os05g0134400,1,5,"Haem peroxidase, plant/fungal/bacterial family protein",2010153,2014950,2010153
Os09g0508250,-1,9,Similar to MTN3,19696291,19698761,19698761
Os08g0169100,1,8,Hypothetical gene,4036770,4042210,4036770
Os02g0195500,1,2,Protein of unknown function DUF1680 family protein,5339190,5344518,5339190
Os02g0195500,1,2,Protein of unknown function DUF1680 family protein,5339190,5344518,5340529
Os02g0195500,1,2,Protein of unknown function DUF1680 family protein,5339190,5344518,5339826
Os02g0832100,1,2,Similar to hexose transporter,35779282,35780860,35779282
Os02g0761100,1,2,Similar to Cyclophilin-40 (Expressed protein),32047766,32052300,32047766
Os08g0162800,-1,8,"Acyl-CoA-binding protein , Stress respons",3698349,3700499,3700499
Os03g0293500,-1,3,Similar to Pyruvate decarboxylase isozyme 2,10217810,10220748,10220738
Os03g0293500,-1,3,Similar to Pyruvate decarboxylase isozyme 2,10217810,10220748,10220748
Os05g0142500,-1,5,Hypothetical conserved gene,2467844,2468065,2468065
Os04g0507500,-1,4,Armadillo-like helical domain containing protein,25349753,25361082,25361082
Os04g0507500,-1,4,Armadillo-like helical domain containing protein,25349753,25361082,25351231
Os12g0527301,1,12,Hypothetical gene,20781339,20781923,20781339
Os12g0614851,1,12,Serine/threonine protein kinase domain containing protein,26075077,26076201,26075077
Os10g0442532,-1,10,Hypothetical gene,15911688,15914576,15914576
Os09g0361400,1,9,Outer mitochondrial membrane protein porin (Voltage-dependent anion- selective channel protein) (VDAC),11805613,11809021,11805613
Os09g0361400,1,9,Outer mitochondrial membrane protein porin (Voltage-dependent anion- selective channel protein) (VDAC),11805613,11809021,11805634
Os06g0711600,1,6,mRNA splicing factor SYF2 family protein,30087165,30089572,30087165
Os06g0711600,1,6,mRNA splicing factor SYF2 family protein,30087165,30089572,30087193
Os05g0563500,-1,5,Conserved hypothetical protein,28040221,28042695,28042695
Os04g0535200,-1,4,Peptidase A1 domain containing protein,26746714,26748520,26748520
Os06g0169001,1,6,GOS9 protein,3474629,3476370,3474629
Os02g0823900,-1,2,Hypothetical conserved gene,35389604,35390638,35390638
Os12g0152500,1,12,Hypothetical conserved gene,2588267,2589973,2588267
Os03g0821150,-1,3,"Glutamate dehydrogenase, NAD-specific domain containing protein",34448736,34450183,34450183
Os01g0928700,-1,1,Similar to Serine palmitoyltransferase,40767170,40771614,40771614
Os10g0103140,-1,10,"Similar to Protein kinase domain containing protein, expressed",241302,242237,242237
Os08g0197500,1,8,Cyclin-like F-box domain containing protein,5638269,5643201,5638269
Os09g0564600,-1,9,"Peptidase C1A, papain family protein",22450380,22453264,22453264
Os02g0742000,1,2,"Transcription elongation factor, TFIIS/CRSP70, N-terminal domain containing protein",31064064,31071218,31064064
Os02g0742000,1,2,"Transcription elongation factor, TFIIS/CRSP70, N-terminal domain containing protein",31064064,31071218,31069218
Os02g0742000,1,2,"Transcription elongation factor, TFIIS/CRSP70, N-terminal domain containing protein",31064064,31071218,31070795
Os04g0451700,1,4,Conserved hypothetical protein,22530926,22531513,22530926
Os01g0571766,1,1,Conserved hypothetical protein,21964687,21965030,21964687
Os09g0411500,1,9,Similar to predicted protein,14603214,14605119,14603214
Os07g0512200,-1,7,Similar to Symbiosis-related like protein,19625525,19628225,19628225
Os06g0133100,-1,6,Hypothetical protein,1769541,1770459,1770459
Os01g0217800,1,1,ThiJ/PfpI domain containing protein,6432336,6435651,6432336
Os09g0274900,1,9,Conserved hypothetical protein,5598755,5599840,5598755
Os08g0512400,-1,8,Protein of unknown function DUF296 domain containing protein,25404904,25409044,25408253
Os08g0512400,-1,8,Protein of unknown function DUF296 domain containing protein,25404904,25409044,25409044
Os01g0550800,1,1,"Protein of unknown function DUF239, plant domain containing protein",20640981,20643879,20640981
Os05g0460800,-1,5,"Protein-tyrosine phosphatase-like, PTPLA domain containing protein",22633185,22636107,22636084
Os05g0460800,-1,5,"Protein-tyrosine phosphatase-like, PTPLA domain containing protein",22633185,22636107,22636107
Os11g0638200,1,11,Conserved hypothetical protein,25218327,25222357,25218327
Os03g0249400,1,3,Similar to 40S ribosomal protein S20 (S22) (Fragment),7884815,7886786,7884815
Os03g0144500,1,3,Similar to Xyloglucan galactosyltransferase KATAMARI 1 (EC 2.4.1.-) (MURUS3 protein),2471481,2473021,2471481
Os02g0825301,-1,2,Hypothetical conserved gene,35440900,35442608,35442608
Os08g0465700,1,8,Cytochrome P450 family protein,22876101,22877792,22876101
Os01g0692500,-1,1,Hypothetical protein,28578164,28582752,28582752
Os11g0303800,-1,11,Hypothetical protein,11436951,11446262,11446262
Os06g0109200,1,6,"Protein of unknown function DUF6, transmembrane domain containing protein",543057,545777,543057
Os06g0244000,-1,6,Similar to anthranilic acid methyltransferase 3,7480272,7482194,7482194
Os03g0352400,1,3,Similar to Nucleolar GTP-binding protein 2 (Autoantigen NGP-1),13227322,13232070,13227322
Os12g0617100,-1,12,Similar to Translation initiation factor eIF-2B delta subunit (eIF-2B GDP-GTP exchange factor) (Guanine nucleotide exchange factor subunit GCD2) (GCD complex subunit GCD2),26215882,26221809,26221809
Os05g0535533,-1,5,Hypothetical protein,26592148,26595020,26595020
Os01g0673400,-1,1,Conserved hypothetical protein,27658843,27659146,27659146
Os05g0357200,1,5,Adenine nucleotide translocator 1 domain containing protein,16928160,16932116,16928160
Os04g0411100,-1,4,Hypothetical conserved gene,20300878,20310009,20310009
Os08g0241600,-1,8,Similar to apospory-associated protein C,8589245,8594472,8594472
Os05g0550300,1,5,Similar to Lipid transfer protein (Fragment),27330717,27331341,27330717
Os03g0379100,1,3,"Protein of unknown function DUF248, methyltransferase putative family protein",14993014,14997377,14993014
Os01g0577300,1,1,Similar to Rb (Fragment),22325472,22325974,22325472
Os10g0478000,-1,10,"Transcriptional regulator, Regulator of meristem activity, Regulation of inflorescence developmen",17888297,17889724,17889724
Os10g0533500,1,10,Similar to Beta-ring hydroxylase (Fragment),20744421,20746446,20744421
Os12g0153500,1,12,"Carbonic anhydrase, CAH1-like domain containing protein",2643975,2645314,2643975
Os06g0158700,1,6,Glyoxalase/bleomycin resistance protein/dioxygenase domain containing protein,2995786,2997965,2995786
Os12g0261250,1,12,Conserved hypothetical protein,9164566,9168540,9164566
Os06g0101300,1,6,"Zinc finger, RING/FYVE/PHD-type domain containing protein",142315,146642,142315
Os06g0498000,1,6,Conserved hypothetical protein,17454302,17454986,17454302
Os09g0381800,-1,9,"Zinc finger, BED-type predicted domain containing protein",12932341,12934218,12934218
Os10g0442800,-1,10,Protein serine/threonine kinase (Protein kinase),15920835,15923994,15923994
Os07g0184950,-1,7,Conserved hypothetical protein,4490835,4491612,4491612
Os04g0197350,1,4,Hypothetical conserved gene,6644261,6646793,6644261
Os05g0475475,1,5,Hypothetical gene,23356391,23359903,23356391
Os01g0209000,1,1,Alg9-like mannosyltransferase family protein,5911506,5916779,5911506
Os01g0209000,1,1,Alg9-like mannosyltransferase family protein,5911506,5916779,5911625
Os09g0417800,-1,9,"WRKY transcription factor, Transcriptional repressor, Pathogen defens",14992918,14994888,14994845
Os09g0417800,-1,9,"WRKY transcription factor, Transcriptional repressor, Pathogen defens",14992918,14994888,14994888
Os08g0399600,-1,8,Translation elongation factor EFTs/EF1B domain containing protein,19059686,19065902,19065902
Os08g0399600,-1,8,Translation elongation factor EFTs/EF1B domain containing protein,19059686,19065902,19064456
Os08g0399600,-1,8,Translation elongation factor EFTs/EF1B domain containing protein,19059686,19065902,19061187
Os06g0254300,-1,6,Similar to EF-hand calcium bining protein,7983970,7990956,7987947
Os06g0254300,-1,6,Similar to EF-hand calcium bining protein,7983970,7990956,7990956
Os06g0254300,-1,6,Similar to EF-hand calcium bining protein,7983970,7990956,7990817
Os01g0962200,-1,1,Similar to Membrane protein,42413471,42416572,42416572
Os08g0390100,-1,8,Similar to predicted protein,18480942,18486765,18486765
Os06g0149801,-1,6,Hypothetical gene,2574232,2576716,2576716
Os02g0775300,-1,2,Conserved hypothetical protein,32728445,32729346,32729346
Os09g0532500,1,9,"Similar to peptidase S8 and S53, subtilisin, kexin, sedolisin",20894870,20897268,20894870
Os12g0580950,-1,12,Hypothetical protein,24070744,24072408,24072408
Os04g0307800,-1,4,"Myb-related protein P, C-terminal domain containing protein",13890220,13894411,13894411
Os12g0410150,-1,12,Hypothetical gene,12460809,12465044,12465044
Os03g0687100,1,3,Hypothetical protein,27413822,27418324,27413822
Os01g0957600,1,1,"Similar to cDNA, clone: J053023H06, full insert sequence",42207009,42208510,42207009
Os07g0224900,1,7,WD40 repeat-like domain containing protein,6949934,6951925,6949934
Os07g0224900,1,7,WD40 repeat-like domain containing protein,6949934,6951925,6949993
Os01g0152700,-1,1,Similar to Histone H2B (CaH2B),2837892,2838171,2838171
Os03g0133900,-1,3,Similar to Serine acetyltransferase (EC 2.3.1.30) (Sat-106),1892829,1897309,1897309
Os01g0228400,1,1,Pentatricopeptide repeat domain containing protein,7092034,7095315,7092034
Os08g0236866,1,8,Hypothetical conserved gene,8303870,8307351,8303870
Os01g0685850,-1,1,Hypothetical protein,28277798,28281870,28281870
Os12g0237900,1,12,NB-ARC domain containing protein,7602047,7606922,7602047
Os07g0485000,1,7,Similar to Trehalose-6-phosphate phosphatase,17816192,17820602,17816192
Os12g0164600,1,12,Protein of unknown function DUF793 family protein,3293379,3294977,3293379
Os01g0761100,-1,1,"Tesmin/TSO1-like, CXC domain containing protein",32016706,32022401,32022401
Os11g0242700,1,11,Similar to Ribosomal protein L37,7655586,7659296,7655586
Os02g0650500,-1,2,Similar to Protein kinase-like (Protein serine/threonine kinase),26208987,26213005,26209581
Os02g0650500,-1,2,Similar to Protein kinase-like (Protein serine/threonine kinase),26208987,26213005,26213005
Os10g0515200,1,10,Cytochrome P450 family protein,19858762,19860660,19858762
Os02g0781850,1,2,Hypothetical protein,33129794,33131647,33129794
Os02g0728401,-1,2,Hypothetical gene,30310596,30313421,30313421
Os05g0227600,-1,5,"Proline-rich glycoprotein, ABA-dependent inhibition of root growt",7746542,7748227,7748227
Os03g0134600,1,3,Hypothetical gene,1926259,1929765,1926259
Os01g0884500,-1,1,Plus-3 domain containing protein,38413181,38424557,38424557
Os01g0882000,1,1,Conserved hypothetical protein,38287883,38289428,38287883
Os06g0535200,-1,6,"Zinc finger, RING/FYVE/PHD-type domain containing protein",20033286,20034343,20034343
Os04g0182200,1,4,2OG-Fe(II) oxygenase domain containing protein,5590414,5592679,5590414
Os01g0354200,-1,1,Similar to Sterol C-14 reductase,14224921,14233645,14233645
Os06g0647500,-1,6,"DNA/RNA non-specific endonuclease, active site domain containing protein",26468396,26469595,26469595
Os02g0721901,1,2,Hypothetical protein,29953414,29956021,29953414
Os12g0278900,-1,12,"Peptidase C1A, papain family protein",10454470,10458548,10458548
Os06g0264700,-1,6,Acylphosphatase domain containing protein,8745258,8745991,8745991
Os12g0566700,-1,12,"Lipase, GDSL domain containing protein",23294903,23299184,23299109
Os12g0566700,-1,12,"Lipase, GDSL domain containing protein",23294903,23299184,23299184
Os12g0566700,-1,12,"Lipase, GDSL domain containing protein",23294903,23299184,23299157
Os01g0693400,-1,1,"Pathogenesis-related transcriptional factor and ERF, DNA-binding domain containing protein",28619585,28621117,28621117
Os03g0159150,-1,3,Hypothetical protein,3170081,3176302,3176302
Os06g0200800,1,6,Conserved hypothetical protein,5090957,5092120,5090957
Os06g0121700,1,6,Conserved hypothetical protein,1145595,1146183,1145595
Os06g0315300,-1,6,SAM dependent carboxyl methyltransferase domain containing protein,12141295,12145414,12145414
Os02g0594750,1,2,Hypothetical gene,23061623,23062459,23061623
Os12g0621400,-1,12,Conserved hypothetical protein,26506314,26507238,26507238
Os11g0490251,-1,11,Hypothetical protein,17291121,17294239,17294239
Os02g0791400,-1,2,"Cytochrome c oxidase, subunit VIb domain containing protein",33607645,33609707,33609707
Os10g0449400,-1,10,Hypothetical conserved gene,16312880,16313481,16313481
Os07g0485100,-1,7,Similar to Beta-ureidopropionase (EC 3.5.1.6) (Beta-alanine synthase) (N- carbamoyl-beta-alanine amidohydrolase),17820616,17823684,17823684
Os01g0547133,-1,1,Similar to carboxyl-terminal proteinase,20338468,20342022,20342022
Os02g0105400,1,2,Similar to L-lactate dehydrogenase A (EC 1.1.1.27) (LDH-A),295324,299167,295324
Os02g0105400,1,2,Similar to L-lactate dehydrogenase A (EC 1.1.1.27) (LDH-A),295324,299167,295498
Os03g0137300,-1,3,Protein of unknown function DUF3353 domain containing protein,2059793,2062965,2062965
Os08g0431100,1,8,Bromo adjacent region domain containing protein,20848026,20853007,20851681
Os08g0431100,1,8,Bromo adjacent region domain containing protein,20848026,20853007,20851336
Os08g0431100,1,8,Bromo adjacent region domain containing protein,20848026,20853007,20848388
Os08g0431100,1,8,Bromo adjacent region domain containing protein,20848026,20853007,20848026
Os08g0338500,-1,8,Pectinesterase inhibitor domain containing protein,15215734,15216416,15216416
Os01g0375100,-1,1,Similar to DnAJ-like protein slr0093,15474284,15478322,15478322
Os12g0134700,-1,12,Transferase family protein,1713136,1714665,1714665
Os04g0531750,1,4,Similar to OSIGBa0125M19.13 protein,26583060,26584951,26583060
Os02g0455400,1,2,Hypothetical conserved gene,15106328,15107381,15106328
Os07g0598000,1,7,Similar to NADPH HC toxin reductase (Fragment),24384408,24386661,24384436
Os07g0598000,1,7,Similar to NADPH HC toxin reductase (Fragment),24384408,24386661,24384408
Os04g0209200,-1,4,Similar to MRP-like ABC transporter,7301574,7312295,7312295
Os05g0220100,-1,5,Per1-like family protein,7398553,7403297,7403297
Os02g0151800,-1,2,Similar to Ca2+/calmodulin-dependent protein kinase phosphatase,2850259,2862114,2862114
Os05g0350900,-1,5,Hypothetical conserved gene,16582173,16583011,16583011
Os05g0593900,-1,5,Similar to C13 endopeptidase NP1 precursor,29579051,29580572,29580572
Os06g0586000,-1,6,Conserved hypothetical protein,22956669,22957307,22957307
Os01g0923700,-1,1,Similar to Histidine kinase,40403818,40409611,40407750
Os01g0923700,-1,1,Similar to Histidine kinase,40403818,40409611,40409611
Os01g0923700,-1,1,Similar to Histidine kinase,40403818,40409611,40406333
Os01g0923700,-1,1,Similar to Histidine kinase,40403818,40409611,40409277
Os10g0488400,1,10,"Protein of unknown function DUF761, plant domain containing protein",18505564,18506412,18505564
Os05g0592350,-1,5,Hypothetical gene,29508537,29509089,29509089
Os02g0146400,1,2,Similar to Splicing factor 3B subunit 1 (Spliceosome associated protein 155) (SAP 155) (SF3b155) (Pre-mRNA splicing factor SF3b 155 kDa subunit),2548758,2551064,2548758
Os02g0146400,1,2,Similar to Splicing factor 3B subunit 1 (Spliceosome associated protein 155) (SAP 155) (SF3b155) (Pre-mRNA splicing factor SF3b 155 kDa subunit),2548758,2551064,2549215
Os03g0305000,-1,3,AMP-binding protein,10816009,10820322,10820322
Os02g0454700,1,2,Hypothetical conserved gene,15058597,15059599,15058597
Os04g0433800,-1,4,Similar to RECQ4A; ATP binding / ATP-dependent helicase/ helicase/ nucleic acid binding,21547173,21558299,21558299
Os01g0153600,-1,1,Protein of unknown function DUF674 domain containing protein,2887060,2888434,2888434
Os05g0238200,1,5,Similar to Ubiquitin ligase SINAT5 (EC 6.3.2.-) (Seven in absentia homolog 5),8440438,8445684,8440438
Os02g0143300,1,2,Similar to SAUR family protein,2406632,2407019,2406632
Os07g0250100,-1,7,Similar to cytokinin-O-glucosyltransferase 2,8347720,8349518,8349518
Os01g0881300,1,1,Non-protein coding transcript,38254053,38257595,38254053
Os01g0881300,1,1,Non-protein coding transcript,38254053,38257595,38254055
Os02g0753200,1,2,Conserved hypothetical protein,31673161,31675228,31673161
Os02g0744600,-1,2,Hypothetical conserved gene,31228398,31228830,31228830
Os01g0114900,1,1,Similar to LRK14,794499,795413,794499
Os02g0655500,1,2,"Protein of unknown function DUF862, eukaryotic domain containing protein",26471633,26473622,26471633
Os01g0847800,1,1,Similar to Aldose reductase (EC 1.1.1.21) (AR) (Aldehyde reductase) (20-alpha- hydroxysteroid dehydrogenase) (EC 1.1.1.149) (20-alpha-HSD),36418161,36420029,36418161
Os01g0847800,1,1,Similar to Aldose reductase (EC 1.1.1.21) (AR) (Aldehyde reductase) (20-alpha- hydroxysteroid dehydrogenase) (EC 1.1.1.149) (20-alpha-HSD),36418161,36420029,36418277
Os03g0152000,-1,3,Heavy metal transport/detoxification protein domain containing protein,2866379,2868145,2868145
Os09g0345600,-1,9,Conserved hypothetical protein,10805607,10806360,10806360
Os07g0205700,-1,7,Similar to Xaa-Pro dipeptidase (EC 3.4.-.-),5691967,5699883,5699883
Os03g0187600,1,3,GRAM domain containing protein,4592489,4594797,4592489
Os11g0161700,1,11,Conserved hypothetical protein,3019562,3022357,3019562
Os07g0176200,1,7,"Tesmin/TSO1-like, CXC domain containing protein",4020306,4027426,4020306
Os07g0176200,1,7,"Tesmin/TSO1-like, CXC domain containing protein",4020306,4027426,4024793
Os04g0333300,1,4,Hypothetical conserved gene,15521721,15523855,15521721
Os03g0840800,-1,3,Similar to Phospholipase D,35350196,35354897,35354897
Os01g0916300,-1,1,Similar to PQBP-1 protein (Nuclear protein containing a WW domain) (Npw38) (JM26 protein),39938822,39944886,39944838
Os01g0916300,-1,1,Similar to PQBP-1 protein (Nuclear protein containing a WW domain) (Npw38) (JM26 protein),39938822,39944886,39944868
Os01g0916300,-1,1,Similar to PQBP-1 protein (Nuclear protein containing a WW domain) (Npw38) (JM26 protein),39938822,39944886,39944886
Os04g0472900,1,4,C2 calcium-dependent membrane targeting domain containing protein,23640853,23643594,23640853
Os05g0396900,-1,5,Conserved hypothetical protein,19311394,19313597,19313597
Os05g0595500,-1,5,Pleckstrin homology-type domain containing protein,29664055,29667564,29667564
Os05g0565200,1,5,Similar to Urease accessory protein G,28125241,28128053,28125241
Os07g0642400,1,7,Similar to chromatin remodeling complex subunit,26734659,26746290,26734659
Os11g0191500,1,11,Pectinesterase inhibitor domain containing protein,4634063,4634617,4634063
Os09g0474100,1,9,Similar to TA1 protein (Fragment),18141491,18144511,18141491
Os03g0726700,-1,3,Control of tiller angl,29583117,29584833,29584833
Os01g0121900,1,1,"Seven-in-absentia protein, sina domain containing protein",1238623,1240005,1238623
Os08g0530600,-1,8,Similar to Ubiquitin carrier protein,26430721,26433033,26433033
Os03g0640825,1,3,Hypothetical protein,24652014,24657602,24652014
Os08g0335000,-1,8,Similar to EMB2733/ESP3 (EMBRYO DEFECTIVE 2733); ATP-dependent RNA helicase,14981455,14985306,14985306
Os10g0351500,1,10,Tyrosine protein kinase domain containing protein,10699268,10701907,10699268
Os03g0276700,1,3,Conserved hypothetical protein,9375984,9377688,9375984
Os05g0126700,1,5,Conserved hypothetical protein,1515572,1520637,1515572
Os12g0628600,-1,12,Similar to Thaumatin-like pathogenesis-related protein 3 precursor,26913087,26913851,26913851
Os03g0207250,-1,3,Ribosomal protein/NADH  dehydrogenase domain domain containing protein,5613333,5615437,5615437
Os06g0285400,1,6,Similar to Serine/threonine-specific kinase like protein,10146888,10149402,10147783
Os06g0285400,1,6,Similar to Serine/threonine-specific kinase like protein,10146888,10149402,10146888
