Gene stable ID,Strand,Chromosome/scaffold name,Gene description,Gene start (bp),Gene end (bp),Transcription start site (TSS)
A01p021300.1_BraROA,1,A01,,10363797,10364997,10363797
A08p025390.1_BraROA,1,A08,,16386201,16386589,16386201
A08g502680.1_BraROA,1,A08,,5579521,5580303,5579521
A01p052510.1_BraROA,1,A01,GBF-interacting protein 1 [Source:Projected from Arabidopsis thaliana (AT3G13222) UniProtKB/Swiss-Prot;Acc:Q8VZS6],29480627,29483740,29480627
A04p019520.1_BraROA,1,A04,,11709118,11723380,11709118
A02p023080.1_BraROA,1,A02,Mitotic checkpoint protein BUB3.3 [Source:Projected from Arabidopsis thaliana (AT1G69400) UniProtKB/Swiss-Prot;Acc:F4I241],11078923,11080995,11078923
A05p026040.1_BraROA,-1,A05,,13855132,13856278,13856278
A09g511710.1_BraROA,1,A09,,34807036,34810057,34807036
A08p043770.1_BraROA,-1,A08,Leucine-rich repeat receptor-like protein kinase PXL1 [Source:Projected from Arabidopsis thaliana (AT1G08590) UniProtKB/Swiss-Prot;Acc:Q9FRS6],24330925,24333990,24333990
A03p043390.1_BraROA,-1,A03,,18149350,18152487,18152487
A03p038700.1_BraROA,1,A03,,16136201,16139728,16136201
A08p042340.1_BraROA,1,A08,,23759595,23761357,23759595
A04p033260.1_BraROA,-1,A04,,19371544,19374205,19374205
A02p059820.1_BraROA,1,A02,,35657738,35660346,35657738
A04p007130.1_BraROA,-1,A04,,9028266,9028887,9028887
A01p007770.1_BraROA,1,A01,,3776212,3778426,3776212
A02g507410.1_BraROA,1,A02,,20880522,20883441,20880522
A05p052230.1_BraROA,-1,A05,ATP-dependent DNA helicase Q-like 1 [Source:Projected from Arabidopsis thaliana (AT3G05740) UniProtKB/Swiss-Prot;Acc:Q9FT74],32352969,32356969,32356969
A03p005570.1_BraROA,-1,A03,,2332163,2332627,2332627
A08g508750.1_BraROA,1,A08,,16335254,16335636,16335254
A07p040830.1_BraROA,1,A07,DNA ligase 6 [Source:Projected from Arabidopsis thaliana (AT1G66730) UniProtKB/Swiss-Prot;Acc:F4HPZ9],22057572,22064060,22057572
A07p034690.1_BraROA,-1,A07,,18820624,18821198,18821198
A03p060530.1_BraROA,1,A03,,26217780,26218659,26217780
A01p014190.1_BraROA,1,A01,,6906336,6907121,6906336
A05g505260.1_BraROA,1,A05,,14517528,14519872,14517528
A07g508480.1_BraROA,1,A07,,23381414,23397845,23381414
A03p046040.1_BraROA,1,A03,,19378670,19380583,19378670
A08p036840.1_BraROA,1,A08,Protein NRT1/ PTR FAMILY 5.15 [Source:Projected from Arabidopsis thaliana (AT1G22570) UniProtKB/Swiss-Prot;Acc:Q9SK99],21554194,21556894,21554194
A04p023280.1_BraROA,1,A04,,14100191,14102709,14100191
A02g504090.1_BraROA,-1,A02,,13511053,13511296,13511296
A09g510790.1_BraROA,1,A09,,33172654,33176472,33172654
A02g507230.1_BraROA,1,A02,,20509782,20511277,20509782
A09p045670.1_BraROA,1,A09,,40028392,40033797,40028392
A01p009500.1_BraROA,1,A01,,4580939,4582279,4580939
A01g510470.1_BraROA,-1,A01,,28767694,28772463,28772463
A02p001590.1_BraROA,-1,A02,3-ketoacyl-CoA synthase 19 [Source:Projected from Arabidopsis thaliana (AT5G04530) UniProtKB/Swiss-Prot;Acc:Q9LZ72],703109,704497,704497
A08p011180.1_BraROA,-1,JADBGQ010000062.1,,16620,29471,29471
A05p031530.1_BraROA,1,A05,,18414712,18415758,18414712
A02p048360.1_BraROA,-1,A02,,30064386,30065900,30065900
A03p008620.1_BraROA,1,A03,,3477241,3481919,3477241
A09p072050.1_BraROA,1,A09,,55391322,55395282,55391322
A09g504380.1_BraROA,-1,A09,,13531324,13532576,13532576
A10p041110.1_BraROA,1,A10,,22571160,22572966,22571160
A02p052840.1_BraROA,1,A02,,32257161,32262556,32257161
A01p009610.1_BraROA,1,A01,,4661781,4662583,4661781
A10p018850.1_BraROA,-1,A10,,13061495,13063446,13063446
A02p007170.1_BraROA,-1,A02,,3023564,3029531,3029531
A09p016630.1_BraROA,1,A09,,8719795,8720159,8719795
A03p054590.1_BraROA,-1,A03,,23468262,23468959,23468959
A10g506260.1_BraROA,1,A10,,17537641,17538149,17537641
A06g500060.1_BraROA,-1,A06,,385609,386146,386146
A01g506990.1_BraROA,-1,A01,,20431857,20432683,20432683
A08p017990.1_BraROA,1,A08,,12502033,12502507,12502033
A03p043810.1_BraROA,1,A03,,18338380,18339524,18338380
A01p036300.1_BraROA,1,A01,,16525274,16528268,16525274
A07g509100.1_BraROA,1,A07,,26547463,26548556,26547463
A09p061160.1_BraROA,-1,A09,AP-3 complex subunit beta [Source:Projected from Arabidopsis thaliana (AT3G55480) UniProtKB/TrEMBL;Acc:F4IWW1],50496447,50501108,50501108
A05p005030.1_BraROA,-1,A05,Flowering time control protein FPA [Source:Projected from Arabidopsis thaliana (AT2G43410) UniProtKB/Swiss-Prot;Acc:Q8LPQ9],1958632,1962950,1962950
A10p007910.1_BraROA,-1,A10,,11069510,11070124,11070124
A05p004350.1_BraROA,1,A05,,1687235,1688101,1687235
A09g511420.1_BraROA,1,A09,,34277753,34280566,34277753
A06p029570.1_BraROA,1,A06,,26622217,26628009,26622217
A08g507000.1_BraROA,1,A08,,12093545,12093913,12093545
A01p007940.1_BraROA,-1,A01,,3854005,3855483,3855483
A05p009770.1_BraROA,1,A05,AGAMOUS-like 46 [Source:Projected from Arabidopsis thaliana (AT2G28700) UniProtKB/TrEMBL;Acc:F4IIT6],4086420,4086911,4086420
A09p010150.1_BraROA,-1,A09,U-box domain-containing protein 31 [Source:Projected from Arabidopsis thaliana (AT5G65920) UniProtKB/Swiss-Prot;Acc:Q9FHN9],5193549,5194880,5194880
A03p001330.1_BraROA,-1,A03,,667510,668162,668162
A09p021600.1_BraROA,1,A09,,11673858,11676129,11673858
A09g518700.1_BraROA,-1,A09,,56920137,56922087,56922087
A09g509270.1_BraROA,1,A09,,26481755,26485460,26481755
A04p034900.1_BraROA,1,A04,,20184300,20185786,20184300
A09g508900.1_BraROA,-1,A09,,25020634,25025800,25025800
A01p035620.1_BraROA,1,A01,,16942496,16945731,16942496
A02p013210.1_BraROA,1,A02,,5789604,5793063,5789604
A06p000530.1_BraROA,-1,A06,,305152,307020,307020
A01p007800.1_BraROA,-1,A01,Putative F-box/LRR-repeat protein 19 [Source:Projected from Arabidopsis thaliana (AT4G30640) UniProtKB/Swiss-Prot;Acc:Q9M096],3780865,3782010,3782010
A04p005340.1_BraROA,1,A04,L-type lectin-domain containing receptor kinase S.4 [Source:Projected from Arabidopsis thaliana (AT3G55550) UniProtKB/Swiss-Prot;Acc:Q9M2S4],2776511,2778556,2776511
A02p046350.1_BraROA,1,A02,,28938297,28939415,28938297
A04p012910.1_BraROA,1,A04,,4059952,4061562,4059952
A10p030170.1_BraROA,1,A10,,18280433,18283074,18280433
A09p050550.1_BraROA,-1,A09,,44397393,44398831,44398831
A03p030450.1_BraROA,1,A03,Protein DMR6-LIKE OXYGENASE 1 [Source:Projected from Arabidopsis thaliana (AT4G10500) UniProtKB/Swiss-Prot;Acc:Q9ZSA8],12786218,12791223,12786218
A09p074730.1_BraROA,-1,A09,,56593315,56594048,56594048
A07g503180.1_BraROA,1,A07,,6325980,6327348,6325980
A09p002960.1_BraROA,-1,A09,,1771832,1773139,1773139
A01p054160.1_BraROA,1,A01,,30568115,30569360,30568115
A09p001340.1_BraROA,1,A09,Probable WRKY transcription factor 47 [Source:Projected from Arabidopsis thaliana (AT4G01720) UniProtKB/Swiss-Prot;Acc:Q9ZSI7],1039434,1041678,1039434
A03p034890.1_BraROA,-1,A03,,14688220,14690142,14690142
A01p037050.1_BraROA,1,A01,,16735996,16737667,16735996
SC246g500010.1_BraROA,-1,JADBGQ010000096.1,,2547,3573,3573
A09g500940.1_BraROA,1,A09,,3383284,3385643,3383284
A08g500860.1_BraROA,1,A08,,2208361,2210933,2208361
A04p016250.1_BraROA,-1,A04,,10009764,10016764,10016764
A08p020740.1_BraROA,-1,A08,,13954541,13955508,13955508
A10g502450.1_BraROA,1,A10,,6705698,6708346,6705698
A10p016580.1_BraROA,1,A10,,2973840,2977295,2973840
A09p077390.1_BraROA,1,A09,,57542687,57550573,57542687
A04p032770.1_BraROA,1,A04,,19110969,19112692,19110969
A02g503410.1_BraROA,-1,A02,,11142490,11143212,11143212
A07p002380.1_BraROA,1,A07,,3864240,3864443,3864240
A01p048640.1_BraROA,1,A01,,27383262,27385128,27383262
A08g500240.1_BraROA,-1,A08,,552588,559245,559245
A08p041590.1_BraROA,1,A08,,23457873,23459280,23457873
A10g504090.1_BraROA,1,A10,,10159877,10160311,10159877
A07p043040.1_BraROA,1,A07,,23306890,23308029,23306890
A10p028450.1_BraROA,1,A10,,17660004,17667542,17660004
A08g503280.1_BraROA,1,A08,,6077228,6080825,6077228
A09g503150.1_BraROA,1,A09,,10244549,10245330,10244549
A07g504240.1_BraROA,1,A07,,8265133,8265666,8265133
A08g509870.1_BraROA,-1,A08,,21066451,21069338,21069338
A02p032680.1_BraROA,-1,A02,,17161262,17164030,17164030
A08p038390.1_BraROA,1,A08,,22234985,22237731,22234985
A06p022310.1_BraROA,1,A06,,12345909,12346243,12345909
A09g505370.1_BraROA,-1,A09,,17043794,17046832,17046832
A09g511780.1_BraROA,1,A09,,34905373,34907783,34905373
A02p008700.1_BraROA,-1,A02,,3586240,3587106,3587106
A09p083720.1_BraROA,-1,A09,,60202936,60205287,60205287
A09p060820.1_BraROA,-1,A09,,50309596,50312802,50312802
A01g505580.1_BraROA,-1,A01,,16605386,16607575,16607575
A08p025370.1_BraROA,-1,A08,,16382898,16385534,16385534
A02p008100.1_BraROA,1,A02,,3365088,3365905,3365088
A02p031640.1_BraROA,-1,A02,,16625256,16626985,16626985
A01g501220.1_BraROA,1,A01,,4679960,4680510,4679960
A10p032470.1_BraROA,-1,A10,,19204305,19208430,19208430
A10p001770.1_BraROA,1,A10,,908814,911909,908814
A08g510330.1_BraROA,-1,A08,,22777180,22777696,22777696
A10p002640.1_BraROA,1,A10,,1363280,1364821,1363280
A08p022900.1_BraROA,1,A08,,15077726,15078487,15077726
A06g502120.1_BraROA,-1,A06,,7520835,7525773,7525773
A08p004510.1_BraROA,-1,A08,Precursor of CEP16 [Source:Projected from Arabidopsis thaliana (AT1G49800) UniProtKB/Swiss-Prot;Acc:Q5S502],2635953,2636282,2636282
A03p029240.1_BraROA,1,A03,,12289997,12290298,12289997
A10p037940.1_BraROA,-1,A10,,21324436,21326813,21326813
A02p036900.1_BraROA,-1,A02,Probable sucrose-phosphate synthase 4 [Source:Projected from Arabidopsis thaliana (AT4G10120) UniProtKB/Swiss-Prot;Acc:F4JLK2],21346228,21350444,21350444
A04p022990.1_BraROA,-1,A04,,13922832,13928357,13928357
A09g516050.1_BraROA,-1,A09,,47557729,47558377,47558377
A04p006320.1_BraROA,1,A04,,3275388,3278348,3275388
A02p020700.1_BraROA,-1,A02,"Protein ABA DEFICIENT 4, chloroplastic [Source:Projected from Arabidopsis thaliana (AT1G67080) UniProtKB/Swiss-Prot;Acc:Q8LFP9]",9715818,9717176,9717176
A10p006580.1_BraROA,1,A10,,9770536,9771084,9770536
A06p040290.1_BraROA,-1,A06,,21791957,21793422,21793422
A04p001040.1_BraROA,1,A04,,501188,502251,501188
A09p003170.1_BraROA,1,A09,"Pentatricopeptide repeat-containing protein At3g26782, mitochondrial [Source:Projected from Arabidopsis thaliana (AT3G26782) UniProtKB/Swiss-Prot;Acc:Q9LW32]",1866529,1868502,1866529
A04p029590.1_BraROA,1,A04,,17677783,17681715,17677783
A01p022290.1_BraROA,-1,A01,,10977415,10979502,10979502
A09p017270.1_BraROA,1,A09,IMP4 [Source:Projected from Arabidopsis thaliana (AT1G63780) UniProtKB/TrEMBL;Acc:A0A178WDJ3],8931224,8933195,8931224
A08p020770.1_BraROA,1,A08,,13968205,13970259,13968205
A03p029230.1_BraROA,1,A03,,12286741,12288318,12286741
A06p005350.1_BraROA,1,A06,,1582998,1588361,1582998
A03g500250.1_BraROA,-1,A03,,786135,787689,787689
A05p011690.1_BraROA,1,A05,,5122929,5125475,5122929
A01p058170.1_BraROA,1,A01,,33213946,33216539,33213946
A01p003230.1_BraROA,1,A01,,1451528,1452845,1451528
A08g506690.1_BraROA,-1,A08,,11564009,11564642,11564642
A06g507740.1_BraROA,1,A06,,21665192,21665486,21665192
A08p031190.1_BraROA,-1,A08,,19069221,19071377,19071377
A03p023390.1_BraROA,-1,A03,,9877908,9880277,9880277
A09p081940.1_BraROA,-1,A09,,59500426,59501195,59501195
A06p056430.1_BraROA,1,A06,,29376305,29379715,29376305
A07p029580.1_BraROA,-1,A07,,16572377,16573822,16573822
A04p009910.1_BraROA,-1,A04,Polyadenylate-binding protein-interacting protein 2 [Source:Projected from Arabidopsis thaliana (AT4G14270) UniProtKB/Swiss-Prot;Acc:Q94AR4],7505141,7505880,7505880
A04p008870.1_BraROA,1,A04,IQD3 [Source:Projected from Arabidopsis thaliana (AT3G52290) UniProtKB/TrEMBL;Acc:A0A384LAZ6],7982896,7984553,7982896
A09p007900.1_BraROA,-1,A09,,4108058,4113298,4113298
A05g506610.1_BraROA,1,A05,,18761499,18764327,18761499
A05p044310.1_BraROA,-1,A05,,26611923,26613832,26613832
A07p029200.1_BraROA,-1,A07,,16401357,16403996,16403996
A04p002370.1_BraROA,1,A04,,1134535,1136700,1134535
A01p057910.1_BraROA,-1,A01,,32822717,32824750,32824750
A04p015110.1_BraROA,1,A04,,5892815,5894905,5892815
A08g502870.1_BraROA,1,A08,,5757011,5757307,5757011
A06p016840.1_BraROA,1,A06,,7564786,7566709,7564786
A06p010300.1_BraROA,1,A06,Dehydration-responsive element-binding protein 1F [Source:Projected from Arabidopsis thaliana (AT1G12610) UniProtKB/Swiss-Prot;Acc:Q9LN86],3689015,3689635,3689015
A05p004310.1_BraROA,1,A05,,1652395,1652706,1652395
A04p001430.1_BraROA,1,A04,,680570,681088,680570
A07g506470.1_BraROA,1,A07,,15522105,15523211,15522105
A05g500930.1_BraROA,1,A05,,3334223,3336859,3334223
A06p008190.1_BraROA,-1,A06,Glutathione S-transferase U17 [Source:Projected from Arabidopsis thaliana (AT1G10370) UniProtKB/Swiss-Prot;Acc:Q9FUS8],2823459,2824240,2824240
A05g503200.1_BraROA,-1,A05,,9431369,9431581,9431581
A03p036370.1_BraROA,-1,A03,,15238754,15239024,15239024
A04p001540.1_BraROA,1,A04,,736408,736892,736408
A02p052450.1_BraROA,-1,A02,MMS19 nucleotide excision repair protein homolog [Source:Projected from Arabidopsis thaliana (AT5G48120) UniProtKB/Swiss-Prot;Acc:Q0WVF8],32092729,32098213,32098213
A03p060240.1_BraROA,-1,A03,"Peptide methionine sulfoxide reductase A4, chloroplastic [Source:Projected from Arabidopsis thaliana (AT4G25130) UniProtKB/Swiss-Prot;Acc:P54150]",26117524,26118505,26118505
A08g502540.1_BraROA,1,A08,,5457929,5460598,5457929
A09p009190.1_BraROA,-1,A09,,4754657,4755728,4755728
A04p012050.1_BraROA,-1,A04,Ribonuclease 2 [Source:Projected from Arabidopsis thaliana (AT2G39780) UniProtKB/Swiss-Prot;Acc:P42814],6097055,6099251,6099251
A02g500980.1_BraROA,1,A02,,3007563,3008130,3007563
A07g503330.1_BraROA,1,A07,,6577212,6578681,6577212
A02g506490.1_BraROA,-1,A02,,18293488,18294802,18294802
A08p012360.1_BraROA,1,A08,,11435310,11437368,11435310
A10p034220.1_BraROA,-1,A10,Alpha-hydroxynitrile lyase [Source:Projected from Arabidopsis thaliana (AT5G10300) UniProtKB/Swiss-Prot;Acc:Q9LFT6],19891939,19893013,19893013
A04p018530.1_BraROA,1,A04,,11121895,11122287,11121895
A08p033530.1_BraROA,-1,A08,,20124100,20124544,20124544
A07p035620.1_BraROA,1,A07,,19258143,19260844,19258143
A02p039290.1_BraROA,-1,A02,,22382294,22386269,22386269
A02p021640.1_BraROA,1,A02,,10188193,10189469,10188193
A04p033890.1_BraROA,1,A04,,19684977,19687745,19684977
A10p008450.1_BraROA,-1,A10,,8490876,8492499,8492499
SC166g500070.1_BraROA,-1,JADBGQ010000041.1,,158974,160296,160296
A03g509400.1_BraROA,1,A03,,30382237,30382413,30382237
A09p002930.1_BraROA,-1,A09,,641198,643000,643000
A06g502440.1_BraROA,-1,A06,,8213635,8214827,8214827
A08p024540.1_BraROA,-1,A08,,15951859,15952956,15952956
A09g501570.1_BraROA,1,A09,MAN7 [Source:Projected from Arabidopsis thaliana (AT5G66460) UniProtKB/TrEMBL;Acc:A0A178UNQ8],5554001,5555776,5554001
A06p032540.1_BraROA,-1,A06,,17426764,17429166,17429166
A03p027810.1_BraROA,1,A03,,11631375,11632638,11631375
A04g503270.1_BraROA,-1,A04,,7210706,7211685,7211685
A09p071280.1_BraROA,-1,A09,,55063539,55065042,55065042
A03p020650.1_BraROA,-1,A03,,8480253,8482115,8482115
A06p008900.1_BraROA,-1,A06,,3106980,3109829,3109829
A03p037970.1_BraROA,1,A03,IQ-domain 1 [Source:Projected from Arabidopsis thaliana (AT3G09710) UniProtKB/TrEMBL;Acc:F4J1A4],15859424,15861483,15859424
A08g503780.1_BraROA,1,A08,,6485591,6486198,6485591
A02p026230.1_BraROA,1,A02,,13744435,13747155,13744435
A02p047850.1_BraROA,-1,A02,,29827422,29834050,29834050
A06p029410.1_BraROA,-1,JADBGQ010000096.1,,1239,2381,2381
A09p066290.1_BraROA,1,A09,,52671873,52697827,52671873
A09p047540.1_BraROA,-1,A09,"Carbamoyl-phosphate synthase large chain, chloroplastic [Source:Projected from Arabidopsis thaliana (AT1G29900) UniProtKB/Swiss-Prot;Acc:Q42601]",41295447,41299219,41299219
A03p002890.1_BraROA,1,A03,,1285572,1287611,1285572
A02p007350.1_BraROA,1,A02,,3086238,3087226,3086238
A08p025740.1_BraROA,1,A08,,16518387,16519819,16518387
A05p013510.1_BraROA,1,A05,,5901602,5901982,5901602
A10p014260.1_BraROA,1,A10,,4294517,4295914,4294517
A09p065050.1_BraROA,-1,A09,,52181116,52182384,52182384
A09g503780.1_BraROA,-1,A09,,11944483,11949866,11949866
A03g510110.1_BraROA,-1,A03,,32425513,32426353,32426353
A03p061950.1_BraROA,-1,A03,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein [Source:Projected from Arabidopsis thaliana (AT4G27410) UniProtKB/TrEMBL;Acc:F4JIU9],26915899,26917023,26917023
A03p029110.1_BraROA,1,A03,"Pentatricopeptide repeat-containing protein At5g50280, chloroplastic [Source:Projected from Arabidopsis thaliana (AT5G50280) UniProtKB/Swiss-Prot;Acc:Q9FGR7]",12234040,12236268,12234040
A09p071610.1_BraROA,-1,A09,,55209275,55211375,55211375
A01p000150.1_BraROA,-1,A01,Dirigent protein 15 [Source:Projected from Arabidopsis thaliana (AT4G38700) UniProtKB/Swiss-Prot;Acc:F4JUF8],66036,66617,66617
A09p024860.1_BraROA,1,A09,,13799103,13801813,13799103
A06p011790.1_BraROA,1,A06,,4408033,4417813,4408033
A03g507270.1_BraROA,1,A03,,25745111,25745534,25745111
A10p025380.1_BraROA,1,A10,,16302313,16303952,16302313
A03p028710.1_BraROA,-1,A03,PEARLI 4 protein [Source:Projected from Arabidopsis thaliana (AT2G20960) UniProtKB/TrEMBL;Acc:Q9SKR5],12064032,12070854,12070854
A10p004640.1_BraROA,-1,A10,Probable RNA helicase SDE3 [Source:Projected from Arabidopsis thaliana (AT1G05460) UniProtKB/Swiss-Prot;Acc:Q8GYD9],8932572,8935865,8935865
A08g510040.1_BraROA,-1,A08,,21643790,21644130,21644130
A02p019460.1_BraROA,-1,A02,,8971361,8982672,8982672
SC178g500150.1_BraROA,-1,JADBGQ010000048.1,,271953,283724,283724
A06p007590.1_BraROA,-1,A06,,2624939,2626774,2626774
A09p063980.1_BraROA,-1,A09,,51723583,51725443,51725443
A01g502740.1_BraROA,-1,A01,,9206068,9207347,9207347
A09g513010.1_BraROA,-1,A09,,39602306,39605060,39605060
A01p043800.1_BraROA,-1,A01,,24702698,24707959,24707959
A03p060520.1_BraROA,1,A03,,26207547,26209431,26207547
A02p001440.1_BraROA,-1,A02,,647273,655439,655439
A09g501200.1_BraROA,1,A09,,3885250,3885896,3885250
A09p073240.1_BraROA,1,A09,,55920367,55925720,55920367
A04p013090.1_BraROA,1,A04,,4212364,4212663,4212364
A07p049410.1_BraROA,-1,A07,UDP-rhamnose/UDP-galactose transporter 1 [Source:Projected from Arabidopsis thaliana (AT1G76670) UniProtKB/Swiss-Prot;Acc:Q9SRE4],26242923,26245031,26245031
A07p037710.1_BraROA,-1,A07,,20144895,20145263,20145263
A06g507570.1_BraROA,1,A06,,21186573,21187605,21186573
A10g504100.1_BraROA,1,A10,,10160666,10161302,10160666
A03p026580.1_BraROA,-1,A03,,11117216,11118241,11118241
A09g502800.1_BraROA,1,A09,,9463932,9466982,9463932
A05p053630.1_BraROA,-1,A05,,31037466,31039222,31039222
A01p001450.1_BraROA,-1,A01,Squalene epoxidase 3 [Source:Projected from Arabidopsis thaliana (AT4G37760) UniProtKB/Swiss-Prot;Acc:Q8VYH2],584892,587170,587170
A08p030020.1_BraROA,1,A08,,18422375,18424789,18422375
A09p016040.1_BraROA,1,A09,,8355792,8356783,8355792
A07p024080.1_BraROA,1,A07,,13874707,13876037,13874707
A10g504280.1_BraROA,1,A10,,10528339,10528638,10528339
A05p035750.1_BraROA,1,A05,,20231726,20234255,20231726
A08p024460.1_BraROA,1,A08,,15916250,15917644,15916250
A10p036870.1_BraROA,-1,A10,,20917790,20919366,20919366
A02p015520.1_BraROA,1,A02,,6866025,6867703,6866025
A02g511660.1_BraROA,1,A02,,31223063,31225549,31223063
A02g508720.1_BraROA,1,A02,,23501386,23507708,23501386
A09p043860.1_BraROA,1,A09,,35688390,35690473,35688390
A01p004300.1_BraROA,1,A01,,1841186,1843266,1841186
A03g508750.1_BraROA,1,A03,,29469614,29475295,29469614
A06p028540.1_BraROA,1,JADBGQ010000018.1,,5451,8835,5451
A06g503320.1_BraROA,-1,A06,,10254984,10257272,10257272
A02p013730.1_BraROA,1,A02,,5977831,5979312,5977831
A10p038450.1_BraROA,-1,A10,,21484399,21487709,21487709
A06p012680.1_BraROA,1,A06,,5795959,5797599,5795959
A01g503670.1_BraROA,-1,A01,,11226024,11226602,11226602
A02p023310.1_BraROA,1,A02,,11182539,11184438,11182539
A05p043530.1_BraROA,-1,A05,,26252521,26254136,26254136
A05g503150.1_BraROA,-1,A05,,9322982,9324454,9324454
A01g509360.1_BraROA,1,A01,,25325107,25325393,25325107
A09g504210.1_BraROA,-1,A09,,13115031,13115417,13115417
A03p041780.1_BraROA,1,A03,,17450522,17452957,17450522
A05p047400.1_BraROA,-1,A05,,27924622,27926289,27926289
A01p017680.1_BraROA,1,A01,,8624300,8626357,8624300
A04p016630.1_BraROA,1,A04,,10223759,10224040,10223759
A08p004310.1_BraROA,1,A08,,2490474,2491538,2490474
A06p030420.1_BraROA,-1,A06,,14308212,14309016,14309016
A02p055650.1_BraROA,-1,A02,,33692136,33702552,33702552
A03p051760.1_BraROA,1,A03,,20396427,20398495,20396427
A10p008790.1_BraROA,1,A10,,5372301,5374838,5372301
A10g507000.1_BraROA,1,A10,,21251582,21252733,21251582
A03p033210.1_BraROA,1,A03,,14056725,14058302,14056725
A08g510350.1_BraROA,1,A08,,22967348,22967655,22967348
A06p004140.1_BraROA,1,A06,,1037364,1038488,1037364
A02p031570.1_BraROA,-1,A02,,16589050,16591075,16591075
A09p002430.1_BraROA,-1,A09,,1668105,1672636,1672636
A10g505630.1_BraROA,1,A10,,14355214,14355877,14355214
A03g503180.1_BraROA,1,A03,,9881728,9884862,9881728
A02g508420.1_BraROA,1,A02,,22818778,22820262,22818778
A08g502180.1_BraROA,1,A08,,4966163,4967693,4966163
A08p040750.1_BraROA,-1,A08,,23134377,23136301,23136301
A05p029890.1_BraROA,1,A05,,15083671,15085335,15083671
A03g505880.1_BraROA,1,A03,,21066174,21067099,21066174
A08p003720.1_BraROA,1,A08,"Electron transfer flavoprotein subunit alpha, mitochondrial [Source:Projected from Arabidopsis thaliana (AT1G50940) UniProtKB/Swiss-Prot;Acc:Q9C6I6]",2115701,2117465,2115701
A06p034500.1_BraROA,-1,A06,,18663698,18669507,18669507
A02p018310.1_BraROA,1,A02,,8420718,8422424,8420718
A10g500970.1_BraROA,1,A10,,2900736,2901070,2900736
A06p003730.1_BraROA,-1,A06,,4545938,4547952,4547952
A01p021820.1_BraROA,-1,A01,,10634846,10636592,10636592
A09p057710.1_BraROA,1,A09,,48549932,48550872,48549932
A06g500350.1_BraROA,1,A06,,1426407,1426876,1426407
A10p022680.1_BraROA,1,A10,Outer membrane OMP85 family protein [Source:Projected from Arabidopsis thaliana (AT4G09080) TAIR;Acc:AT4G09080],14930721,14933499,14930721
A03p068570.1_BraROA,-1,A03,,30043458,30045222,30045222
A10p028180.1_BraROA,1,A10,,17571592,17573397,17571592
A04g507720.1_BraROA,1,A04,,19453804,19459407,19453804
A01p038630.1_BraROA,1,A01,DEAD-box ATP-dependent RNA helicase 22 [Source:Projected from Arabidopsis thaliana (AT1G59990) UniProtKB/Swiss-Prot;Acc:Q944S1],14704590,14707106,14704590
A09p057530.1_BraROA,-1,A09,"DNA-directed RNA polymerase, RBP11-like protein [Source:Projected from Arabidopsis thaliana (AT3G52090) UniProtKB/TrEMBL;Acc:F4J5R0]",48489121,48489940,48489940
A06p035700.1_BraROA,-1,A06,,19357632,19360023,19360023
A01g507570.1_BraROA,-1,A01,,21512190,21513429,21513429
A09p008280.1_BraROA,-1,A09,,4267253,4270883,4270883
A01p033380.1_BraROA,1,JADBGQ010000031.1,,24631,24807,24631
A04g500060.1_BraROA,-1,A04,,288402,288709,288709
A03p040050.1_BraROA,1,A03,,16694884,16697011,16694884
A06p004900.1_BraROA,-1,A06,,1386087,1388611,1388611
A10p016610.1_BraROA,1,A10,,2957942,2958780,2957942
A03p029070.1_BraROA,1,A03,,12220338,12221272,12220338
A03p049430.1_BraROA,-1,A03,,21149689,21149868,21149868
A04g508660.1_BraROA,1,A04,,23249185,23250417,23249185
A01p051440.1_BraROA,1,A01,,28843432,28862255,28843432
SC234g500030.1_BraROA,1,JADBGQ010000086.1,,34228,36829,34228
A03p004110.1_BraROA,-1,A03,,1764217,1767682,1767682
A10p038530.1_BraROA,-1,A10,,21509181,21514257,21514257
A01p022380.1_BraROA,-1,A01,,11026124,11028856,11028856
A02p024620.1_BraROA,-1,A02,,12708230,12710131,12710131
A01p002230.1_BraROA,-1,A01,,1031606,1032708,1032708
A01p002210.1_BraROA,1,A01,,1020191,1022949,1020191
A10p026190.1_BraROA,-1,A10,,16689351,16691864,16691864
A06p051090.1_BraROA,1,A06,,26854742,26856774,26854742
A03p034530.1_BraROA,-1,A03,,14566808,14567764,14567764
SC209g500010.1_BraROA,-1,JADBGQ010000067.1,,1925,2449,2449
A09p076660.1_BraROA,-1,A09,,57481266,57481712,57481712
A08p020980.1_BraROA,1,A08,ATP binding protein-like [Source:Projected from Arabidopsis thaliana (AT4G19540) UniProtKB/TrEMBL;Acc:O49472],14143770,14145280,14143770
A07p025330.1_BraROA,1,A07,,14608148,14612207,14608148
A09g515340.1_BraROA,1,A09,,45594698,45596366,45594698
A02p034010.1_BraROA,-1,A02,,18425046,18438884,18438884
A06p021700.1_BraROA,-1,A06,KDEL-tailed cysteine endopeptidase CEP2 [Source:Projected from Arabidopsis thaliana (AT3G48340) UniProtKB/Swiss-Prot;Acc:Q9STL4],10773563,10775230,10775230
A03p047380.1_BraROA,-1,A03,,22439485,22440905,22440905
A04g502040.1_BraROA,-1,A04,,5019232,5019651,5019651
A03p039440.1_BraROA,1,A03,,16405934,16409775,16405934
